Period End Date,Period Length,Net Income,Depreciation/Depletion,Amortization,Deferred Taxes,Non-Cash Items,Changes in Working Capital,Cash from Operating Activities,Capital Expenditures,Other Investing Cash Flow Items,Cash from Investing Activities,Financing Cash Flow Items,Total Cash Dividends Paid,Issuance (Retirement) of Stock,Issuance (Retirement) of Debt,Cash from Financing Activities,Foreign Exchange Effects,Net Cash - Beginning Balance,Net Cash - Ending Balance,Net Change in Cash,Cash Interest Paid,Cash Taxes Paid
12/31/2022,12 Months,"5,624.20",583.60,,-564.20,402.00,"2,441.20","8,486.80","-1,319.30",290.40,"-1,028.90",,"-2,559.80","-4,557.90",-20.60,"-7,138.30",-3.10,"6,951.80","7,268.30",316.50,,
10/2/2022,9 Months,"3,807.70",400.40,,-475.20,175.20,-771.80,"3,136.30",-853.40,188.50,-664.90,,"-2,018.70","-4,241.80",-19.80,"-6,280.30",9.90,"6,951.80","3,152.80","-3,799.00",,
7/3/2022,6 Months,"2,106.20",262.50,,-134.40,94.60,-362.10,"1,966.80",-489.10,333.10,-156.00,,"-1,475.30","-3,173.70",-18.60,"-4,667.60",1.50,"6,951.80","4,096.50","-2,855.30",,
4/3/2022,3 Months,695.30,131.00,,-39.70,26.30,"-1,399.00",-586.10,-251.60,239.90,-11.70,,,"-2,016.70",-13.50,"-2,030.20",0.30,"6,951.80","4,324.10","-2,627.70",,
12/31/2021,12 Months,"5,883.20",471.00,,-419.60,18.80,"4,892.40","10,845.80",-940.30,868.30,-72.00,,"-1,368.30","-8,511.30",-12.10,"-9,891.70",20.30,"6,049.40","6,951.80",902.40,,
10/3/2021,9 Months,"4,109.80",346.80,,-313.40,40.70,244.90,"4,428.80",-649.70,"1,053.80",404.10,,-639.10,"-5,916.20",-9.40,"-6,564.70",1.10,"6,049.40","4,318.70","-1,730.70",,
7/4/2021,6 Months,"2,369.60",230.60,,-43.30,90.80,-20.50,"2,627.20",-444.70,"1,128.40",683.70,,-639.10,"-3,526.90",-6.80,"-4,172.80",-0.90,"6,049.40","5,186.60",-862.80,,
4/4/2021,3 Months,"1,331.40",117.90,,-35.80,40.10,"-2,395.30",-941.70,-197.30,-109.40,-306.70,,,"-1,556.60",-3.60,"-1,560.20",3.00,"6,049.40","3,243.80","-2,805.60",,
