Period End Date,Period Length,Total Revenue,Cost of Revenue,Gross Profit,"Selling, General and Administrative",Research and Development,Unusual Expense/Income,Total Operating Expense,Operating Income,Interest Income Net,Other Income Net,Net Income Before Taxes,Provision for Income Taxes,Net Income,Income Avail. to Common Excl. Extraord.,Income Avail. to Common Incl. Extraord.,Diluted Average Shares,Diluted EPS Excl. Extraord.,Diluted EPS Incl. Extraord.
12/31/2022,3 Months,"6,430.20","3,119.30","3,310.90",280.40,906.30,,"4,306.00","2,124.20",-3.10,,"2,121.10",357.30,"1,816.50","1,816.50","1,816.50",395.20,4.59641,4.59641
10/2/2022,3 Months,"5,778.30","2,784.60","2,993.70",235.80,819.40,,"3,839.80","1,938.50",-15.10,,"1,923.40",252.00,"1,701.50","1,701.50","1,701.50",396.60,4.29022,4.29022
7/3/2022,3 Months,"5,430.50","2,766.00","2,664.50",222.00,789.10,,"3,777.10","1,653.40",-10.80,,"1,642.60",246.20,"1,410.90","1,410.90","1,410.90",398.60,3.53964,3.53964
4/3/2022,3 Months,"3,534.40","1,803.40","1,731.00",207.70,738.70,,"2,749.80",784.60,-15.60,,769.00,114.40,695.30,695.30,695.30,401.50,1.73176,1.73176
12/31/2021,3 Months,"4,985.60","2,285.00","2,700.60",202.50,680.60,-213.70,"2,954.40","2,031.20",-12.20,,"2,019.00",316.00,"1,773.40","1,773.40","1,773.40",405.00,4.37877,4.37877
10/3/2021,3 Months,"5,241.30","2,529.90","2,711.40",182.90,609.20,,"3,322.00","1,919.30",-10.50,,"1,908.80",270.90,"1,740.20","1,740.20","1,740.20",408.60,4.25893,4.25893
7/4/2021,3 Months,"4,020.20","1,975.60","2,044.60",171.80,633.80,,"2,781.20","1,239.00",-9.80,,"1,229.20",204.20,"1,038.20","1,038.20","1,038.20",412.00,2.51990,2.51990
4/4/2021,3 Months,"4,363.90","2,011.50","2,352.40",168.40,623.40,,"2,803.30","1,560.60",-12.10,,"1,548.50",230.30,"1,331.40","1,331.40","1,331.40",415.80,3.20202,3.20202
