fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,report_type
2021-12-31,USD,22294000000,18559000000,18133000000,18133000000,274000000,26000000,3735000000,3183000000,233000000,None,None,None,None,None,None,126000000,324000000,2780000000,1313000000,483000000,74000000,None,89000000,1467000000,307000000,1226000000,0,1226000000,1226000000,667000000,23000000,19514000000,None,-6374000000,1000000,900000000,annual
2020-12-31,USD,4602000000,3016000000,2979000000,2979000000,0,None,1586000000,1445000000,38000000,None,None,None,None,None,None,31000000,61000000,742000000,611000000,90000000,None,None,50000000,5375000000,83000000,75000000,28000000,47000000,180000000,443000000,1000000,3860000000,None,-1686000000,0,101327571,annual
2022-09-30,USD,19023000000,14424000000,13272000000,13272000000,949000000,106000000,4599000000,3668000000,688000000,None,None,None,None,None,None,97000000,640000000,3686000000,2109000000,828000000,None,None,255000000,1577000000,532000000,1229000000,0,1229000000,1229000000,1026000000,71000000,15337000000,None,-11403000000,1000000,921000000,quarterly
2022-06-30,USD,20171000000,15732000000,14923000000,14923000000,655000000,62000000,4439000000,3526000000,523000000,None,None,None,None,None,None,92000000,627000000,3303000000,1753000000,732000000,92000000,None,152000000,1550000000,427000000,1228000000,0,1228000000,1228000000,777000000,47000000,16868000000,None,-9679000000,1000000,916000000,quarterly
2022-03-31,USD,21297000000,17046000000,16432000000,16432000000,494000000,22000000,4251000000,3396000000,372000000,None,None,None,None,None,None,98000000,585000000,3037000000,1524000000,571000000,81000000,None,126000000,1513000000,382000000,1227000000,0,1227000000,1227000000,746000000,30000000,18260000000,None,-7967000000,1000000,901000000,quarterly
2021-12-31,USD,22294000000,18559000000,18133000000,18133000000,274000000,26000000,3735000000,3183000000,233000000,None,None,None,None,None,None,126000000,324000000,2780000000,1313000000,483000000,74000000,None,89000000,1467000000,307000000,1226000000,0,1226000000,1226000000,667000000,23000000,19514000000,None,-6374000000,1000000,900000000,quarterly
2021-09-30,USD,8488000000,5345000000,5156000000,5156000000,126000000,None,3143000000,2856000000,121000000,None,None,None,None,None,None,63000000,92000000,4201000000,1047000000,417000000,48000000,None,84000000,196000000,233000000,2958000000,0,0,2958000000,546000000,5000000,4287000000,None,-3913000000,0,101518666,quarterly
