fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage
2022-09-30,2022-11-09,-1.57,-1.82,0.25,13.7363
2022-06-30,2022-08-11,-1.62,-1.63,0.01,0.6135
2022-03-31,2022-05-11,-1.43,-1.44,0.01,0.6944
2021-12-31,2022-03-10,-2.43,-1.97,-0.46,-23.3503
2021-09-30,2021-11-12,-7.68,-5.52,-2.16,-39.1304
2021-03-31,2021-06-30,-5.7426,0,-5.7426,None
2020-12-31,2021-03-31,-4.9208,0,-4.9208,None
2020-03-31,2020-06-30,-2,0,-2,None
2019-12-31,2020-03-31,-1.885,0,-1.885,None
