Period End Date,Period Length,Net Income,Depreciation/Depletion,Amortization,Deferred Taxes,Non-Cash Items,Changes in Working Capital,Cash from Operating Activities,Capital Expenditures,Other Investing Cash Flow Items,Cash from Investing Activities,Financing Cash Flow Items,Total Cash Dividends Paid,Issuance (Retirement) of Stock,Issuance (Retirement) of Debt,Cash from Financing Activities,Foreign Exchange Effects,Net Cash - Beginning Balance,Net Cash - Ending Balance,Net Change in Cash,Cash Interest Paid,Cash Taxes Paid
TTM,12 Months,"1,144,191.00","437,254.00",,,"-7,799.00","36,953.00","1,610,599.00","-1,082,672.00","-108,256.00","-1,190,928.00","4,096.00","-285,234.00",-872.00,"81,766.00","-200,244.00","58,397.00",,,"277,824.00","12,219.00","86,561.00"
12/31/2022,12 Months,"1,144,191.00","437,254.00",,,"-7,799.00","36,953.00","1,610,599.00","-1,082,672.00","-108,256.00","-1,190,928.00","4,096.00","-285,234.00",-872.00,"81,766.00","-200,244.00","58,397.00","1,064,990.00","1,342,814.00","277,824.00","12,219.00","86,561.00"
12/31/2021,12 Months,"663,126.31","414,187.70","8,207.17",,"-22,329.03","48,968.57","1,112,160.72","-848,236.46","11,870.60","-836,365.86","5,946.71","-265,786.40",,"396,448.13","136,608.44","-7,583.75","660,170.65","1,064,990.19","404,819.54","3,833.63","83,497.85"
12/31/2020,12 Months,"584,777.18","324,538.44","7,186.25",,"-14,136.64","-79,699.02","822,666.21","-516,781.11","10,999.40","-505,781.71","-1,644.26","-259,303.80",,"172,332.97","-88,615.09","-23,498.10","455,399.34","660,170.65","204,771.31","1,781.10","51,362.36"
12/31/2019,12 Months,"389,845.34","281,411.83","5,472.41",,"-20,368.85","-41,221.99","615,138.74","-469,752.02","10,950.37","-458,801.65","-4,308.07","-259,303.80",,"-6,026.29","-269,638.17","-9,114.20","577,814.60","455,399.34","-122,415.26","3,597.14","52,044.07"
12/31/2018,12 Months,"397,510.26","288,124.90","4,421.40",,"-9,054.95","-107,047.30","573,954.31","-322,682.19","8,413.28","-314,268.91","-3,579.82","-207,443.04",,"-34,101.93","-245,124.79","9,862.30","553,391.70","577,814.60","24,422.90","3,233.33","45,382.52"
12/31/2017,12 Months,"396,133.03","255,795.96","4,346.74",,"-17,315.76","-53,641.80","585,318.17","-335,068.78","-1,096.13","-336,164.90","-6,447.80","-181,512.66",,"-27,737.17","-215,697.63","-21,317.77","541,253.83","553,391.70","12,137.86","3,482.70","63,620.38"
12/31/2016,12 Months,"385,959.38","220,085.00","3,743.41",,"-8,950.12","-61,003.07","539,834.59","-332,288.36","-63,151.32","-395,439.68","2,293.29","-155,582.28",0.00,"-4,511.20","-157,800.20","-8,029.81","562,688.93","541,253.83","-21,435.10","3,302.42","45,943.30"
