Period End Date,Period Length,Net Income,Depreciation/Depletion,Amortization,Deferred Taxes,Non-Cash Items,Changes in Working Capital,Cash from Operating Activities,Capital Expenditures,Other Investing Cash Flow Items,Cash from Investing Activities,Financing Cash Flow Items,Total Cash Dividends Paid,Issuance (Retirement) of Stock,Issuance (Retirement) of Debt,Cash from Financing Activities,Foreign Exchange Effects,Net Cash - Beginning Balance,Net Cash - Ending Balance,Net Change in Cash,Cash Interest Paid,Cash Taxes Paid
12/31/2022,12 Months,"1,144,191.00","437,254.00",,,"-7,799.00","36,953.00","1,610,599.00","-1,082,672.00","-108,256.00","-1,190,928.00","4,096.00","-285,234.00",-872.00,"81,766.00","-200,244.00","58,397.00","1,064,990.00","1,342,814.00","277,824.00","12,219.00","86,561.00"
9/30/2022,9 Months,"809,520.84","323,122.22","6,550.16",,"3,981.69","-19,457.63","1,123,717.28","-751,298.84","-97,097.38","-848,396.22","9,922.06","-213,925.64",-871.57,"74,462.65","-130,412.49","86,114.02","1,064,990.19","1,296,012.78","231,022.59","6,498.17","86,473.73"
6/30/2022,6 Months,"492,829.98","219,975.00","4,351.71",,"-1,639.02","-4,498.55","711,019.12","-483,663.02","-80,342.88","-564,005.90","11,899.19","-142,617.09",-871.57,"131,583.73",-5.73,"41,191.52","1,064,990.19","1,253,189.20","188,199.01","4,657.30","60,102.85"
3/31/2022,3 Months,"226,831.70","108,934.26","2,167.80",,"1,576.78","32,659.15","372,169.69","-262,717.72","-25,356.07","-288,073.79","3,508.83","-71,308.55",-871.57,"49,585.10","-19,086.19","21,589.74","1,064,990.19","1,151,589.65","86,599.45","1,103.79",642.00
12/31/2021,12 Months,"663,126.31","414,187.70","8,207.17",,"-22,329.03","48,968.57","1,112,160.72","-848,236.46","11,870.60","-836,365.86","5,946.71","-265,786.40",,"396,448.13","136,608.44","-7,583.75","660,170.65","1,064,990.19","404,819.54","3,833.63","83,497.85"
9/30/2021,9 Months,"478,307.10","305,598.80","6,133.44",,"-16,541.38","-39,536.56","733,961.41","-609,317.22","18,294.65","-591,022.57","7,014.70","-194,477.85",,"241,787.57","54,324.42","-3,621.93","660,170.65","853,811.97","193,641.32","2,694.97","83,340.47"
6/30/2021,6 Months,"304,455.46","200,697.05","4,008.42",,"-11,648.01","-82,257.73","415,255.20","-419,123.40","5,120.98","-414,002.41","8,521.53","-129,651.90",,"210,779.52","89,649.14","-3,090.49","660,170.65","747,982.08","87,811.43","1,046.30","53,975.30"
3/31/2021,3 Months,"155,064.39","98,972.87","1,927.45",,"-6,828.22","-21,320.78","227,815.71","-248,609.42","4,358.01","-244,251.41","8,766.59","-64,825.95",,"70,677.81","14,618.46","6,374.46","660,170.65","664,727.86","4,557.21",772.71,402.08
