Period End Date,Period Length,Total Revenue,Cost of Revenue,Gross Profit,"Selling, General and Administrative",Research and Development,Unusual Expense/Income,Total Operating Expense,Operating Income,Interest Income Net,Other Income Net,Net Income Before Taxes,Provision for Income Taxes,Net Income,Income Avail. to Common Excl. Extraord.,Income Avail. to Common Incl. Extraord.,Diluted Average Shares,Diluted EPS Excl. Extraord.,Diluted EPS Incl. Extraord.
12/31/2022,3 Months,"625,532.00","236,347.00","389,185.00","19,949.00","44,587.00",,"300,491.00","325,041.00","8,990.00",639.00,"334,670.00","38,791.00","295,904.00","295,904.00","295,904.00","25,929.00",11.41209,11.41209
9/30/2022,3 Months,"613,142.74","242,644.03","370,498.72","17,208.96","42,977.51",10.40,"302,828.93","310,313.81","6,358.40",18.65,"316,690.87","35,722.46","280,865.78","280,865.78","280,865.78","25,929.17",10.83204,10.83204
6/30/2022,3 Months,"534,140.81","218,672.81","315,467.99","13,725.39","39,649.13",11.11,"272,028.17","262,112.64","3,611.07",274.57,"265,998.28","28,818.03","237,027.32","237,027.32","237,027.32","25,929.17",9.14134,9.14134
3/31/2022,3 Months,"491,075.87","217,872.71","273,203.17","12,562.65","36,048.54",11.77,"267,297.52","223,778.35","2,796.19",257.15,"226,831.70","23,958.32","202,732.98","202,732.98","202,732.98","25,929.83",7.81852,7.81852
12/31/2021,3 Months,"438,189.31","207,510.08","230,679.23","15,639.38","32,238.39",2.51,"255,419.86","182,769.44","1,661.71",388.05,"184,819.21","18,445.70","166,232.29","166,232.29","166,232.29","25,930.38",6.41072,6.41072
9/30/2021,3 Months,"414,670.38","201,924.18","212,746.20","10,783.28","30,866.63",-1.96,"243,664.87","171,005.51","2,701.75",144.38,"173,851.64","17,372.49","156,258.29","156,258.29","156,258.29","25,930.38",6.02607,6.02607
6/30/2021,3 Months,"372,145.12","185,948.30","186,196.82","9,710.05","30,873.38",-2.79,"226,475.13","145,669.99","3,238.02",483.06,"149,391.08","14,909.36","134,358.94","134,358.94","134,358.94","25,930.38",5.18153,5.18153
3/31/2021,3 Months,"362,410.23","172,570.80","189,839.43","8,355.48","30,756.36",-0.50,"211,871.54","150,538.69","4,386.45",139.25,"155,064.39","15,325.64","139,690.49","139,690.49","139,690.49","25,930.38",5.38714,5.38714
