Datetime,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains
2023-01-17 09:30:00-05:00,17.75,17.75,17.75,17.75,17.75,0,0.0,0.0,0.0
2023-01-17 09:40:00-05:00,17.8799991607666,17.899999618530273,17.8799991607666,17.8799991607666,17.8799991607666,1056,0.0,0.0,0.0
2023-01-17 10:05:00-05:00,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,555,0.0,0.0,0.0
2023-01-17 10:10:00-05:00,17.815000534057617,17.815000534057617,17.815000534057617,17.815000534057617,17.815000534057617,218,0.0,0.0,0.0
2023-01-17 10:20:00-05:00,17.790000915527344,17.809999465942383,17.75,17.799999237060547,17.799999237060547,28383,0.0,0.0,0.0
2023-01-17 10:25:00-05:00,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,105,0.0,0.0,0.0
2023-01-17 10:30:00-05:00,17.799999237060547,17.80030059814453,17.799999237060547,17.799999237060547,17.799999237060547,7375,0.0,0.0,0.0
2023-01-17 10:35:00-05:00,17.800199508666992,18.100000381469727,17.799999237060547,18.100000381469727,18.100000381469727,31197,0.0,0.0,0.0
2023-01-17 10:40:00-05:00,17.860000610351562,17.860000610351562,17.799999237060547,17.809999465942383,17.809999465942383,6507,0.0,0.0,0.0
2023-01-17 10:45:00-05:00,17.84000015258789,17.84000015258789,17.809999465942383,17.829999923706055,17.829999923706055,4930,0.0,0.0,0.0
2023-01-17 10:50:00-05:00,17.829999923706055,17.84000015258789,17.799999237060547,17.799999237060547,17.799999237060547,3533,0.0,0.0,0.0
2023-01-17 10:55:00-05:00,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,116,0.0,0.0,0.0
2023-01-17 11:25:00-05:00,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,924,0.0,0.0,0.0
2023-01-17 11:35:00-05:00,17.80500030517578,17.80500030517578,17.80500030517578,17.80500030517578,17.80500030517578,8789,0.0,0.0,0.0
2023-01-17 11:50:00-05:00,17.81999969482422,17.81999969482422,17.809999465942383,17.81999969482422,17.81999969482422,3955,0.0,0.0,0.0
2023-01-17 12:00:00-05:00,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,786,0.0,0.0,0.0
2023-01-17 12:35:00-05:00,17.80500030517578,17.80500030517578,17.80500030517578,17.80500030517578,17.80500030517578,100,0.0,0.0,0.0
2023-01-17 12:50:00-05:00,17.80500030517578,17.809999465942383,17.80500030517578,17.80500030517578,17.80500030517578,324,0.0,0.0,0.0
2023-01-17 12:55:00-05:00,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,110,0.0,0.0,0.0
2023-01-17 13:10:00-05:00,17.806499481201172,17.806499481201172,17.80500030517578,17.80500030517578,17.80500030517578,459,0.0,0.0,0.0
2023-01-17 13:25:00-05:00,17.799999237060547,17.80500030517578,17.799999237060547,17.80500030517578,17.80500030517578,200,0.0,0.0,0.0
2023-01-17 13:30:00-05:00,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,296,0.0,0.0,0.0
2023-01-17 14:05:00-05:00,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,101,0.0,0.0,0.0
2023-01-17 14:20:00-05:00,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,104,0.0,0.0,0.0
2023-01-17 14:35:00-05:00,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,102,0.0,0.0,0.0
2023-01-17 14:50:00-05:00,17.809999465942383,17.809999465942383,17.809999465942383,17.809999465942383,17.809999465942383,200,0.0,0.0,0.0
2023-01-17 15:00:00-05:00,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,125,0.0,0.0,0.0
2023-01-17 15:20:00-05:00,17.809999465942383,17.81999969482422,17.809999465942383,17.81999969482422,17.81999969482422,466,0.0,0.0,0.0
2023-01-17 15:30:00-05:00,17.81999969482422,17.840099334716797,17.809999465942383,17.81999969482422,17.81999969482422,4125,0.0,0.0,0.0
2023-01-17 15:35:00-05:00,17.850000381469727,17.8700008392334,17.80900001525879,17.81999969482422,17.81999969482422,7289,0.0,0.0,0.0
2023-01-17 15:40:00-05:00,17.81999969482422,17.875,17.799999237060547,17.799999237060547,17.799999237060547,7802,0.0,0.0,0.0
2023-01-17 15:45:00-05:00,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,17.799999237060547,201,0.0,0.0,0.0
2023-01-17 15:50:00-05:00,17.81999969482422,17.81999969482422,17.81999969482422,17.81999969482422,17.81999969482422,200,0.0,0.0,0.0
2023-01-17 15:55:00-05:00,17.799999237060547,17.81999969482422,17.799999237060547,17.799999237060547,17.799999237060547,877,0.0,0.0,0.0
2023-01-18 09:30:00-05:00,17.899999618530273,17.899999618530273,17.899999618530273,17.899999618530273,17.899999618530273,535,0.0,0.0,0.0
2023-01-18 10:05:00-05:00,17.836599349975586,17.836599349975586,17.836599349975586,17.836599349975586,17.836599349975586,609,0.0,0.0,0.0
2023-01-18 10:15:00-05:00,17.90999984741211,17.989900588989258,17.90999984741211,17.940000534057617,17.940000534057617,5378,0.0,0.0,0.0
2023-01-18 10:20:00-05:00,17.950000762939453,17.959999084472656,17.940000534057617,17.950000762939453,17.950000762939453,3873,0.0,0.0,0.0
2023-01-18 10:25:00-05:00,17.899999618530273,17.93000030517578,17.899999618530273,17.93000030517578,17.93000030517578,4600,0.0,0.0,0.0
2023-01-18 10:30:00-05:00,17.93000030517578,17.969999313354492,17.850000381469727,17.8799991607666,17.8799991607666,5168,0.0,0.0,0.0
2023-01-18 10:35:00-05:00,17.90999984741211,17.90999984741211,17.90999984741211,17.90999984741211,17.90999984741211,200,0.0,0.0,0.0
2023-01-18 10:40:00-05:00,17.889999389648438,17.899999618530273,17.889999389648438,17.899999618530273,17.899999618530273,503,0.0,0.0,0.0
2023-01-18 10:45:00-05:00,17.90999984741211,17.90999984741211,17.90999984741211,17.90999984741211,17.90999984741211,303,0.0,0.0,0.0
2023-01-18 10:50:00-05:00,17.90999984741211,17.90999984741211,17.90999984741211,17.90999984741211,17.90999984741211,771,0.0,0.0,0.0
2023-01-18 11:05:00-05:00,17.978300094604492,17.979000091552734,17.934999465942383,17.978700637817383,17.978700637817383,3745,0.0,0.0,0.0
2023-01-18 11:15:00-05:00,17.97949981689453,17.97949981689453,17.97949981689453,17.97949981689453,17.97949981689453,255,0.0,0.0,0.0
2023-01-18 11:55:00-05:00,17.9325008392334,17.9325008392334,17.9325008392334,17.9325008392334,17.9325008392334,132,0.0,0.0,0.0
