Datetime,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2023-01-17 09:30:00-05:00,12.079999923706055,12.079999923706055,12.079999923706055,12.079999923706055,12.079999923706055,0,0.0,0.0
2023-01-17 09:45:00-05:00,12.131699562072754,12.131699562072754,12.131699562072754,12.131699562072754,12.131699562072754,335,0.0,0.0
2023-01-17 11:35:00-05:00,12.119999885559082,12.159899711608887,12.119999885559082,12.159899711608887,12.159899711608887,1194,0.0,0.0
2023-01-17 12:00:00-05:00,12.151000022888184,12.151000022888184,12.149999618530273,12.149999618530273,12.149999618530273,1741,0.0,0.0
2023-01-17 12:30:00-05:00,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,213,0.0,0.0
2023-01-17 12:40:00-05:00,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,746,0.0,0.0
2023-01-17 12:50:00-05:00,12.170000076293945,12.170000076293945,12.170000076293945,12.170000076293945,12.170000076293945,205,0.0,0.0
2023-01-17 13:05:00-05:00,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,120,0.0,0.0
2023-01-17 13:20:00-05:00,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,111,0.0,0.0
2023-01-17 13:35:00-05:00,12.170000076293945,12.170000076293945,12.170000076293945,12.170000076293945,12.170000076293945,612,0.0,0.0
2023-01-17 13:50:00-05:00,12.180000305175781,12.180000305175781,12.180000305175781,12.180000305175781,12.180000305175781,300,0.0,0.0
2023-01-17 13:55:00-05:00,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,210,0.0,0.0
2023-01-17 14:15:00-05:00,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,383,0.0,0.0
2023-01-17 14:25:00-05:00,12.153499603271484,12.153499603271484,12.149999618530273,12.149999618530273,12.149999618530273,1234,0.0,0.0
2023-01-17 14:35:00-05:00,12.151000022888184,12.151000022888184,12.149999618530273,12.149999618530273,12.149999618530273,1128,0.0,0.0
2023-01-17 14:45:00-05:00,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,1220,0.0,0.0
2023-01-17 14:50:00-05:00,12.15999984741211,12.15999984741211,12.15999984741211,12.15999984741211,12.15999984741211,201,0.0,0.0
2023-01-17 14:55:00-05:00,12.15999984741211,12.15999984741211,12.15999984741211,12.15999984741211,12.15999984741211,1709,0.0,0.0
2023-01-17 15:10:00-05:00,12.170000076293945,12.180000305175781,12.170000076293945,12.180000305175781,12.180000305175781,890,0.0,0.0
2023-01-17 15:15:00-05:00,12.079999923706055,12.079999923706055,12.079999923706055,12.079999923706055,12.079999923706055,110,0.0,0.0
2023-01-17 15:30:00-05:00,12.130000114440918,12.130000114440918,12.130000114440918,12.130000114440918,12.130000114440918,100,0.0,0.0
2023-01-17 15:50:00-05:00,12.130000114440918,12.130000114440918,12.130000114440918,12.130000114440918,12.130000114440918,444,0.0,0.0
2023-01-17 15:55:00-05:00,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,12.149999618530273,178,0.0,0.0
2023-01-18 10:25:00-05:00,11.962300300598145,11.962300300598145,11.962300300598145,11.962300300598145,11.962300300598145,0,0.0,0.0
2023-01-18 10:45:00-05:00,11.979999542236328,11.979999542236328,11.819700241088867,11.819700241088867,11.819700241088867,1928,0.0,0.0
2023-01-18 12:10:00-05:00,12.0,12.0,12.0,12.0,12.0,448,0.0,0.0
