Datetime,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2023-01-17 09:30:00-05:00,0.7099000215530396,0.7099999785423279,0.6855999827384949,0.6899999976158142,0.6899999976158142,46407,0.0,0.0
2023-01-17 09:35:00-05:00,0.6899999976158142,0.6912000179290771,0.6726999878883362,0.6726999878883362,0.6726999878883362,2964,0.0,0.0
2023-01-17 09:40:00-05:00,0.6700000166893005,0.6880000233650208,0.6601999998092651,0.6675999760627747,0.6675999760627747,22491,0.0,0.0
2023-01-17 09:45:00-05:00,0.6856880187988281,0.6880999803543091,0.6815000176429749,0.6880999803543091,0.6880999803543091,3553,0.0,0.0
2023-01-17 09:50:00-05:00,0.6930279731750488,0.6930279731750488,0.6740000247955322,0.6880000233650208,0.6880000233650208,5962,0.0,0.0
2023-01-17 09:55:00-05:00,0.6880000233650208,0.6920999884605408,0.6833000183105469,0.6850000023841858,0.6850000023841858,6286,0.0,0.0
2023-01-17 10:00:00-05:00,0.6823499798774719,0.6841999888420105,0.6800000071525574,0.6800000071525574,0.6800000071525574,4131,0.0,0.0
2023-01-17 10:05:00-05:00,0.6821500062942505,0.6990000009536743,0.6821500062942505,0.6843000054359436,0.6843000054359436,11495,0.0,0.0
2023-01-17 10:10:00-05:00,0.6801000237464905,0.7348999977111816,0.6703000068664551,0.7348999977111816,0.7348999977111816,85286,0.0,0.0
2023-01-17 10:15:00-05:00,0.6703000068664551,0.7099999785423279,0.6703000068664551,0.6898000240325928,0.6898000240325928,3187,0.0,0.0
2023-01-17 10:20:00-05:00,0.690500020980835,0.6944000124931335,0.6832500100135803,0.6898000240325928,0.6898000240325928,13476,0.0,0.0
2023-01-17 10:25:00-05:00,0.6898000240325928,0.708299994468689,0.6898000240325928,0.7013999819755554,0.7013999819755554,3440,0.0,0.0
2023-01-17 10:30:00-05:00,0.6972000002861023,0.6972000002861023,0.6872010231018066,0.6872010231018066,0.6872010231018066,8810,0.0,0.0
2023-01-17 10:35:00-05:00,0.6843000054359436,0.690500020980835,0.6843000054359436,0.6899999976158142,0.6899999976158142,4676,0.0,0.0
2023-01-17 10:40:00-05:00,0.685949981212616,0.685949981212616,0.6801999807357788,0.6822999715805054,0.6822999715805054,3945,0.0,0.0
2023-01-17 10:45:00-05:00,0.6822500228881836,0.6862990260124207,0.6703000068664551,0.6862990260124207,0.6862990260124207,8394,0.0,0.0
2023-01-17 10:50:00-05:00,0.683899998664856,0.683899998664856,0.6700999736785889,0.6700999736785889,0.6700999736785889,3358,0.0,0.0
2023-01-17 10:55:00-05:00,0.6728000044822693,0.6819000244140625,0.6700999736785889,0.6801000237464905,0.6801000237464905,11348,0.0,0.0
2023-01-17 11:00:00-05:00,0.6801000237464905,0.6818000078201294,0.6724510192871094,0.6747000217437744,0.6747000217437744,10674,0.0,0.0
2023-01-17 11:05:00-05:00,0.6791999936103821,0.6820999979972839,0.6746500134468079,0.6820999979972839,0.6820999979972839,5713,0.0,0.0
2023-01-17 11:10:00-05:00,0.680400013923645,0.6820999979972839,0.6722000241279602,0.6722000241279602,0.6722000241279602,8274,0.0,0.0
2023-01-17 11:15:00-05:00,0.6791999936103821,0.6791999936103821,0.6757000088691711,0.6757000088691711,0.6757000088691711,2722,0.0,0.0
2023-01-17 11:20:00-05:00,0.6757000088691711,0.6791999936103821,0.6722000241279602,0.6757000088691711,0.6757000088691711,6981,0.0,0.0
2023-01-17 11:25:00-05:00,0.6722000241279602,0.6728000044822693,0.6604999899864197,0.666700005531311,0.666700005531311,99801,0.0,0.0
2023-01-17 11:30:00-05:00,0.666700005531311,0.6728000044822693,0.666700005531311,0.6728000044822693,0.6728000044822693,2149,0.0,0.0
2023-01-17 11:35:00-05:00,0.6700000166893005,0.6714000105857849,0.6685000061988831,0.6712999939918518,0.6712999939918518,4713,0.0,0.0
2023-01-17 11:40:00-05:00,0.6661999821662903,0.6682999730110168,0.6661999821662903,0.6682999730110168,0.6682999730110168,12267,0.0,0.0
