Datetime,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2023-01-17 09:30:00-05:00,6.28000020980835,6.389999866485596,6.261199951171875,6.300000190734863,6.300000190734863,59454,0.0,0.0
2023-01-17 09:35:00-05:00,6.28000020980835,6.343900203704834,6.255000114440918,6.255000114440918,6.255000114440918,19231,0.0,0.0
2023-01-17 09:40:00-05:00,6.255000114440918,6.369999885559082,6.25,6.369999885559082,6.369999885559082,51116,0.0,0.0
2023-01-17 09:45:00-05:00,6.369999885559082,6.489999771118164,6.369999885559082,6.480000019073486,6.480000019073486,108275,0.0,0.0
2023-01-17 09:50:00-05:00,6.4899001121521,6.4899001121521,6.400000095367432,6.449999809265137,6.449999809265137,44064,0.0,0.0
2023-01-17 09:55:00-05:00,6.449999809265137,6.449999809265137,6.409999847412109,6.414999961853027,6.414999961853027,16772,0.0,0.0
2023-01-17 10:00:00-05:00,6.429999828338623,6.454999923706055,6.409999847412109,6.449999809265137,6.449999809265137,12382,0.0,0.0
2023-01-17 10:05:00-05:00,6.445000171661377,6.539999961853027,6.445000171661377,6.505000114440918,6.505000114440918,49961,0.0,0.0
2023-01-17 10:10:00-05:00,6.505000114440918,6.529900074005127,6.400000095367432,6.40500020980835,6.40500020980835,27024,0.0,0.0
2023-01-17 10:15:00-05:00,6.40500020980835,6.420000076293945,6.369999885559082,6.369999885559082,6.369999885559082,32920,0.0,0.0
2023-01-17 10:20:00-05:00,6.350200176239014,6.375,6.340000152587891,6.349999904632568,6.349999904632568,11840,0.0,0.0
2023-01-17 10:25:00-05:00,6.329999923706055,6.340000152587891,6.312300205230713,6.320000171661377,6.320000171661377,11048,0.0,0.0
2023-01-17 10:30:00-05:00,6.324999809265137,6.335000038146973,6.2729997634887695,6.2729997634887695,6.2729997634887695,24518,0.0,0.0
2023-01-17 10:35:00-05:00,6.269999980926514,6.309899806976318,6.260000228881836,6.260000228881836,6.260000228881836,24365,0.0,0.0
2023-01-17 10:40:00-05:00,6.269999980926514,6.340000152587891,6.269999980926514,6.326399803161621,6.326399803161621,19552,0.0,0.0
2023-01-17 10:45:00-05:00,6.329999923706055,6.340000152587891,6.320000171661377,6.335000038146973,6.335000038146973,10579,0.0,0.0
2023-01-17 10:50:00-05:00,6.340000152587891,6.391499996185303,6.340000152587891,6.377999782562256,6.377999782562256,26566,0.0,0.0
2023-01-17 10:55:00-05:00,6.369999885559082,6.389999866485596,6.355000019073486,6.389999866485596,6.389999866485596,9660,0.0,0.0
2023-01-17 11:00:00-05:00,6.389999866485596,6.389999866485596,6.34499979019165,6.360000133514404,6.360000133514404,7169,0.0,0.0
2023-01-17 11:05:00-05:00,6.349999904632568,6.3703999519348145,6.34499979019165,6.360000133514404,6.360000133514404,13733,0.0,0.0
2023-01-17 11:10:00-05:00,6.360000133514404,6.360000133514404,6.332699775695801,6.340000152587891,6.340000152587891,7033,0.0,0.0
2023-01-17 11:15:00-05:00,6.335000038146973,6.348700046539307,6.329999923706055,6.329999923706055,6.329999923706055,8749,0.0,0.0
2023-01-17 11:20:00-05:00,6.324999809265137,6.335000038146973,6.320000171661377,6.320000171661377,6.320000171661377,5814,0.0,0.0
2023-01-17 11:25:00-05:00,6.320000171661377,6.349999904632568,6.320000171661377,6.340099811553955,6.340099811553955,4387,0.0,0.0
2023-01-17 11:30:00-05:00,6.34499979019165,6.360000133514404,6.329999923706055,6.356200218200684,6.356200218200684,6648,0.0,0.0
2023-01-17 11:35:00-05:00,6.349999904632568,6.369999885559082,6.349999904632568,6.360000133514404,6.360000133514404,12188,0.0,0.0
2023-01-17 11:40:00-05:00,6.360000133514404,6.360000133514404,6.324999809265137,6.324999809265137,6.324999809265137,12180,0.0,0.0
2023-01-17 11:45:00-05:00,6.329899787902832,6.34499979019165,6.329899787902832,6.335000038146973,6.335000038146973,5105,0.0,0.0
2023-01-17 11:50:00-05:00,6.335000038146973,6.348499774932861,6.309999942779541,6.309999942779541,6.309999942779541,21048,0.0,0.0
2023-01-17 11:55:00-05:00,6.309999942779541,6.324999809265137,6.309999942779541,6.309999942779541,6.309999942779541,14774,0.0,0.0
2023-01-17 12:00:00-05:00,6.310100078582764,6.324999809265137,6.215000152587891,6.215000152587891,6.215000152587891,84812,0.0,0.0
2023-01-17 12:05:00-05:00,6.210000038146973,6.210000038146973,6.145400047302246,6.184999942779541,6.184999942779541,88428,0.0,0.0
2023-01-17 12:10:00-05:00,6.179999828338623,6.211100101470947,6.164999961853027,6.175000190734863,6.175000190734863,23748,0.0,0.0
