Period End Date,Period Length,Total Revenue,Cost of Revenue,Gross Profit,"Selling, General and Administrative",Research and Development,Unusual Expense/Income,Total Operating Expense,Operating Income,Interest Income Net,Other Income Net,Net Income Before Taxes,Provision for Income Taxes,Net Income,Income Avail. to Common Excl. Extraord.,Income Avail. to Common Incl. Extraord.,Diluted Average Shares,Diluted EPS Excl. Extraord.,Diluted EPS Incl. Extraord.
12/31/2022,3 Months,"43,108.00","37,105.00","6,003.00","3,393.00",,,"40,497.00","2,611.00",-36.00,13.00,"2,588.00",580.00,"2,000.00","1,984.00","1,984.00","1,424.00",1.39326,1.39326
9/30/2022,3 Months,"41,889.00","36,020.00","5,869.00","2,477.00",,,"38,497.00","3,392.00",330.00,375.00,"4,097.00",845.00,"3,305.00","3,278.00","3,278.00","1,457.00",2.24983,2.24983
6/30/2022,3 Months,"35,759.00","31,350.00","4,409.00","2,293.00",,,"33,643.00","2,116.00",-360.00,376.00,"2,132.00",490.00,"1,692.00","1,666.00","1,666.00","1,465.00",1.13720,1.13720
3/31/2022,3 Months,"35,979.00","31,279.00","4,700.00","2,504.00",,,"33,783.00","2,196.00",207.00,376.00,"2,779.00",-28.00,"2,938.00","1,987.00","1,987.00","1,470.00",1.35170,1.35170
12/31/2021,3 Months,"33,584.00","29,586.00","3,998.00","2,478.00",,,"32,064.00","1,520.00",308.00,409.00,"2,237.00",471.00,"1,741.00","1,696.00","1,696.00","1,471.00",1.15296,1.15296
9/30/2021,3 Months,"26,779.00","22,986.00","3,793.00","2,148.00",,,"25,134.00","1,645.00",409.00,484.00,"2,538.00",152.00,"2,420.00","2,375.00","2,375.00","1,467.00",1.61895,1.61895
6/30/2021,3 Months,"34,167.00","29,160.00","5,007.00","2,125.00",,,"31,285.00","2,882.00",383.00,485.00,"3,750.00",971.00,"2,836.00","2,790.00","2,790.00","1,468.00",1.90054,1.90054
3/31/2021,3 Months,"32,474.00","27,394.00","5,080.00","1,803.00",,,"29,197.00","3,277.00",431.00,483.00,"4,191.00","1,177.00","3,022.00","2,976.00","2,976.00","1,464.00",2.03279,2.03279
