Period End Date,Cash and Equivalents,Short Term Investments,Cash and Short Term Investments,"Accounts Receivable - Trade, Net","Total Receivables, Net",Total Inventory,Total Current Assets,"Property, Plant And Equipment - Gross","Property, Plant And Equipment - Net","Goodwill, Net","Intangibles, Net",Long Term Investments,Other Long Term Assets,Total Assets,Accounts Payable,Accrued Expenses,Notes Payable/Short Term Debt,Current Port. of LT Debt/Capital Leases,Other Current liabilities,Total Current Liabilities,Long Term Debt,Capital Lease Obligations,Total Long Term Debt,Total Debt,Other Liabilities,Total Liabilities,Common Stock,Additional Paid-In Capital,Retained Earnings,Unrealized Gain (Loss),Other Equity,Total Equity,Total Liabilities and Equity,Total Common Shares Outstanding,Full-Time Employees,Number of Common Shareholders
12/2/2022,"3,579.00","1,860.00","6,096.00","2,065.00","2,065.00",,"8,996.00",,"2,315.00","12,787.00","1,449.00",,"1,618.00","27,165.00",379.00,"1,760.00",0.00,500.00,"5,489.00","8,128.00","3,629.00",,"3,629.00","4,129.00","1,357.00","13,114.00",0.09,"9,868.00","28,319.00",-41.00,-252.09,"14,051.00","27,165.00",462.00,,
9/2/2022,"3,275.00","1,894.00","5,764.00","1,723.00","1,723.00",,"8,489.00",,"2,272.00","12,756.00","1,548.00",,"1,679.00","26,744.00",316.00,"1,462.00",0.00,500.00,"5,160.00","7,438.00","3,627.00",,"3,627.00","4,127.00","1,303.00","12,371.00",0.06,"9,548.00","27,158.00",-37.00,-187.06,"14,373.00","26,744.00",467.00,,
6/3/2022,"2,625.00","1,934.00","5,299.00","1,588.00","1,588.00",,"7,908.00",,"2,220.00","12,801.00","1,650.00",,"1,747.00","26,326.00",366.00,"1,599.00",0.00,499.00,"4,921.00","7,385.00","3,627.00",,"3,627.00","4,126.00","1,325.00","12,341.00",0.06,"9,102.00","26,022.00",-31.00,-164.06,"13,985.00","26,326.00",471.00,,
3/4/2022,"2,095.00","1,962.00","4,701.00","1,685.00","1,685.00",,"7,476.00",,"2,138.00","12,795.00","1,743.00",,"1,824.00","25,976.00",295.00,"1,315.00",0.00,499.00,"5,088.00","7,197.00","3,626.00",,"3,626.00","4,125.00","1,374.00","12,201.00",0.06,"8,750.00","24,961.00",-16.00,-161.06,"13,775.00","25,976.00",472.00,,
12/3/2021,"3,094.00","1,954.00","5,798.00","1,878.00","1,878.00",,"8,669.00",,"2,116.00","12,668.00","1,820.00",,"1,968.00","27,241.00",312.00,"1,714.00",0.00,,"4,906.00","6,932.00","4,123.00",,"4,123.00","4,123.00","1,384.00","12,444.00",0.06,"8,428.00","23,905.00",-2.00,-135.06,"14,797.00","27,241.00",475.00,,
9/3/2021,"3,907.00","1,541.00","6,164.00","1,545.00","1,545.00",,"8,619.00",,"2,081.00","11,838.00","1,557.00",,"2,049.00","26,144.00",331.00,"1,445.00",0.00,,"4,415.00","6,191.00","4,122.00",,"4,122.00","4,122.00","1,410.00","11,730.00",0.06,"8,209.00","22,750.00",2.00,-133.06,"14,414.00","26,144.00",476.00,,
6/4/2021,"3,591.00","1,518.00","5,768.00","1,477.00","1,477.00",,"8,078.00",,"2,031.00","11,859.00","1,641.00",,"1,973.00","25,582.00",312.00,"1,534.00",0.00,,"4,299.00","6,145.00","4,120.00",,"4,120.00","4,120.00","1,385.00","11,730.00",0.06,"7,877.00","21,538.00",3.00,-124.06,"13,852.00","25,582.00",477.00,,
3/5/2021,"2,750.00","1,511.00","4,963.00","1,520.00","1,520.00",,"7,384.00",,"2,007.00","11,845.00","1,729.00",,"2,020.00","24,985.00",254.00,"1,237.00",0.00,,"4,315.00","5,806.00","4,119.00",,"4,119.00","4,119.00","1,433.00","11,439.00",0.06,"7,617.00","20,521.00",3.00,-144.06,"13,546.00","24,985.00",479.00,,
