Period End Date,Period Length,Total Revenue,Cost of Revenue,Gross Profit,"Selling, General and Administrative",Research and Development,Unusual Expense/Income,Total Operating Expense,Operating Income,Interest Income Net,Other Income Net,Net Income Before Taxes,Provision for Income Taxes,Net Income,Income Avail. to Common Excl. Extraord.,Income Avail. to Common Incl. Extraord.,Diluted Average Shares,Diluted EPS Excl. Extraord.,Diluted EPS Incl. Extraord.
TTM,12 Months,"17,606.00","2,165.00","15,441.00","6,187.00","2,987.00",,"11,508.00","6,098.00",-131.00,41.00,"6,008.00","1,252.00","4,756.00","4,756.00","4,756.00",471.00,10.09612,10.09612
12/2/2022,52 Weeks,"17,606.00","2,165.00","15,441.00","5,949.00","2,987.00",238.00,"11,508.00","6,098.00",-91.00,1.00,"6,008.00","1,252.00","4,756.00","4,756.00","4,756.00",471.00,10.09766,10.09766
12/3/2021,53 Weeks,"15,785.00","1,865.00","13,920.00","5,194.00","2,540.00",212.00,"9,983.00","5,802.00",-97.00,,"5,705.00",883.00,"4,822.00","4,822.00","4,822.00",481.00,10.02495,10.02495
11/27/2020,52 Weeks,"12,868.00","1,722.00","11,146.00","4,373.00","2,188.00",186.00,"8,631.00","4,237.00",-61.00,,"4,176.00","-1,084.00","5,260.00","5,260.00","5,260.00",485.00,10.84536,10.84536
11/29/2019,52 Weeks,"11,171.30","1,672.72","9,498.58","3,954.08","1,930.23",170.90,"7,903.18","3,268.12",-83.73,20.35,"3,204.74",250.33,"2,951.46","2,954.41","2,951.46",491.57,6.01013,6.00412
11/30/2018,52 Weeks,"9,030.01","1,195.00","7,835.01","3,365.73","1,537.81",,"6,189.64","2,840.37",-86.40,39.91,"2,793.88",17.10,"2,590.77","2,776.77","2,590.77",497.84,5.57761,5.20400
12/1/2017,52 Weeks,"7,301.51","1,010.49","6,291.01","2,822.30","1,224.06",,"5,133.41","2,168.09",-54.19,23.74,"2,137.64",443.69,"1,693.95","1,693.95","1,693.95",501.12,3.38032,3.38032
12/2/2016,53 Weeks,"5,854.43",819.91,"5,034.52","2,487.91",975.99,-1.51,"4,360.83","1,493.60",-96.52,38.06,"1,435.14",266.36,"1,168.78","1,168.78","1,168.78",504.30,2.31764,2.31764
