Period End Date,Period Length,Total Revenue,Cost of Revenue,Gross Profit,"Selling, General and Administrative",Research and Development,Unusual Expense/Income,Total Operating Expense,Operating Income,Interest Income Net,Other Income Net,Net Income Before Taxes,Provision for Income Taxes,Net Income,Income Avail. to Common Excl. Extraord.,Income Avail. to Common Incl. Extraord.,Diluted Average Shares,Diluted EPS Excl. Extraord.,Diluted EPS Incl. Extraord.
12/2/2022,13 Weeks,"4,525.00",568.00,"3,957.00","1,637.00",773.00,,"3,020.00","1,505.00",-24.00,36.00,"1,517.00",341.00,"1,176.00","1,176.00","1,176.00",467.00,2.51820,2.51820
9/2/2022,13 Weeks,"4,433.00",546.00,"3,887.00","1,585.00",775.00,,"2,949.00","1,484.00",-34.00,6.00,"1,456.00",320.00,"1,136.00","1,136.00","1,136.00",469.00,2.42217,2.42217
6/3/2022,13 Weeks,"4,386.00",539.00,"3,847.00","1,538.00",738.00,,"2,857.00","1,529.00",-36.00,-1.00,"1,492.00",314.00,"1,178.00","1,178.00","1,178.00",473.00,2.49049,2.49049
3/4/2022,13 Weeks,"4,262.00",512.00,"3,750.00","1,427.00",701.00,,"2,682.00","1,580.00",-37.00,0.00,"1,543.00",277.00,"1,266.00","1,266.00","1,266.00",475.00,2.66526,2.66526
12/3/2021,13 Weeks,"4,110.00",507.00,"3,603.00","1,405.00",657.00,,"2,609.00","1,501.00",-32.00,-1.00,"1,468.00",235.00,"1,233.00","1,233.00","1,233.00",481.00,2.56341,2.56341
9/3/2021,13 Weeks,"3,935.00",467.00,"3,468.00","1,333.00",651.00,,"2,494.00","1,441.00",-20.00,-3.00,"1,418.00",206.00,"1,212.00","1,212.00","1,212.00",481.00,2.51975,2.51975
6/4/2021,13 Weeks,"3,835.00",444.00,"3,391.00","1,329.00",612.00,,"2,429.00","1,406.00",-20.00,0.00,"1,386.00",270.00,"1,116.00","1,116.00","1,116.00",481.00,2.32017,2.32017
3/5/2021,14 Weeks,"3,905.00",447.00,"3,458.00","1,339.00",620.00,,"2,451.00","1,454.00",-25.00,4.00,"1,433.00",172.00,"1,261.00","1,261.00","1,261.00",483.00,2.61077,2.61077
