Period End Date,Period Length,Total Revenue,Cost of Revenue,Gross Profit,"Selling, General and Administrative",Research and Development,Unusual Expense/Income,Total Operating Expense,Operating Income,Interest Income Net,Other Income Net,Net Income Before Taxes,Provision for Income Taxes,Net Income,Income Avail. to Common Excl. Extraord.,Income Avail. to Common Incl. Extraord.,Diluted Average Shares,Diluted EPS Excl. Extraord.,Diluted EPS Incl. Extraord.
TTM,12 Months,"156,735.00","135,754.00","20,981.00","10,667.00",,,"146,420.00","10,315.00",141.00,"1,140.00","11,596.00","1,887.00","9,935.00","8,915.00","8,915.00","1,454.00",6.13199,6.13199
12/31/2022,12 Months,"156,735.00","135,754.00","20,981.00","10,667.00","9,800.00",,"146,420.00","10,315.00",-230.00,"1,512.00","11,597.00","1,888.00","9,935.00","8,915.00","8,915.00","1,454.00",6.13136,6.13136
12/31/2021,12 Months,"127,004.00","105,726.00","21,278.00","7,354.00","7,900.00","4,600.00","117,680.00","9,324.00","1,483.00","1,909.00","12,716.00","2,771.00","10,019.00","9,837.00","9,837.00","1,468.00",6.70095,6.70095
12/31/2020,12 Months,"122,485.00","107,313.00","15,172.00","5,638.00","6,200.00","2,900.00","115,851.00","6,634.00",366.00,"1,095.00","8,095.00","1,774.00","6,427.00","6,247.00","6,247.00","1,442.00",4.33218,4.33218
12/31/2019,12 Months,"137,237.00","123,265.00","13,972.00","8,491.00","6,800.00",,"131,756.00","5,481.00","1,158.00",797.00,"7,436.00",769.00,"6,732.00","6,581.00","6,581.00","1,439.00",4.57331,4.57331
12/31/2018,12 Months,"147,049.00","132,954.00","14,095.00","9,650.00","7,800.00",,"142,604.00","4,445.00","4,104.00",,"8,549.00",674.00,"8,014.00","7,786.00","7,916.00","1,431.00",5.44095,5.53180
12/31/2017,12 Months,"145,588.00","127,357.00","18,231.00","9,570.00","7,300.00",,"136,927.00","8,661.00","3,202.00",,"11,863.00","4,233.00","-3,864.00","7,632.00","-3,880.00","1,465.00",5.20956,-2.64846
12/31/2016,12 Months,"149,184.00","130,153.00","19,031.00","10,345.00","6,600.00",,"140,498.00","8,686.00","3,322.00",,"12,008.00","2,739.00","9,427.00","9,428.00","9,427.00","1,570.00",6.00510,6.00446
