Period End Date,Period Length,Net Income,Depreciation/Depletion,Amortization,Deferred Taxes,Non-Cash Items,Changes in Working Capital,Cash from Operating Activities,Capital Expenditures,Other Investing Cash Flow Items,Cash from Investing Activities,Financing Cash Flow Items,Total Cash Dividends Paid,Issuance (Retirement) of Stock,Issuance (Retirement) of Debt,Cash from Financing Activities,Foreign Exchange Effects,Net Cash - Beginning Balance,Net Cash - Ending Balance,Net Change in Cash,Cash Interest Paid,Cash Taxes Paid
TTM,12 Months,"9,708.00","11,290.00",,425.00,"-1,614.00","-3,766.00","16,043.00","-21,187.00","3,305.00","-17,882.00","-1,179.00",-397.00,"-4,621.00","6,580.00",383.00,-138.00,,,"-1,594.00",,
12/31/2022,12 Months,"9,708.00","11,290.00",,425.00,"-1,614.00","-3,766.00","16,043.00","-21,187.00","3,305.00","-17,882.00","-1,179.00",-397.00,"-4,621.00","6,580.00",383.00,-138.00,"23,542.00","21,948.00","-1,594.00","-3,606.00","1,191.00"
12/31/2021,12 Months,"9,945.00","12,051.00",,"2,214.00","-2,977.00","-6,045.00","15,188.00","-22,111.00","5,756.00","-16,355.00",-212.00,-186.00,"1,736.00",406.00,"1,744.00",-152.00,"23,117.00","23,542.00",425.00,"3,403.00",652.00
12/31/2020,12 Months,"6,321.00","12,815.00",,925.00,-889.00,"-2,502.00","16,670.00","-20,533.00","-1,293.00","-21,826.00",-412.00,-669.00,492.00,"6,141.00","5,552.00",-222.00,"22,943.00","23,117.00",174.00,"3,958.00",719.00
12/31/2019,12 Months,"6,667.00","14,118.00",,-133.00,-969.00,"-4,662.00","15,021.00","-23,996.00","13,097.00","-10,899.00",-253.00,"-2,350.00",457.00,"-2,531.00","-4,677.00",2.00,"23,496.00","22,943.00",-553.00,"4,214.00",689.00
12/31/2018,12 Months,"8,075.00","13,669.00",,-112.00,"-3,322.00","-3,054.00","15,256.00","-25,497.00","4,734.00","-20,763.00",-640.00,"-2,242.00","2,672.00","11,664.00","11,454.00",-299.00,"17,848.00","23,496.00","5,648.00","3,597.00",660.00
12/31/2017,12 Months,330.00,"12,261.00",,"10,880.00","-2,660.00","-3,483.00","17,328.00","-27,633.00",61.00,"-27,572.00",-131.00,"-2,233.00","-3,507.00","18,455.00","12,584.00",348.00,"15,160.00","17,848.00","2,688.00","3,072.00",656.00
12/31/2016,12 Months,"9,269.00","9,819.00",,"2,228.00","-4,395.00",-314.00,"16,607.00","-27,879.00","-7,764.00","-35,643.00",918.00,"-2,368.00","-2,500.00","21,027.00","17,077.00",-213.00,"17,332.00","15,160.00","-2,172.00","2,221.00",676.00
