Period End Date,Period Length,Total Revenue,Cost of Revenue,Gross Profit,"Selling, General and Administrative",Research and Development,Unusual Expense/Income,Total Operating Expense,Operating Income,Interest Income Net,Other Income Net,Net Income Before Taxes,Provision for Income Taxes,Net Income,Income Avail. to Common Excl. Extraord.,Income Avail. to Common Incl. Extraord.,Diluted Average Shares,Diluted EPS Excl. Extraord.,Diluted EPS Incl. Extraord.
TTM,12 Months,"46,073.00","11,010.00","35,063.00","10,109.00","8,032.00",531.00,"32,055.00","14,018.00","-3,415.00",-339.00,"10,264.00","1,467.00","8,797.00","8,797.00","8,797.00","2,747.75",3.20175,3.20175
5/31/2022,12 Months,"42,440.00","8,877.00","33,563.00","9,364.00","7,219.00","4,904.00","31,514.00","10,926.00","-3,191.00",-86.00,"7,649.00",932.00,"6,717.00","6,717.00","6,717.00","2,786.00",2.41098,2.41098
5/31/2021,12 Months,"40,479.00","7,855.00","32,624.00","8,936.00","6,527.00",569.00,"25,266.00","15,213.00","-2,687.00",473.00,"12,999.00",-747.00,"13,746.00","13,746.00","13,746.00","3,022.00",4.54864,4.54864
5/31/2020,12 Months,"39,068.00","7,938.00","31,130.00","9,275.00","6,067.00",306.00,"25,172.00","13,896.00","-1,817.00",-16.00,"12,063.00","1,928.00","10,135.00","10,135.00","10,135.00","3,294.00",3.07681,3.07681
5/31/2019,12 Months,"39,506.00","7,995.00","31,511.00","9,774.00","6,026.00",487.00,"25,971.00","13,535.00","-1,253.00",-14.00,"12,268.00","1,574.00","11,083.00","10,694.00","11,083.00","3,732.00",2.86549,2.96972
5/31/2018,12 Months,"39,383.00","8,060.00","31,323.00","9,715.00","6,084.00",640.00,"26,119.00","13,264.00","-1,031.00",191.00,"12,424.00","1,967.00","3,587.00","10,457.00","3,587.00","4,238.00",2.46744,0.84639
5/31/2017,12 Months,"37,792.00","7,452.00","30,340.00","9,257.00","6,153.00",566.00,"24,879.00","12,913.00","-1,264.00",31.00,"11,680.00","2,228.00","9,452.00","9,452.00","9,452.00","4,217.00",2.24140,2.24140
5/31/2016,12 Months,"37,047.00","7,479.00","29,568.00","9,039.00","5,787.00",500.00,"24,443.00","12,604.00","-1,155.00",-7.00,"11,442.00","2,541.00","8,901.00","8,901.00","8,901.00","4,305.00",2.06760,2.06760
