Period End Date,Period Length,Net Income,Depreciation/Depletion,Amortization,Deferred Taxes,Non-Cash Items,Changes in Working Capital,Cash from Operating Activities,Capital Expenditures,Other Investing Cash Flow Items,Cash from Investing Activities,Financing Cash Flow Items,Total Cash Dividends Paid,Issuance (Retirement) of Stock,Issuance (Retirement) of Debt,Cash from Financing Activities,Foreign Exchange Effects,Net Cash - Beginning Balance,Net Cash - Ending Balance,Net Change in Cash,Cash Interest Paid,Cash Taxes Paid
TTM,12 Months,"8,797.00","2,197.00","2,373.00","-1,178.00","3,731.00",-847.00,"15,073.00","-6,678.00","-24,145.00","-30,823.00",-179.00,"-3,432.00","-2,507.00","10,968.00","4,850.00",-225.00,,,"-11,125.00",,
5/31/2022,12 Months,"6,717.00","1,972.00","1,150.00","-1,146.00","2,833.00","-1,987.00","9,539.00","-4,511.00","15,731.00","11,220.00",-560.00,"-3,457.00","-16,859.00","-8,250.00","-29,126.00",-348.00,"30,098.00","21,383.00","-8,715.00","2,735.00","2,567.00"
5/31/2021,12 Months,"13,746.00","1,537.00","1,379.00","-2,425.00","1,990.00",-340.00,"15,887.00","-2,135.00","-10,963.00","-13,098.00",196.00,"-3,063.00","-19,814.00","12,303.00","-10,378.00",448.00,"37,239.00","30,098.00","-7,141.00","2,408.00","3,189.00"
5/31/2020,12 Months,"10,135.00","1,382.00","1,586.00",-851.00,"2,074.00","-1,187.00","13,139.00","-1,564.00","11,407.00","9,843.00",-133.00,"-3,070.00","-18,317.00","15,388.00","-6,132.00",-125.00,"20,514.00","37,239.00","16,725.00","1,972.00","3,218.00"
5/31/2019,12 Months,"11,083.00","1,230.00","1,689.00","-1,191.00","2,000.00",-260.00,"14,551.00","-1,660.00","28,217.00","26,557.00",-136.00,"-2,932.00","-34,488.00","-4,500.00","-42,056.00",-158.00,"21,620.00","20,514.00","-1,106.00","2,059.00","2,901.00"
5/31/2018,12 Months,"3,587.00","1,165.00","1,620.00",-847.00,"1,726.00","8,135.00","15,386.00","-1,736.00","-3,889.00","-5,625.00",-34.00,"-3,140.00","-9,451.00","2,643.00","-9,982.00",57.00,"21,784.00","21,620.00",-164.00,"1,910.00","1,562.00"
5/31/2017,12 Months,"9,452.00","1,000.00","1,451.00",-440.00,"1,605.00","1,058.00","14,126.00","-2,021.00","-19,473.00","-21,494.00",-258.00,"-2,631.00","-1,663.00","13,638.00","9,086.00",-86.00,"20,152.00","21,784.00","1,632.00","1,612.00","1,983.00"
5/31/2016,12 Months,"8,901.00",871.00,"1,638.00",-105.00,"1,310.00","1,070.00","13,685.00","-1,189.00","-3,965.00","-5,154.00",-85.00,"-2,541.00","-9,104.00","1,750.00","-9,980.00",-115.00,"21,716.00","20,152.00","-1,564.00","1,616.00","2,331.00"
