Period End Date,Period Length,Net Income,Depreciation/Depletion,Amortization,Deferred Taxes,Non-Cash Items,Changes in Working Capital,Cash from Operating Activities,Capital Expenditures,Other Investing Cash Flow Items,Cash from Investing Activities,Financing Cash Flow Items,Total Cash Dividends Paid,Issuance (Retirement) of Stock,Issuance (Retirement) of Debt,Cash from Financing Activities,Foreign Exchange Effects,Net Cash - Beginning Balance,Net Cash - Ending Balance,Net Change in Cash,Cash Interest Paid,Cash Taxes Paid
11/30/2022,6 Months,"3,289.00","1,138.00","1,826.00",-852.00,"1,948.00",-106.00,"7,243.00","-4,154.00","-27,940.00","-32,094.00",-56.00,"-1,723.00","-1,234.00","13,468.00","10,455.00",-174.00,"21,383.00","6,813.00","-14,570.00",,
8/31/2022,3 Months,"1,548.00",547.00,919.00,-344.00,906.00,"2,818.00","6,394.00","-1,719.00","-27,717.00","-29,436.00",-127.00,-860.00,-866.00,"14,163.00","12,310.00",-203.00,"21,383.00","10,448.00","-10,935.00",,
5/31/2022,12 Months,"6,717.00","1,972.00","1,150.00","-1,146.00","2,833.00","-1,987.00","9,539.00","-4,511.00","15,731.00","11,220.00",-560.00,"-3,457.00","-16,859.00","-8,250.00","-29,126.00",-348.00,"30,098.00","21,383.00","-8,715.00",,
2/28/2022,9 Months,"3,528.00","1,409.00",882.00,-983.00,"1,982.00","-1,264.00","5,554.00","-3,088.00","15,469.00","12,381.00",-439.00,"-2,603.00","-16,308.00","-5,750.00","-25,100.00",-251.00,"30,098.00","22,682.00","-7,416.00",,
11/30/2021,6 Months,"1,209.00",913.00,603.00,-820.00,"1,050.00","-1,246.00","1,709.00","-1,987.00","11,936.00","9,949.00",-437.00,"-1,748.00","-15,586.00","-5,750.00","-23,521.00",-297.00,"30,098.00","17,938.00","-12,160.00",,
8/31/2021,3 Months,"2,457.00",454.00,303.00,-15.00,518.00,"1,674.00","5,391.00","-1,062.00",281.00,-781.00,-414.00,-887.00,"-8,667.00","-1,500.00","-11,468.00",-181.00,"30,098.00","23,059.00","-7,039.00",,
5/31/2021,12 Months,"13,746.00","1,537.00","1,379.00","-2,425.00","1,990.00",-340.00,"15,887.00","-2,135.00","-10,963.00","-13,098.00",196.00,"-3,063.00","-19,814.00","12,303.00","-10,378.00",448.00,"37,239.00","30,098.00","-7,141.00",,
2/28/2021,9 Months,"9,714.00","1,127.00","1,037.00","-2,475.00","1,622.00",20.00,"11,045.00","-1,418.00","-7,769.00","-9,187.00",241.00,"-2,146.00","-12,640.00","-2,631.00","-17,176.00",400.00,"37,239.00","22,321.00","-14,918.00",,
