Period End Date,Cash and Equivalents,Short Term Investments,Cash and Short Term Investments,"Accounts Receivable - Trade, Net","Total Receivables, Net",Total Inventory,Total Current Assets,"Property, Plant And Equipment - Gross","Property, Plant And Equipment - Net","Goodwill, Net","Intangibles, Net",Long Term Investments,Other Long Term Assets,Total Assets,Accounts Payable,Accrued Expenses,Notes Payable/Short Term Debt,Current Port. of LT Debt/Capital Leases,Other Current liabilities,Total Current Liabilities,Long Term Debt,Capital Lease Obligations,Total Long Term Debt,Total Debt,Other Liabilities,Total Liabilities,Common Stock,Additional Paid-In Capital,Retained Earnings,Unrealized Gain (Loss),Other Equity,Total Equity,Total Liabilities and Equity,Total Common Shares Outstanding,Full-Time Employees,Number of Common Shareholders
12/31/2022,"25,134.00","18,936.00","44,070.00","15,729.00","54,449.00","14,080.00","116,476.00",,"60,037.00",,,"2,798.00","26,670.00","255,884.00","25,605.00",,"49,434.00",730.00,"21,097.00","96,866.00","88,805.00",,"88,805.00","138,969.00","25,497.00","212,642.00",42.00,"22,832.00","31,754.00",,"-9,339.00","43,242.00","255,884.00","4,139.00",,
9/30/2022,"21,548.00","18,625.00","40,173.00","14,896.00","48,798.00","15,213.00","108,088.00",,"59,084.00",575.00,,"2,956.00","28,533.00","246,919.00","27,051.00","3,434.00","15,479.00","28,571.00","15,632.00","90,167.00","84,279.00",,"84,279.00","128,329.00","28,591.00","204,794.00",42.00,"22,768.00","31,072.00",-503.00,"-9,690.00","42,125.00","246,919.00","4,138.00",,
6/30/2022,"19,516.00","17,184.00","36,700.00","15,156.00","45,872.00","13,976.00","100,469.00",,"60,695.00",595.00,,"5,496.00","28,757.00","245,755.00","23,378.00","3,073.00","15,031.00","28,788.00","16,182.00","86,452.00","85,008.00",,"85,008.00","128,827.00","28,221.00","201,586.00",42.00,"22,653.00","32,511.00",-355.00,"-9,118.00","44,169.00","245,755.00","4,138.00",,
3/31/2022,"21,013.00","20,215.00","41,228.00","13,153.00","45,928.00","14,647.00","106,142.00",,"62,171.00",617.00,,"5,506.00","28,550.00","252,986.00","23,256.00","2,956.00","14,363.00","33,923.00","15,854.00","90,352.00","87,315.00",,"87,315.00","135,601.00","28,501.00","208,001.00",42.00,"22,550.00","32,251.00",-272.00,"-8,022.00","44,985.00","252,986.00","4,137.00",,
12/31/2021,"20,540.00","29,053.00","49,593.00","11,495.00","44,038.00","12,065.00","108,996.00","31,319.00","64,837.00",619.00,,"5,445.00","25,882.00","257,035.00","22,349.00","3,454.00","15,096.00","34,596.00","15,232.00","90,727.00","87,911.00",489.00,"88,400.00","138,092.00","27,705.00","208,516.00",41.00,"22,611.00","35,769.00",-19.00,"-8,320.00","48,519.00","257,035.00","4,121.00",,
9/30/2021,"27,429.00","18,997.00","46,426.00","10,976.00","43,576.00","13,508.00","106,968.00",,"63,337.00",695.00,,"7,528.00","23,310.00","252,677.00","22,923.00","3,551.00","13,388.00","33,935.00","15,236.00","89,033.00","97,249.00",,"97,249.00","144,572.00","28,808.00","216,084.00",41.00,"22,477.00","23,894.00",58.00,"-8,303.00","36,593.00","252,677.00","4,113.00",,
6/30/2021,"22,955.00","18,081.00","41,036.00","8,883.00","43,222.00","13,593.00","101,275.00",,"64,285.00",741.00,,"7,482.00","22,913.00","248,532.00","18,593.00","3,447.00","12,859.00","33,153.00","15,422.00","83,474.00","100,905.00",,"100,905.00","146,917.00","28,586.00","213,868.00",41.00,"22,408.00","22,062.00",81.00,"-8,349.00","34,664.00","248,532.00","4,112.00",,
3/31/2021,"21,826.00","24,281.00","46,107.00","10,612.00","51,276.00","12,742.00","113,932.00",,"64,172.00",566.00,,"7,494.00","22,085.00","260,819.00","23,492.00","3,595.00","12,161.00","37,310.00","17,691.00","94,249.00","103,201.00",,"103,201.00","152,672.00","28,707.00","226,991.00",41.00,"22,240.00","21,502.00",91.00,"-8,461.00","33,828.00","260,819.00","4,109.00",,
