Period End Date,Period Length,Total Revenue,Cost of Revenue,Gross Profit,"Selling, General and Administrative",Research and Development,Unusual Expense/Income,Total Operating Expense,Operating Income,Interest Income Net,Other Income Net,Net Income Before Taxes,Provision for Income Taxes,Net Income,Income Avail. to Common Excl. Extraord.,Income Avail. to Common Incl. Extraord.,Diluted Average Shares,Diluted EPS Excl. Extraord.,Diluted EPS Incl. Extraord.
TTM,12 Months,"204,094.00","64,984.00","139,110.00","29,668.00","26,627.00",122.00,"121,401.00","82,693.00",-2.00,-103.00,"82,588.00","15,139.00","67,449.00","67,449.00","67,449.00","7,499.00",8.99454,8.99454
6/30/2022,12 Months,"198,270.00","62,650.00","135,620.00","27,725.00","24,512.00",101.00,"114,988.00","83,282.00",466.00,-32.00,"83,716.00","10,978.00","72,738.00","72,738.00","72,738.00","7,540.00",9.64695,9.64695
6/30/2021,12 Months,"168,088.00","52,232.00","115,856.00","25,224.00","20,716.00",13.00,"98,185.00","69,903.00","1,101.00",98.00,"71,102.00","9,831.00","61,271.00","61,271.00","61,271.00","7,608.00",8.05350,8.05350
6/30/2020,12 Months,"143,015.00","46,078.00","96,937.00","24,709.00","19,269.00",133.00,"90,189.00","52,826.00",250.00,-40.00,"53,036.00","8,755.00","44,281.00","44,281.00","44,281.00","7,683.00",5.76350,5.76350
6/30/2019,12 Months,"125,843.00","42,910.00","82,933.00","23,098.00","16,876.00",26.00,"82,910.00","42,933.00",812.00,-57.00,"43,688.00","4,291.00","39,240.00","39,397.00","39,240.00","7,753.00",5.08152,5.06127
6/30/2018,12 Months,"110,360.00","38,353.00","72,007.00","22,223.00","14,726.00",47.00,"75,349.00","35,011.00","1,522.00",-59.00,"36,474.00","6,203.00","16,571.00","30,271.00","16,571.00","7,794.00",3.88389,2.12612
6/30/2017,12 Months,"96,571.00","34,261.00","62,310.00","18,648.00","12,292.00","2,400.00","67,601.00","28,970.00","1,182.00",-251.00,"29,901.00","4,412.00","25,489.00","25,489.00","25,489.00","7,832.00",3.25447,3.25447
6/30/2016,12 Months,"91,154.00","32,780.00","58,374.00","19,198.00","11,988.00","1,432.00","65,398.00","25,756.00",78.00,-195.00,"25,639.00","5,100.00","20,539.00","20,539.00","20,539.00","8,013.00",2.56321,2.56321
