Period End Date,Period Length,Total Revenue,Cost of Revenue,Gross Profit,"Selling, General and Administrative",Research and Development,Unusual Expense/Income,Total Operating Expense,Operating Income,Interest Income Net,Other Income Net,Net Income Before Taxes,Provision for Income Taxes,Net Income,Income Avail. to Common Excl. Extraord.,Income Avail. to Common Incl. Extraord.,Diluted Average Shares,Diluted EPS Excl. Extraord.,Diluted EPS Incl. Extraord.
12/31/2022,3 Months,"52,747.00","17,488.00","35,259.00","8,016.00","6,844.00",4.00,"32,352.00","20,395.00",-18.00,-38.00,"20,339.00","3,914.00","16,425.00","16,425.00","16,425.00","7,473.00",2.19791,2.19791
9/30/2022,3 Months,"50,122.00","15,452.00","34,670.00","6,524.00","6,628.00",25.00,"28,629.00","21,493.00",110.00,-31.00,"21,572.00","4,016.00","17,556.00","17,556.00","17,556.00","7,485.00",2.34549,2.34549
6/30/2022,3 Months,"51,865.00","16,429.00","35,436.00","8,053.00","6,849.00",43.00,"31,374.00","20,491.00",19.00,-23.00,"20,487.00","3,747.00","16,740.00","16,740.00","16,740.00","7,504.00",2.23081,2.23081
3/31/2022,3 Months,"49,360.00","15,615.00","33,745.00","7,075.00","6,306.00",50.00,"29,046.00","20,314.00",-113.00,-11.00,"20,190.00","3,462.00","16,728.00","16,728.00","16,728.00","7,534.00",2.22033,2.22033
12/31/2021,3 Months,"51,728.00","16,960.00","34,768.00","6,763.00","5,758.00",5.00,"29,486.00","22,242.00",263.00,10.00,"22,515.00","3,750.00","18,765.00","18,765.00","18,765.00","7,555.00",2.48379,2.48379
9/30/2021,3 Months,"45,317.00","13,646.00","31,671.00","5,834.00","5,599.00",3.00,"25,082.00","20,235.00",283.00,6.00,"20,524.00",19.00,"20,505.00","20,505.00","20,505.00","7,567.00",2.70979,2.70979
6/30/2021,3 Months,"46,152.00","13,991.00","32,161.00","7,379.00","5,687.00",-5.00,"27,052.00","19,100.00",283.00,22.00,"19,405.00","2,947.00","16,458.00","16,458.00","16,458.00","7,581.00",2.17095,2.17095
3/31/2021,3 Months,"41,706.00","13,045.00","28,661.00","6,409.00","5,204.00",10.00,"24,668.00","17,038.00",192.00,6.00,"17,236.00","1,779.00","15,457.00","15,457.00","15,457.00","7,597.00",2.03462,2.03462
