Period End Date,Period Length,Total Revenue,Cost of Revenue,Gross Profit,"Selling, General and Administrative",Research and Development,Unusual Expense/Income,Total Operating Expense,Operating Income,Interest Income Net,Other Income Net,Net Income Before Taxes,Provision for Income Taxes,Net Income,Income Avail. to Common Excl. Extraord.,Income Avail. to Common Incl. Extraord.,Diluted Average Shares,Diluted EPS Excl. Extraord.,Diluted EPS Incl. Extraord.
12/31/2022,12 Weeks,"14,042.00","8,542.00","5,500.00","1,706.00","4,464.00",462.00,"15,174.00","-1,132.00",311.00,25.00,-796.00,-135.00,-664.00,-664.00,-664.00,"4,120.00",-0.16117,-0.16117
10/1/2022,13 Weeks,"15,338.00","8,803.00","6,535.00","1,744.00","4,302.00",664.00,"15,513.00",-175.00,-95.00,82.00,-188.00,"-1,207.00","1,019.00","1,019.00","1,019.00","4,125.00",0.24703,0.24703
7/2/2022,13 Weeks,"15,321.00","9,734.00","5,587.00","1,800.00","4,400.00",187.00,"16,121.00",-800.00,-101.00,-8.00,-909.00,-455.00,-454.00,-454.00,-454.00,"4,100.00",-0.11073,-0.11073
4/2/2022,14 Weeks,"18,353.00","9,109.00","9,244.00","1,752.00","4,362.00","-2,311.00","12,912.00","5,441.00","4,246.00",-26.00,"9,661.00","1,548.00","8,113.00","8,113.00","8,113.00","4,107.00",1.97541,1.97541
12/25/2021,13 Weeks,"20,528.00","9,519.00","11,009.00","1,942.00","4,049.00",29.00,"15,539.00","4,989.00",258.00,-53.00,"5,194.00",571.00,"4,623.00","4,623.00","4,623.00","4,093.00",1.12949,1.12949
9/25/2021,13 Weeks,"19,192.00","8,446.00","10,746.00","1,674.00","3,803.00",42.00,"13,965.00","5,227.00","1,600.00",31.00,"6,858.00",35.00,"6,823.00","6,823.00","6,823.00","4,086.00",1.66985,1.66985
6/26/2021,13 Weeks,"19,631.00","8,425.00","11,206.00","1,599.00","3,715.00",346.00,"14,085.00","5,546.00",203.00,-4.00,"5,745.00",684.00,"5,061.00","5,061.00","5,061.00","4,084.00",1.23923,1.23923
3/27/2021,13 Weeks,"19,673.00","8,819.00","10,854.00","1,328.00","3,623.00","2,209.00","15,979.00","3,694.00",215.00,-3.00,"3,906.00",545.00,"3,361.00","3,361.00","3,361.00","4,096.00",0.82056,0.82056
