Period End Date,Period Length,Total Revenue,Cost of Revenue,Gross Profit,"Selling, General and Administrative",Research and Development,Unusual Expense/Income,Total Operating Expense,Operating Income,Interest Income Net,Other Income Net,Net Income Before Taxes,Provision for Income Taxes,Net Income,Income Avail. to Common Excl. Extraord.,Income Avail. to Common Incl. Extraord.,Diluted Average Shares,Diluted EPS Excl. Extraord.,Diluted EPS Incl. Extraord.
TTM,12 Months,"63,054.00","36,188.00","26,866.00","7,002.00","17,528.00",-998.00,"59,720.00","3,334.00","4,361.00",73.00,"7,768.00",-249.00,"8,014.00","8,014.00","8,014.00","4,113.00",1.95054,1.95054
12/31/2022,52 Weeks,"63,054.00","36,188.00","26,866.00","6,817.00","17,528.00",-998.00,"59,720.00","3,334.00","4,361.00",73.00,"7,768.00",-249.00,"8,014.00","8,014.00","8,014.00","4,123.00",1.94373,1.94373
12/25/2021,52 Weeks,"79,024.00","35,209.00","43,815.00","6,334.00","15,190.00","2,622.00","59,564.00","19,460.00","2,276.00",-33.00,"21,703.00","1,835.00","19,868.00","19,868.00","19,868.00","4,090.00",4.85770,4.85770
12/26/2020,52 Weeks,"77,867.00","34,255.00","43,612.00","5,975.00","13,556.00",192.00,"54,183.00","23,684.00","1,547.00",-153.00,"25,078.00","4,179.00","20,899.00","20,899.00","20,899.00","4,232.00",4.93833,4.93833
12/28/2019,52 Weeks,"71,965.00","29,825.00","42,140.00","6,150.00","13,362.00",393.00,"49,930.00","22,035.00","1,533.00",490.00,"24,058.00","3,010.00","21,048.00","21,048.00","21,048.00","4,473.00",4.70557,4.70557
12/29/2018,52 Weeks,"70,848.00","27,111.00","43,737.00","6,750.00","13,543.00",-72.00,"47,532.00","23,316.00",-155.00,156.00,"23,317.00","2,564.00","21,053.00","20,753.00","21,053.00","4,701.00",4.41459,4.47841
12/30/2017,52 Weeks,"62,761.00","23,663.00","39,098.00","7,452.00","13,035.00",384.00,"44,711.00","18,050.00","2,446.00",-144.00,"20,352.00","5,351.00","9,601.00","15,001.00","9,601.00","4,835.00",3.10259,1.98573
12/31/2016,53 Weeks,"59,387.00","23,154.00","36,233.00","8,377.00","12,685.00","1,744.00","46,254.00","13,133.00",-5.00,-192.00,"12,936.00","2,620.00","10,316.00","10,316.00","10,316.00","4,875.00",2.11610,2.11610
