Period End Date,Period Length,Total Revenue,Cost of Revenue,Gross Profit,"Selling, General and Administrative",Research and Development,Unusual Expense/Income,Total Operating Expense,Operating Income,Interest Income Net,Other Income Net,Net Income Before Taxes,Provision for Income Taxes,Net Income,Income Avail. to Common Excl. Extraord.,Income Avail. to Common Incl. Extraord.,Diluted Average Shares,Diluted EPS Excl. Extraord.,Diluted EPS Incl. Extraord.
TTM,12 Months,"23,601.00","12,998.00","10,603.00","2,336.00","5,005.00",-95.00,"22,344.00","1,257.00",-88.00,15.00,"1,184.00",-122.00,"1,320.00","1,320.00","1,320.00","1,571.25",0.88495,0.88495
12/31/2022,53 Weeks,"23,601.00","12,998.00","10,603.00","2,336.00","5,005.00",-102.00,"22,337.00","1,264.00",-88.00,8.00,"1,184.00",-122.00,"1,320.00","1,320.00","1,320.00","1,571.00",0.84023,0.84023
12/25/2021,52 Weeks,"16,434.00","8,505.00","7,929.00","1,448.00","2,845.00",-5.00,"12,793.00","3,641.00",30.00,-2.00,"3,669.00",513.00,"3,162.00","3,162.00","3,162.00","1,229.00",2.57282,2.57282
12/26/2020,52 Weeks,"9,763.00","5,416.00","4,347.00",995.00,"1,983.00",54.00,"8,448.00","1,315.00",-39.00,-1.00,"1,275.00","-1,210.00","2,490.00","2,490.00","2,490.00","1,207.00",2.06379,2.06379
12/28/2019,52 Weeks,"6,731.00","3,863.00","2,868.00",750.00,"1,547.00",116.00,"6,276.00",455.00,-80.00,-3.00,372.00,44.00,341.00,328.00,341.00,"1,120.00",0.29286,0.30446
12/29/2018,52 Weeks,"6,475.00","4,028.00","2,447.00",562.00,"1,434.00",12.00,"6,036.00",439.00,-106.00,-3.00,330.00,-22.00,337.00,350.00,337.00,"1,064.00",0.32895,0.31673
12/30/2017,52 Weeks,"5,253.00","3,466.00","1,787.00",516.00,"1,196.00",-40.00,"5,138.00",115.00,-123.00,0.00,-8.00,"1,148.00",-33.00,"-1,163.00",-33.00,952.00,-1.22164,-0.03466
12/31/2016,53 Weeks,"4,272.00","3,274.00",998.00,460.00,"1,008.00",-30.00,"4,712.00",-440.00,-153.00,145.00,-448.00,39.00,-497.00,-497.00,-497.00,835.00,-0.59521,-0.59521
