Period End Date,Period Length,Total Revenue,Cost of Revenue,Gross Profit,"Selling, General and Administrative",Research and Development,Unusual Expense/Income,Total Operating Expense,Operating Income,Interest Income Net,Other Income Net,Net Income Before Taxes,Provision for Income Taxes,Net Income,Income Avail. to Common Excl. Extraord.,Income Avail. to Common Incl. Extraord.,Diluted Average Shares,Diluted EPS Excl. Extraord.,Diluted EPS Incl. Extraord.
12/31/2022,14 Weeks,"5,599.00","3,196.00","2,403.00",590.00,"1,366.00",-5.00,"5,748.00",-149.00,-19.00,32.00,-136.00,-154.00,21.00,21.00,21.00,"1,618.00",0.01298,0.01298
9/24/2022,13 Weeks,"5,565.00","3,211.00","2,354.00",557.00,"1,279.00",-8.00,"5,629.00",-64.00,-31.00,22.00,-73.00,-135.00,66.00,66.00,66.00,"1,625.00",0.04062,0.04062
6/25/2022,13 Weeks,"6,550.00","3,522.00","3,028.00",592.00,"1,300.00",-5.00,"6,025.00",525.00,-25.00,-3.00,497.00,54.00,447.00,447.00,447.00,"1,632.00",0.27390,0.27390
3/26/2022,13 Weeks,"5,887.00","3,069.00","2,818.00",597.00,"1,060.00",-77.00,"4,942.00",945.00,-13.00,-36.00,896.00,113.00,786.00,786.00,786.00,"1,410.00",0.55745,0.55745
12/25/2021,13 Weeks,"4,826.00","2,400.00","2,426.00",412.00,811.00,-28.00,"3,595.00","1,231.00",0.00,-28.00,"1,203.00",229.00,974.00,974.00,974.00,"1,223.00",0.79640,0.79640
9/25/2021,13 Weeks,"4,313.00","2,227.00","2,086.00",376.00,765.00,22.00,"3,390.00",923.00,-7.00,87.00,"1,003.00",82.00,923.00,923.00,923.00,"1,230.00",0.75041,0.75041
6/26/2021,13 Weeks,"3,850.00","2,020.00","1,830.00",341.00,659.00,-1.00,"3,019.00",831.00,-10.00,0.00,821.00,113.00,710.00,710.00,710.00,"1,232.00",0.57630,0.57630
3/27/2021,13 Weeks,"3,445.00","1,858.00","1,587.00",319.00,610.00,10.00,"2,797.00",648.00,-9.00,3.00,642.00,89.00,555.00,555.00,555.00,"1,231.00",0.45085,0.45085
