Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap(Billions),PE Ratio (TTM)
GM,General Motors Company,41.34,0.21,0.51,14224000.0,14573000.0,57.654,6.74
BP,BP p.l.c.,34.84,-0.31,-0.88,14110000.0,8321000.0,105.035,
XOM,Exxon Mobil Corporation,111.73,-0.19,-0.17,13845000.0,17395000.0,456.082,8.43
KGC,Kinross Gold Corporation,4.35,-0.03,-0.68,14050000.0,16003000.0,5.627,18.12
NOK,Nokia Oyj,4.67,-0.12,-2.51,14023000.0,19548000.0,26.41,5.7
LYFT,"Lyft, Inc.",17.35,-0.03,-0.17,13672000.0,15633000.0,6.262,
MPW,"Medical Properties Trust, Inc.",12.49,-0.3,-2.35,12652000.0,13171000.0,7.469,5.98
SHOP,Shopify Inc.,51.57,-1.36,-2.57,13554000.0,21294000.0,65.602,396.69
FTCH,Farfetch Limited,6.52,-0.46,-6.59,12423000.0,17786000.0,2.486,
PYPL,"PayPal Holdings, Inc.",82.33,-3.19,-3.73,14153000.0,14388000.0,93.859,40.56
TSN,"Tyson Foods, Inc.",61.08,-2.95,-4.61,12363000.0,2989000.0,21.856,6.85
ATVI,"Activision Blizzard, Inc.",71.58,-3.66,-4.86,13080000.0,6215000.0,56.02,33.61
CTLT,"Catalent, Inc.",67.0,10.95,19.54,11929000.0,2970000.0,12.058,27.8
KMI,"Kinder Morgan, Inc.",18.17,-0.11,-0.6,11618000.0,13942000.0,40.841,16.22
RLX,RLX Technology Inc.,2.13,-0.07,-3.18,11822000.0,14633000.0,3.297,9.68
OXY,Occidental Petroleum Corporation,61.55,0.31,0.51,11768000.0,12466000.0,55.944,5.11
COP,ConocoPhillips,107.49,-0.62,-0.57,11362000.0,5972000.0,133.94,7.73
ATCO,Atlas Corp.,15.28,0.26,1.73,11244000.0,2065000.0,4.298,7.42
C,Citigroup Inc.,50.86,-0.09,-0.18,15500000.0,18262000.0,98.508,7.15
ERIC,Telefonaktiebolaget LM Ericsson (publ),5.73,-0.18,-3.05,11717000.0,10673000.0,19.753,10.61
FCX,Freeport-McMoRan Inc.,42.95,-0.21,-0.49,11018000.0,12771000.0,61.39,17.97
TSM,Taiwan Semiconductor Manufacturing Company Limited,91.83,-2.83,-2.99,11008000.0,15212000.0,476.23,13.87
DIS,The Walt Disney Company,109.87,-0.84,-0.76,11854000.0,15672000.0,200.708,62.43
NCLH,Norwegian Cruise Line Holdings Ltd.,16.59,0.02,0.12,10837000.0,14342000.0,6.991,
U,Unity Software Inc.,36.93,-0.47,-1.26,10637000.0,12795000.0,14.884,
PCG,PG&E Corporation,15.66,0.11,0.71,10165000.0,14812000.0,33.241,18.87
NYCB,"New York Community Bancorp, Inc.",9.96,-0.12,-1.19,9564000.0,10468000.0,6.785,7.9
CSCO,"Cisco Systems, Inc.",47.57,-1.06,-2.18,13989000.0,18329000.0,195.422,17.17
UAA,"Under Armour, Inc.",12.23,-0.43,-3.4,10057000.0,7753000.0,5.178,25.48
VTRS,Viatris Inc.,12.05,-0.13,-1.07,10044000.0,9545000.0,14.613,18.26
CMCSA,Comcast Corporation,39.51,-0.46,-1.15,12099000.0,23016000.0,170.818,32.65
BEKE,KE Holdings Inc.,18.24,-0.69,-3.65,9686000.0,12966000.0,22.849,
DKNG,DraftKings Inc.,16.95,0.08,0.47,9689000.0,14179000.0,7.608,
MRO,Marathon Oil Corporation,25.79,-0.24,-0.92,9117000.0,10357000.0,16.378,4.95
GPS,"The Gap, Inc.",14.56,-0.7,-4.59,9623000.0,8218999.999999999,5.315,97.07
HBAN,Huntington Bancshares Incorporated,15.36,-0.09,-0.58,9658000.0,15187000.0,22.166,10.59
XPEV,XPeng Inc.,10.45,-0.05,-0.48,9594000.0,30933000.0,8.977,
VOD,Vodafone Group Public Limited Company,10.96,-0.01,-0.09,9324000.0,8595000.0,31.885,13.87
GGB,Gerdau S.A.,6.0,-0.08,-1.32,9228000.0,12623000.0,10.249,3.77
KEY,KeyCorp,19.78,-0.24,-1.2,8968000.0,11417000.0,18.461,10.3
BB,BlackBerry Limited,4.41,-0.05,-1.12,9388000.0,7437000.0,2.565,
MU,"Micron Technology, Inc.",59.98,-2.43,-3.89,10999000.0,15686000.0,65.449,10.45
AR,Antero Resources Corporation,26.39,-1.09,-3.97,9764000.0,5813000.0,7.921,4.23
AUY,Yamana Gold Inc.,5.69,-0.03,-0.52,9435000.0,17779000.0,5.468,21.07
EQT,EQT Corporation,29.98,-1.28,-4.09,9525000.0,6127000.0,11.004,4.8
PDD,Pinduoduo Inc.,93.81,-1.84,-1.92,8770000.0,10120000.0,118.612,33.99
AMCR,Amcor plc,11.93,-0.1,-0.83,8337000.0,7256000.0,17.764,21.69
KO,The Coca-Cola Company,60.17,0.34,0.57,11163000.0,12745000.0,260.206,26.39
PARA,Paramount Global,24.06,-0.54,-2.2,8467000.0,12517000.0,15.756,5.48
JPM,JPMorgan Chase & Co.,141.92,0.83,0.59,8147000.0,10066000.0,416.436,11.74
CLF,Cleveland-Cliffs Inc.,20.84,-0.76,-3.52,7981000.0,11815000.0,10.739,4.41
GME,GameStop Corp.,23.86,1.61,7.24,8506000.0,4950000.0,7.267,
CVS,CVS Health Corporation,85.25,-0.52,-0.61,7876000.0,7231000.0,112.016,35.97
LYG,Lloyds Banking Group plc,2.53,-0.01,-0.39,8358000.000000001,6434000.0,42.635,9.04
VFC,V.F. Corporation,28.66,-1.96,-6.4,8346000.0,6181000.0,11.136,26.54
UMC,United Microelectronics Corporation,8.1,-0.3,-3.57,8118000.0,8774000.0,20.37,7.57
TME,Tencent Music Entertainment Group,8.25,-0.17,-2.02,8093999.999999999,12271000.0,14.523,31.73
PBR-A,Petróleo Brasileiro S.A. - Petrobras,10.01,0.3,3.09,8103000.0,13079000.0,70.114,1.92
MUFG,"Mitsubishi UFJ Financial Group, Inc.",6.94,-0.26,-3.61,7932000.0,4848000.0,89.27,19.83
SQ,"Block, Inc.",82.55,-2.16,-2.55,7974000.0,11993000.0,49.371,
STOR,STORE Capital Corporation,32.21,0.0,0.0,4091999.9999999995,2895000.0,9.105,28.01
HAL,Halliburton Company,38.31,-0.26,-0.67,7742000.0,9320000.0,34.787,22.02
AVTR,"Avantor, Inc.",23.42,0.37,1.61,7729000.0,5911000.0,15.79,25.74
CTRA,Coterra Energy Inc.,23.81,-0.45,-1.85,7607000.0,9735000.0,18.773,4.32
INFY,Infosys Limited,18.82,-0.46,-2.39,7706000.0,7218000.0,78.454,26.51
RBLX,Roblox Corporation,38.99,0.45,1.17,7764000.0,14390000.0,23.426,
LAZR,"Luminar Technologies, Inc.",7.9,0.24,3.13,7754000.0,7654000.0,2.866,
YMM,Full Truck Alliance Co. Ltd.,7.25,-0.19,-2.55,7730000.0,8053000.000000001,8.036,9.42
BILI,Bilibili Inc.,23.33,-1.0,-4.11,7822000.0,11785000.0,8.933,
CSX,CSX Corporation,32.05,-0.22,-0.68,8837000.0,13493000.0,67.382,16.44
NEE,"NextEra Energy, Inc.",75.51,0.84,1.12,9102000.0,7444000.0,150.05,36.13
X,United States Steel Corporation,30.08,0.03,0.1,7304000.0,7032000.0,7.047,2.48
BTG,B2Gold Corp.,3.75,-0.04,-1.06,7763000.0,9875000.0,4.03,16.3
IBN,ICICI Bank Limited,20.64,-0.17,-0.82,5554000.0,8731000.0,74.196,19.47
KOS,Kosmos Energy Ltd.,7.16,-0.26,-3.5,7039000.0,5797000.0,3.264,7.62
BMY,Bristol-Myers Squibb Company,74.53,0.08,0.11,7073000.0,9027000.0,158.463,25.26
JBLU,JetBlue Airways Corporation,8.63,-0.1,-1.15,7013000.0,9741000.0,2.795,
JNJ,Johnson & Johnson,163.36,-1.25,-0.76,7005000.0,7074000.0,427.101,24.27
APA,APA Corporation,42.02,-0.02,-0.05,7404000.0,5899000.0,13.51,3.98
CHWRF,China Tower Corporation Limited,0.121,0.0,0.0,6884000.0,114747.0,20.641,12.1
DIDIY,DiDi Global Inc.,4.31,-0.11,-2.49,6865000.0,15133000.0,20.921,
DVN,Devon Energy Corporation,60.14,-0.71,-1.17,7330000.0,8618000.0,39.314,6.32
MRVL,"Marvell Technology, Inc.",45.03,-1.55,-3.33,7639000.0,11488000.0,38.42,
ARRY,"Array Technologies, Inc.",20.8,1.02,5.16,6568000.0,4341000.0,3.13,
GILD,"Gilead Sciences, Inc.",86.36,1.86,2.2,7387000.0,7390000.0,107.691,23.73
ZI,ZoomInfo Technologies Inc.,28.72,-0.35,-1.2,7176000.0,5178000.0,11.593,42.24
KHC,The Kraft Heinz Company,39.93,0.55,1.4,6516000.0,6628000.0,48.911,40.74
HOOD,"Robinhood Markets, Inc.",10.6,-0.14,-1.3,6512000.0,9777000.0,8.858,
HL,Hecla Mining Company,5.85,-0.09,-1.52,6981000.0,8920000.0,3.547,195.0
PR,Permian Resources Corporation,9.81,-0.38,-3.73,6506000.0,6216000.0,5.472,5.16
SLB,Schlumberger Limited,53.09,0.45,0.85,6478000.0,11065000.0,75.398,22.21
LI,Li Auto Inc.,25.02,-0.06,-0.24,6466000.0,10479000.0,24.413,2502.0
DAL,"Delta Air Lines, Inc.",39.64,0.06,0.15,6231000.0,9827000.0,25.417,19.43
RF,Regions Financial Corporation,23.69,-0.31,-1.29,6406000.0,6915000.0,22.137,10.39
M,"Macy's, Inc.",24.12,-0.34,-1.39,7006000.0,9899000.0,6.539,4.99
SBUX,Starbucks Corporation,105.02,0.72,0.69,6387000.0,6707000.0,120.622,37.11
MRK,"Merck & Co., Inc.",104.03,1.09,1.06,9053000.0,9188000.0,263.758,18.22
WBA,"Walgreens Boots Alliance, Inc.",36.28,-0.81,-2.18,6280000.0,6476000.0,31.292,7.21
SCHW,The Charles Schwab Corporation,79.86,0.84,1.06,6375000.0,8018000.000000001,149.078,22.82
CVX,Chevron Corporation,169.64,0.19,0.11,7388000.0,8231000.0,328.023,9.28
CRK,"Comstock Resources, Inc.",11.35,-0.55,-4.62,6050000.0,4273000.0,2.653,3.16
EXC,Exelon Corporation,40.96,0.06,0.15,6729000.0,7084000.0,40.704,19.88
BSX,Boston Scientific Corporation,47.66,-0.84,-1.73,5234000.0,6570000.0,68.264,113.48
COTY,Coty Inc.,10.16,-0.06,-0.59,5214000.0,5697000.0,8.637,112.89
MO,"Altria Group, Inc.",46.96,0.05,0.11,5899000.0,7915000.0,83.848,14.72
KDP,Keurig Dr Pepper Inc.,35.22,0.07,0.2,5895000.0,6920000.0,49.88,27.52
WY,Weyerhaeuser Company,34.25,-1.02,-2.89,5842000.0,3821000.0,25.098,13.54
WMT,Walmart Inc.,140.68,-1.03,-0.73,5801000.0,6300000.0,379.386,43.29
RITM,Rithm Capital Corp.,9.2,-0.26,-2.75,5791000.0,4706000.0,4.358,4.72
MCHP,Microchip Technology Incorporated,84.47,-0.87,-1.02,5768000.0,4703000.0,46.459,25.75
BILL,"Bill.com Holdings, Inc.",95.33,0.82,0.87,5722000.0,2254000.0,10.074,
KNBE,"KnowBe4, Inc.",24.89,0.0,0.0,0.0,1113000.0,5.555,191.46
BKR,Baker Hughes Company,31.66,0.29,0.92,5685000.0,7431000.0,32.072,79.15
QS,QuantumScape Corporation,9.35,0.12,1.3,5666000.0,7584000.0,4.076,
WMB,"The Williams Companies, Inc.",31.7,-0.38,-1.18,5667000.0,6554000.0,38.621,19.33
WU,The Western Union Company,14.04,-0.24,-1.68,5639000.0,4776000.0,5.422,6.62
PEP,"PepsiCo, Inc.",171.82,2.7,1.6,5638000.0,4667000.0,236.718,24.58
FLEX,Flex Ltd.,24.49,0.07,0.29,5457000.0,4682000.0,11.047,13.61
SNOW,Snowflake Inc.,158.07,-5.22,-3.2,5479000.0,5537000.0,50.835,
AA,Alcoa Corporation,52.02,-0.72,-1.37,5373000.0,5026000.0,9.206,10.12
CG,The Carlyle Group Inc.,36.31,-1.09,-2.91,5715000.0,3086000.0,13.202,7.6
TEVA,Teva Pharmaceutical Industries Limited,10.73,-0.03,-0.28,5287000.0,9554000.0,11.917,
AQN,Algonquin Power & Utilities Corp.,7.41,0.05,0.68,3287000.0,7378000.0,5.064,105.86
CHPT,"ChargePoint Holdings, Inc.",12.37,-0.12,-0.96,5471000.0,10008000.0,4.227,
FE,FirstEnergy Corp.,39.71,0.58,1.48,5273000.0,3486000.0,22.704,18.05
RTX,Raytheon Technologies Corporation,97.64,1.16,1.2,5240000.0,4476000.0,143.537,27.82
SHEL,Shell plc,57.85,-0.45,-0.77,5262000.0,4411000.0,202.682,5.06
SONO,"Sonos, Inc.",18.05,-0.86,-4.55,5217000.0,1761000.0,2.299,36.1
TTWO,"Take-Two Interactive Software, Inc.",105.56,-3.72,-3.4,5215000.0,2333000.0,17.715,63.59
CNHI,CNH Industrial N.V.,16.0,-0.11,-0.68,5355000.0,4194000.0,21.512,10.74
CPG,Crescent Point Energy Corp.,6.88,-0.06,-0.86,5185000.0,6587000.0,3.833,2.53
TMUS,"T-Mobile US, Inc.",141.97,-3.22,-2.22,6078000.0,5262000.0,176.632,115.42
RUN,Sunrun Inc.,26.49,-0.47,-1.74,5169000.0,6534000.0,5.645,82.78
ASX,"ASE Technology Holding Co., Ltd.",7.34,-0.19,-2.52,5052000.0,7121000.0,15.736,6.67
BCS,Barclays PLC,9.07,-0.07,-0.77,5089000.0,4744000.0,35.988,5.97
NLY,"Annaly Capital Management, Inc.",22.99,-0.76,-3.2,5512000.0,6599000.0,10.756,3.06
AG,First Majestic Silver Corp.,7.65,-0.03,-0.39,5023000.0,6240000.0,2.098,3825.0
JD,"JD.com, Inc.",56.73,-0.9,-1.56,5258000.0,8226000.000000001,103.069,354.56
STM,STMicroelectronics N.V.,48.33,-1.11,-2.25,5050000.0,3370000.0,44.253,11.53
