Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap(Billions),PE Ratio (TTM)
TSLA,"Tesla, Inc.",196.81,2.05,1.05,186010000.0,151732000.0,622.727,53.05
AMZN,"Amazon.com, Inc.",102.11,-0.07,-0.07,119501000.0,81484000.0,1042.0,91.17
AAPL,Apple Inc.,154.65,2.92,1.92,83103000.0,78050000.0,2447.0,26.26
F,Ford Motor Company,13.45,0.31,2.36,69716000.0,55735000.0,53.614,6.0
CCL,Carnival Corporation & plc,12.19,0.32,2.7,69411000.0,48006000.0,15.842,
NVDA,NVIDIA Corporation,221.73,10.84,5.14,66415000.00000001,46794000.0,552.551,59.46
AMD,"Advanced Micro Devices, Inc.",85.91,2.23,2.66,65174000.00000001,62334000.0,138.518,104.77
UBER,"Uber Technologies, Inc.",34.9,1.0,2.95,54889000.0,20369000.0,69.605,
AI,"C3.ai, Inc.",24.53,-3.02,-10.96,58892000.0,7411000.0,2.704,
SNAP,Snap Inc.,12.21,0.14,1.16,49630000.0,32170000.0,19.308,
MSFT,Microsoft Corporation,267.56,10.79,4.2,50841000.0,30196000.0,1992.0,29.73
INTC,Intel Corporation,29.05,0.36,1.25,50781000.0,39686000.0,120.18,14.97
LUMN,"Lumen Technologies, Inc.",4.99,-0.05,-0.99,38582000.0,24123000.0,5.163,2.49
GOOGL,Alphabet Inc.,107.64,4.74,4.61,49010000.0,32177000.0,1382.0,24.03
META,"Meta Platforms, Inc.",191.62,5.56,2.99,47081000.0,35973000.0,496.802,22.36
AMC,"AMC Entertainment Holdings, Inc.",6.18,-0.62,-9.12,46545000.0,31426000.0,3.172,
PLTR,Palantir Technologies Inc.,8.33,0.02,0.24,41916000.0,32500999.999999996,17.328,
SOFI,"SoFi Technologies, Inc.",7.38,-0.03,-0.4,40804000.0,44087000.0,5.901,
PINS,"Pinterest, Inc.",26.45,-1.44,-5.16,40105000.0,11474000.0,17.939,293.89
BAC,Bank of America Corporation,36.77,0.4,1.1,43715000.0,38767000.0,294.042,11.53
NIO,NIO Inc.,10.92,-0.01,-0.09,34889000.0,53614000.0,18.426,
APE,"AMC Entertainment Holdings, Inc.",3.11,-0.05,-1.58,33897000.0,32604999.999999996,5.638,
GOOG,Alphabet Inc.,108.04,4.57,4.42,33739000.0,25516000.0,1380.0,24.89
ABEV,Ambev S.A.,2.49,-0.01,-0.4,32400000.0,28000000.0,40.394,15.56
T,AT&T Inc.,19.25,-0.33,-1.69,35420000.0,37998000.0,137.214,7.95
BBD,Banco Bradesco S.A.,2.62,-0.04,-1.5,29848000.0,42532000.0,27.883,5.82
ITUB,Itaú Unibanco Holding S.A.,4.67,-0.2,-4.11,29248000.0,38187000.0,45.77,8.19
LCID,"Lucid Group, Inc.",11.57,-0.39,-3.26,29247000.0,34861000.0,21.154,11.02
RIVN,"Rivian Automotive, Inc.",19.91,-0.31,-1.53,28567000.0,21986000.0,17.588,
SWN,Southwestern Energy Company,5.25,0.15,2.94,27740000.0,22343000.0,5.794,2.28
CVNA,Carvana Co.,13.19,-0.24,-1.79,25308000.0,29989000.0,2.343,
SIRI,Sirius XM Holdings Inc.,5.06,0.07,1.4,25423000.0,14851000.0,19.681,17.45
NCLH,Norwegian Cruise Line Holdings Ltd.,17.48,0.89,5.36,25115000.0,13847000.0,7.366,
BP,BP p.l.c.,37.75,2.91,8.35,25088000.0,8674000.0,113.808,
NU,Nu Holdings Ltd.,4.91,0.01,0.2,24559000.0,27592000.0,23.006,
AFRM,"Affirm Holdings, Inc.",17.21,0.2,1.18,24229000.0,17665000.0,4.993,
PFE,Pfizer Inc.,43.59,-0.17,-0.39,22924000.0,22139000.0,244.684,7.97
WFC,Wells Fargo & Company,48.13,0.45,0.94,20262000.0,18514000.0,184.521,15.33
VZ,Verizon Communications Inc.,40.55,-0.73,-1.77,21475000.0,23453000.0,170.303,8.01
RIG,Transocean Ltd.,7.37,0.43,6.2,20782000.0,22480000.0,5.32,
CHGG,"Chegg, Inc.",17.43,-3.6,-17.12,20391000.0,1799000.0,2.187,11.94
OSH,"Oak Street Health, Inc.",33.68,7.72,29.74,20343000.0,2419000.0,8.181,
SHOP,Shopify Inc.,51.35,-0.22,-0.43,19385000.0,21297000.0,65.322,395.0
PTON,"Peloton Interactive, Inc.",15.76,-0.03,-0.19,20433000.0,13713000.0,5.453,
COIN,"Coinbase Global, Inc.",71.42,-3.17,-4.25,19820000.0,16610000.0,18.705,7.3
DKNG,DraftKings Inc.,17.53,0.58,3.42,19780000.0,13468000.0,7.868,
DNA,"Ginkgo Bioworks Holdings, Inc.",2.0,0.04,2.04,19641000.0,23348000.0,4.107,
PBR,Petróleo Brasileiro S.A. - Petrobras,11.05,-0.14,-1.25,20268000.0,30272000.0,72.069,2.15
PLUG,Plug Power Inc.,16.14,-0.34,-2.06,19577000.0,17539000.0,9.408,
AAL,American Airlines Group Inc.,16.96,0.04,0.24,19053000.0,27581000.0,11.035,89.26
CS,Credit Suisse Group AG,3.61,0.09,2.56,17948000.0,20503000.0,14.301,
CMCSA,Comcast Corporation,39.67,0.16,0.4,17927000.0,22748000.0,167.251,32.79
HPE,Hewlett Packard Enterprise Company,16.23,0.12,0.74,17529000.0,14113000.0,20.804,24.59
SJI,"South Jersey Industries, Inc.",36.09,-0.02,-0.06,18599000.0,2867000.0,4.42,27.14
CSCO,"Cisco Systems, Inc.",47.84,0.27,0.57,16669000.0,18195000.0,196.532,17.27
ZI,ZoomInfo Technologies Inc.,30.24,1.52,5.29,16608000.0,5181000.0,12.207,44.47
XOM,Exxon Mobil Corporation,114.92,3.19,2.86,15988000.0,17381000.0,469.103,8.67
LYFT,"Lyft, Inc.",17.93,0.58,3.34,15693000.0,14313000.0,6.472,
HBI,Hanesbrands Inc.,5.98,-0.1,-1.64,15465000.0,11500000.0,2.087,5.92
GOLD,Barrick Gold Corporation,18.5,0.15,0.82,15225000.0,18485000.0,32.676,17.29
TSM,Taiwan Semiconductor Manufacturing Company Limited,94.55,2.72,2.96,14596000.0,15295000.0,490.336,14.48
RCL,Royal Caribbean Cruises Ltd.,74.01,4.92,7.12,15039000.0,3932000.0,18.886,
NOK,Nokia Oyj,4.7,0.03,0.64,14953000.0,19252000.0,26.571,5.8
KO,The Coca-Cola Company,60.07,-0.1,-0.17,14774000.0,12865000.0,259.773,26.35
ATVI,"Activision Blizzard, Inc.",75.6,4.02,5.62,14882000.0,6391000.0,59.166,39.38
IQ,"iQIYI, Inc.",7.37,0.43,6.2,15346000.0,20989000.0,6.974,
BABA,Alibaba Group Holding Limited,105.5,0.05,0.05,15091000.0,23567000.0,279.315,144.52
ZM,"Zoom Video Communications, Inc.",84.66,7.59,9.85,14657000.0,3714000.0,22.529,36.18
BIDU,"Baidu, Inc.",160.22,17.4,12.18,14472000.0,3604000.0,55.681,
C,Citigroup Inc.,51.13,0.27,0.53,14357000.0,18294000.0,99.031,7.19
X,United States Steel Corporation,28.1,-1.98,-6.58,13863000.0,7104000.0,6.583,2.32
GRAB,Grab Holdings Limited,3.5,0.04,1.16,13877000.0,17648000.0,13.48,
PCG,PG&E Corporation,15.64,-0.02,-0.13,14441000.0,14871000.0,33.199,18.84
PYPL,"PayPal Holdings, Inc.",83.23,0.9,1.09,13195000.0,14239000.0,94.885,44.51
VALE,Vale S.A.,16.95,-0.01,-0.06,12925000.0,26123000.0,81.573,4.37
OXY,Occidental Petroleum Corporation,64.6,3.05,4.96,12889000.0,12322000.0,58.716,5.36
WBD,"Warner Bros. Discovery, Inc.",15.33,-0.07,-0.45,12936000.0,27975000.0,37.227,8.47
VFC,V.F. Corporation,28.52,-0.14,-0.49,11458000.0,6393000.0,11.082,26.41
MU,"Micron Technology, Inc.",62.13,2.15,3.58,12713000.0,15662000.0,67.795,11.24
ET,Energy Transfer LP,12.85,-0.13,-1.0,12614000.0,14212000.0,39.687,9.59
U,Unity Software Inc.,36.72,-0.21,-0.57,12591000.0,12809000.0,14.8,
LU,Lufax Holding Ltd,2.86,0.11,4.0,12587000.0,20560000.0,6.555,4.27
FCX,Freeport-McMoRan Inc.,43.69,0.74,1.72,12502000.0,12652000.0,62.447,18.36
HBAN,Huntington Bancshares Incorporated,15.57,0.21,1.37,12365000.0,15093000.0,22.469,10.74
ERIC,Telefonaktiebolaget LM Ericsson (publ),5.8,0.07,1.22,12286000.0,10770000.0,20.475,10.94
CVS,CVS Health Corporation,85.98,0.73,0.86,15199000.0,7433000.0,112.975,36.28
UMC,United Microelectronics Corporation,8.3,0.2,2.47,11922000.0,8673000.0,20.914,7.83
TEVA,Teva Pharmaceutical Industries Limited,10.89,0.16,1.49,11647000.0,9363000.0,12.095,
GM,General Motors Company,41.4,0.06,0.15,11531000.0,14628000.0,57.738,6.72
ON,ON Semiconductor Corporation,85.53,5.13,6.38,11480000.0,6168000.0,36.985,20.96
CLF,Cleveland-Cliffs Inc.,20.17,-0.67,-3.21,11248000.0,11698000.0,10.394,4.53
BEKE,KE Holdings Inc.,19.14,0.9,4.93,9318000.0,13060000.0,23.976,
FTCH,Farfetch Limited,6.5,-0.02,-0.31,11158000.0,18053000.0,2.479,
UAA,"Under Armour, Inc.",12.22,-0.01,-0.08,11039000.0,7782000.0,5.174,25.46
MPW,"Medical Properties Trust, Inc.",12.34,-0.15,-1.2,10729000.0,13146000.0,7.379,5.9
AVTR,"Avantor, Inc.",23.81,0.39,1.67,10881000.0,5874000.0,16.053,26.16
KEY,KeyCorp,20.02,0.24,1.21,10827000.0,11529000.0,18.685,10.43
AGNC,AGNC Investment Corp.,11.74,0.23,2.0,10929000.0,11628000.0,6.746,
NEE,"NextEra Energy, Inc.",76.08,0.57,0.75,10577000.0,7570000.0,151.183,36.4
DIS,The Walt Disney Company,111.63,1.76,1.6,10739000.0,15414000.0,203.923,64.16
MRO,Marathon Oil Corporation,26.87,1.08,4.19,10665000.0,10241000.0,17.064,5.16
ASX,"ASE Technology Holding Co., Ltd.",7.45,0.11,1.5,10610000.0,7073000.0,15.972,6.9
LAZR,"Luminar Technologies, Inc.",7.04,-0.86,-10.89,10640000.0,7762000.0,2.554,
MRVL,"Marvell Technology, Inc.",46.78,1.75,3.89,10538000.0,11338000.0,39.913,
CPG,Crescent Point Energy Corp.,7.23,0.35,5.09,10426000.0,6447000.0,4.016,2.68
JPM,JPMorgan Chase & Co.,143.65,1.73,1.22,10382000.0,10016000.0,421.512,11.88
ARMK,Aramark,40.89,-2.97,-6.77,10404000.0,2537000.0,10.626,54.52
CSX,CSX Corporation,32.29,0.24,0.75,10301000.0,13409000.0,67.887,16.56
HTZ,"Hertz Global Holdings, Inc.",19.0,1.32,7.47,10295000.0,2569000.0,6.345,21.35
CVX,Chevron Corporation,174.09,4.45,2.62,10215000.0,8297000.000000001,336.627,9.52
KGC,Kinross Gold Corporation,4.38,0.03,0.69,10121000.0,15437000.0,5.631,17.52
GPK,Graphic Packaging Holding Company,22.14,-1.52,-6.42,10112000.0,3183000.0,6.8,17.03
KMI,"Kinder Morgan, Inc.",18.28,0.11,0.61,9917000.0,13808000.0,41.089,16.32
SQ,"Block, Inc.",83.18,0.63,0.76,9737000.0,11513000.0,49.748,
BILI,Bilibili Inc.,23.27,-0.06,-0.26,9610000.0,11689000.0,8.91,
XPEV,XPeng Inc.,10.34,-0.11,-1.05,9568000.0,30409000.0,8.883,
RITM,Rithm Capital Corp.,9.25,0.05,0.54,9457000.0,4737000.0,4.382,4.74
PDD,Pinduoduo Inc.,94.45,0.64,0.68,9454000.0,9990000.0,119.422,33.73
SPR,"Spirit AeroSystems Holdings, Inc.",38.28,3.97,11.57,9347000.0,2111000.0,4.029,
LAC,Lithium Americas Corp.,25.89,2.43,10.36,9402000.0,2479000.0,3.495,
PARA,Paramount Global,23.35,-0.71,-2.95,9283000.0,12330000.0,15.29,5.32
ORCL,Oracle Corporation,87.74,-0.79,-0.89,8824000.0,7232000.0,236.569,27.59
SLB,Schlumberger Limited,53.89,1.05,1.99,8989000.0,10744000.0,76.534,22.55
GME,GameStop Corp.,21.22,-2.64,-11.06,9051000.0,5111000.0,6.463,
CTLT,"Catalent, Inc.",71.58,4.58,6.84,8983000.0,3096000.0,12.882,25.75
AUY,Yamana Gold Inc.,5.72,0.03,0.53,8642000.0,16244000.0,5.497,21.19
RBLX,Roblox Corporation,38.67,-0.32,-0.82,8906000.0,14235000.0,23.234,
TME,Tencent Music Entertainment Group,8.4,0.15,1.82,8767000.0,12362000.0,14.295,32.31
BMY,Bristol-Myers Squibb Company,74.52,-0.01,-0.01,8574000.0,9021000.0,158.441,25.26
VIPS,Vipshop Holdings Limited,14.6,-0.4,-2.67,8096000.0,5757000.0,8.909,16.78
WMB,"The Williams Companies, Inc.",32.11,0.41,1.29,7913000.0,6613000.0,39.121,19.58
GPS,"The Gap, Inc.",14.45,-0.11,-0.76,8439000.0,8295000.0,5.275,96.33
TAL,TAL Education Group,6.54,0.37,6.0,8291000.0,10254000.0,4.244,
