Period End Date,Period Length,Net Income,Depreciation/Depletion,Amortization,Deferred Taxes,Non-Cash Items,Changes in Working Capital,Cash from Operating Activities,Capital Expenditures,Other Investing Cash Flow Items,Cash from Investing Activities,Financing Cash Flow Items,Total Cash Dividends Paid,Issuance (Retirement) of Stock,Issuance (Retirement) of Debt,Cash from Financing Activities,Foreign Exchange Effects,Net Cash - Beginning Balance,Net Cash - Ending Balance,Net Change in Cash,Cash Interest Paid,Cash Taxes Paid
TTM,12 Months,"8,749.00",925.00,54.00,-191.00,286.00,"-1,103.00","8,720.00","-2,797.00",-786.00,"-3,583.00",-41.00,"-4,297.00","-3,374.00",994.00,"-6,718.00",,,,"-1,581.00",,
12/31/2022,12 Months,"8,749.00",925.00,54.00,-191.00,286.00,"-1,103.00","8,720.00","-2,797.00",-786.00,"-3,583.00",-41.00,"-4,297.00","-3,374.00",994.00,"-6,718.00",,"4,631.00","3,050.00","-1,581.00",,
12/31/2021,12 Months,"7,769.00",755.00,199.00,15.00,173.00,-155.00,"8,756.00","-2,462.00","-1,633.00","-4,095.00",-46.00,"-3,886.00",-150.00,945.00,"-3,137.00",,"3,107.00","4,631.00","1,524.00",,"1,200.00"
12/31/2020,12 Months,"5,595.00",733.00,259.00,-137.00,220.00,-531.00,"6,139.00",-649.00,-273.00,-922.00,-36.00,"-3,426.00","-2,083.00",998.00,"-4,547.00",,"2,437.00","3,107.00",670.00,,720.00
12/31/2019,12 Months,"5,017.00",708.00,342.00,81.00,194.00,307.00,"6,649.00",-847.00,"-1,073.00","-1,920.00",-42.00,"-3,008.00","-2,421.00",741.00,"-4,730.00",,"2,438.00","2,437.00",-1.00,,570.00
12/31/2018,12 Months,"5,580.00",590.00,364.00,-105.00,229.00,531.00,"7,189.00","-1,131.00","1,053.00",-78.00,-47.00,"-2,555.00","-4,727.00","1,000.00","-6,329.00",,"1,656.00","2,438.00",782.00,,-705.00
12/31/2017,12 Months,"3,682.00",539.00,365.00,112.00,242.00,423.00,"5,363.00",-695.00,-432.00,"-1,127.00",-31.00,"-2,104.00","-2,073.00",474.00,"-3,734.00",,"1,154.00","1,656.00",502.00,,"1,800.00"
12/31/2016,12 Months,"3,595.00",605.00,350.00,-202.00,212.00,54.00,"4,614.00",-531.00,-119.00,-650.00,-3.00,"-1,646.00","-1,660.00",-501.00,"-3,810.00",,"1,000.00","1,154.00",154.00,,"1,150.00"
