Period End Date,Cash and Equivalents,Short Term Investments,Cash and Short Term Investments,"Accounts Receivable - Trade, Net","Total Receivables, Net",Total Inventory,Total Current Assets,"Property, Plant And Equipment - Gross","Property, Plant And Equipment - Net","Goodwill, Net","Intangibles, Net",Long Term Investments,Other Long Term Assets,Total Assets,Accounts Payable,Accrued Expenses,Notes Payable/Short Term Debt,Current Port. of LT Debt/Capital Leases,Other Current liabilities,Total Current Liabilities,Long Term Debt,Capital Lease Obligations,Total Long Term Debt,Total Debt,Other Liabilities,Total Liabilities,Common Stock,Additional Paid-In Capital,Retained Earnings,Unrealized Gain (Loss),Other Equity,Total Equity,Total Liabilities and Equity,Total Common Shares Outstanding,Full-Time Employees,Number of Common Shareholders
12/31/2022,"3,050.00","6,017.00","9,067.00","1,895.00","1,895.00","2,757.00","14,021.00","9,950.00","6,876.00","4,362.00",152.00,,"1,796.00","27,207.00",851.00,"1,445.00",,500.00,189.00,"2,985.00","8,235.00",,"8,235.00","8,735.00","1,344.00","12,630.00","1,741.00","2,951.00","50,353.00",,-254.00,"14,577.00","27,207.00",906.00,,
12/31/2021,"3,826.00","5,108.00","9,739.00","1,701.00","1,701.00","1,910.00","13,685.00","8,323.00","5,606.00","4,362.00",85.00,42.00,896.00,"24,676.00",653.00,"1,295.00",0.00,500.00,121.00,"2,569.00","7,241.00",,"7,241.00","7,741.00","1,446.00","11,343.00","1,741.00","2,630.00","45,919.00",,-157.00,"13,333.00","24,676.00",924.00,"31,000","12,151"
12/31/2020,"2,482.00","3,461.00","6,568.00","1,414.00","1,414.00","1,955.00","10,239.00","6,100.00","3,588.00","4,362.00",274.00,76.00,812.00,"19,351.00",415.00,"1,291.00",0.00,550.00,134.00,"2,390.00","6,248.00",,"6,248.00","6,798.00","1,436.00","10,164.00","1,741.00","2,333.00","42,051.00",,-360.00,"9,187.00","19,351.00",919.35,"30,000","12,624"
12/31/2019,"2,437.00","2,950.00","5,387.00","1,074.00","1,074.00","2,001.00","8,761.00","6,077.00","3,640.00","4,362.00",409.00,324.00,522.00,"18,018.00",388.00,"1,189.00",0.00,500.00,46.00,"2,123.00","5,303.00",,"5,303.00","5,803.00","1,607.00","9,111.00","1,741.00","2,110.00","39,898.00",,-347.00,"8,907.00","18,018.00",932.03,"29,768","13,098"
12/31/2018,"2,438.00","1,795.00","4,233.00","1,207.00","1,207.00","2,217.00","8,097.00","5,425.00","3,183.00","4,362.00",717.00,272.00,506.00,"17,137.00",478.00,"1,144.00",0.00,749.00,103.00,"2,474.00","4,319.00",,"4,319.00","5,068.00","1,308.00","8,143.00","1,741.00","1,950.00","37,906.00",,-473.00,"8,994.00","17,137.00",945.15,"29,888","13,825"
12/31/2017,"1,656.00","2,813.00","4,469.00","1,278.00","1,278.00","1,957.00","8,734.00","4,789.00","2,664.00","4,362.00","1,056.00",294.00,532.00,"17,642.00",466.00,"1,164.00",0.00,500.00,128.00,"2,258.00","3,577.00",,"3,577.00","4,077.00","1,392.00","7,305.00","1,741.00","1,776.00","34,662.00",,-384.00,"10,337.00","17,642.00",983.16,"29,714","14,260"
12/31/2016,"1,154.00","2,336.00","3,490.00","1,267.00","1,267.00","1,790.00","7,457.00","4,923.00","2,512.00","4,362.00","1,316.00",260.00,524.00,"16,431.00",396.00,"1,154.00",0.00,631.00,83.00,"2,264.00","2,978.00",,"2,978.00","3,609.00",683.00,"5,958.00","1,741.00","1,674.00","33,107.00",,-526.00,"10,473.00","16,431.00",995.98,"29,865","14,910"
12/31/2015,"1,000.00","2,218.00","3,218.00","1,165.00","1,165.00","1,691.00","7,074.00","5,465.00","2,596.00","4,362.00","1,629.00",246.00,323.00,"16,230.00",386.00,"1,074.00",0.00,"1,000.00",95.00,"2,555.00","3,120.00",,"3,120.00","4,120.00",572.00,"6,284.00","1,741.00","1,629.00","31,176.00",,-532.00,"9,946.00","16,230.00","1,011.27","29,977","15,563"
