Period End Date,Period Length,Net Income,Depreciation/Depletion,Amortization,Deferred Taxes,Non-Cash Items,Changes in Working Capital,Cash from Operating Activities,Capital Expenditures,Other Investing Cash Flow Items,Cash from Investing Activities,Financing Cash Flow Items,Total Cash Dividends Paid,Issuance (Retirement) of Stock,Issuance (Retirement) of Debt,Cash from Financing Activities,Foreign Exchange Effects,Net Cash - Beginning Balance,Net Cash - Ending Balance,Net Change in Cash,Cash Interest Paid,Cash Taxes Paid
TTM,12 Months,"59,972.00","15,287.00",641.00,"-8,081.00","25,911.00","-2,235.00","91,495.00","-31,485.00","11,187.00","-20,298.00","-9,265.00",,"-59,296.00","-1,196.00","-69,757.00",-506.00,,,934.00,,
12/31/2022,12 Months,"59,972.00","15,287.00",641.00,"-8,081.00","25,911.00","-2,235.00","91,495.00","-31,485.00","11,187.00","-20,298.00","-9,265.00",,"-59,296.00","-1,196.00","-69,757.00",-506.00,"20,945.00","21,879.00",934.00,,"18,892.00"
12/31/2021,12 Months,"76,033.00","11,555.00",886.00,"1,808.00","2,893.00","-1,523.00","91,652.00","-24,640.00","-10,883.00","-35,523.00","-9,852.00",,"-50,274.00","-1,236.00","-61,362.00",-287.00,"26,465.00","20,945.00","-5,520.00",,"13,412.00"
12/31/2020,12 Months,"40,269.00","12,905.00",792.00,"1,390.00","7,941.00","1,827.00","65,124.00","-22,281.00","-10,492.00","-32,773.00","-2,920.00",,"-31,149.00","9,661.00","-24,408.00",24.00,"18,498.00","26,465.00","7,967.00",,"4,990.00"
12/31/2019,12 Months,"34,343.00","10,856.00",925.00,173.00,"7,404.00",819.00,"54,520.00","-23,548.00","-5,943.00","-29,491.00","-4,545.00",,"-18,396.00",-268.00,"-23,209.00",-23.00,"16,701.00","18,498.00","1,797.00",,"8,203.00"
12/31/2018,12 Months,"30,736.00","8,164.00",871.00,778.00,"2,514.00","4,908.00","47,971.00","-25,139.00","-3,365.00","-28,504.00","-4,993.00",,"-8,125.00",-61.00,"-13,179.00",-302.00,"10,715.00","16,701.00","5,986.00",69.00,"5,671.00"
12/31/2017,12 Months,"12,662.00","6,103.00",812.00,258.00,"8,010.00","9,246.00","37,091.00","-13,184.00","-18,217.00","-31,401.00","-4,166.00",,"-4,046.00",-86.00,"-8,298.00",405.00,"12,918.00","10,715.00","-2,203.00",84.00,"6,191.00"
12/31/2016,12 Months,"19,478.00","5,267.00",877.00,-38.00,"7,152.00","3,300.00","36,036.00","-10,212.00","-20,953.00","-31,165.00","-3,304.00",,"-3,693.00","-1,335.00","-8,332.00",-170.00,"16,549.00","12,918.00","-3,631.00",84.00,"1,643.00"
