Period End Date,Cash and Equivalents,Short Term Investments,Cash and Short Term Investments,"Accounts Receivable - Trade, Net","Total Receivables, Net",Total Inventory,Total Current Assets,"Property, Plant And Equipment - Gross","Property, Plant And Equipment - Net","Goodwill, Net","Intangibles, Net",Long Term Investments,Other Long Term Assets,Total Assets,Accounts Payable,Accrued Expenses,Notes Payable/Short Term Debt,Current Port. of LT Debt/Capital Leases,Other Current liabilities,Total Current Liabilities,Long Term Debt,Capital Lease Obligations,Total Long Term Debt,Total Debt,Other Liabilities,Total Liabilities,Common Stock,Additional Paid-In Capital,Retained Earnings,Unrealized Gain (Loss),Other Equity,Total Equity,Total Liabilities and Equity,Total Common Shares Outstanding,Full-Time Employees,Number of Common Shareholders
12/31/2022,"21,879.00","91,883.00","113,762.00","40,258.00","40,258.00","2,670.00","164,795.00","186,091.00","127,049.00","28,960.00","2,084.00","30,492.00","11,884.00","365,264.00","5,128.00","42,490.00",0.00,298.00,"21,384.00","69,300.00","12,857.00","1,844.00","14,701.00","14,999.00","24,605.00","109,120.00",12.85,"68,171.15","195,563.00","-3,477.00","-4,126.00","256,144.00","365,264.00","12,849.00","190,234","8,391"
12/31/2021,"20,945.00","118,704.00","139,649.00","39,304.00","40,270.00","1,170.00","188,143.00","159,971.00","110,558.00","22,956.00","1,417.00","29,549.00","6,645.00","359,268.00","6,037.00","35,213.00",0.00,113.00,"22,891.00","64,254.00","12,841.00","1,976.00","14,817.00","14,930.00","23,305.00","107,633.00",0.66,"61,773.34","191,484.00",236.00,"-1,859.00","251,635.00","359,268.00","13,242.42","156,500","6,704"
12/31/2020,"26,465.00","110,229.00","136,694.00","30,930.00","31,384.00",728.00,"174,296.00","138,673.00","96,960.00","21,175.00","1,445.00","20,703.00","5,037.00","319,616.00","5,589.00","28,208.00",0.00,"1,100.00","21,937.00","56,834.00","12,832.00","1,100.00","13,932.00","15,032.00","22,745.00","97,072.00",0.68,"58,509.32","163,401.00","1,612.00",-979.00,"222,544.00","319,616.00","13,504.44","135,301","6,343"
12/31/2019,"18,498.00","101,177.00","119,675.00","25,326.00","27,492.00",999.00,"152,578.00","115,148.00","84,587.00","20,624.00","1,979.00","13,078.00","3,063.00","275,909.00","5,561.00","19,543.00",0.00,0.00,"20,117.00","45,221.00","3,869.00",685.00,"4,554.00","4,554.00","22,991.00","74,467.00",0.69,"50,551.31","152,122.00",812.00,"-2,044.00","201,442.00","275,909.00","13,766.70","118,899","4,485"
12/31/2018,"16,701.00","92,439.00","109,140.00","20,838.00","21,193.00","1,107.00","135,676.00","82,507.00","59,719.00","17,888.00","2,220.00","13,859.00","3,430.00","232,792.00","4,378.00","14,000.00",0.00,,"16,242.00","34,620.00","3,950.00",62.00,"4,012.00","4,012.00","15,268.00","55,164.00",0.70,"45,048.30","134,885.00",-688.00,"-1,618.00","177,628.00","232,792.00","13,911.12","98,771","4,286"
12/31/2017,"3,557.00","91,156.00","101,871.00","18,336.00","18,705.00",749.00,"124,308.00","59,647.00","42,383.00","16,747.00","2,692.00","7,813.00","3,352.00","197,295.00","3,137.00","14,406.00",0.00,0.00,"6,640.00","24,183.00","3,943.00",26.00,"3,969.00","3,969.00","16,211.00","44,793.00",0.69,"40,246.31","113,247.00",233.00,"-1,225.00","152,502.00","197,295.00","13,895.66","80,110","4,263"
12/31/2016,"5,840.00","73,415.00","86,333.00","14,137.00","14,232.00",268.00,"105,408.00","47,527.00","34,234.00","16,468.00","3,307.00","5,878.00","2,202.00","167,497.00","2,041.00","10,107.00",0.00,0.00,"4,608.00","16,756.00","3,935.00",,"3,935.00","3,935.00","7,544.00","28,461.00",0.69,"36,306.31","105,131.00",-179.00,"-2,223.00","139,036.00","167,497.00","13,825.86","72,053","4,428"
12/31/2015,"9,169.00","56,517.00","73,066.00","11,556.00","13,909.00",,"90,114.00","40,146.00","29,016.00","15,869.00","3,847.00","5,183.00","3,432.00","147,461.00","1,931.00","8,293.00","2,000.00","1,225.00","5,861.00","19,310.00","1,995.00",0.00,"1,995.00","5,220.00","5,636.00","27,130.00",0.69,"32,981.31","89,223.00",-86.00,"-1,788.00","120,331.00","147,461.00","13,746.96","61,814","4,520"
