Period End Date,Period Length,Net Income,Depreciation/Depletion,Amortization,Deferred Taxes,Non-Cash Items,Changes in Working Capital,Cash from Operating Activities,Capital Expenditures,Other Investing Cash Flow Items,Cash from Investing Activities,Financing Cash Flow Items,Total Cash Dividends Paid,Issuance (Retirement) of Stock,Issuance (Retirement) of Debt,Cash from Financing Activities,Foreign Exchange Effects,Net Cash - Beginning Balance,Net Cash - Ending Balance,Net Change in Cash,Cash Interest Paid,Cash Taxes Paid
12/31/2022,12 Months,"59,972.00","15,287.00",641.00,"-8,081.00","25,911.00","-2,235.00","91,495.00","-31,485.00","11,187.00","-20,298.00","-9,265.00",,"-59,296.00","-1,196.00","-69,757.00",-506.00,"20,945.00","21,879.00",934.00,,
9/30/2022,9 Months,"46,348.00","11,222.00",505.00,"-6,157.00","18,487.00","-2,524.00","67,881.00","-23,890.00","9,819.00","-14,071.00","-7,211.00",,"-43,889.00","-1,028.00","-52,128.00",-643.00,"20,945.00","21,984.00","1,039.00",,
6/30/2022,6 Months,"32,438.00","7,289.00",392.00,"-4,237.00","11,966.00","-3,320.00","44,528.00","-16,614.00","3,376.00","-13,238.00","-5,180.00",,"-28,497.00",-354.00,"-34,031.00",-268.00,"20,945.00","17,936.00","-3,009.00",,
3/31/2022,3 Months,"16,436.00","3,591.00",191.00,"-2,090.00","6,081.00",897.00,"25,106.00","-9,786.00",735.00,"-9,051.00","-2,916.00",,"-13,300.00",2.00,"-16,214.00",100.00,"20,945.00","20,886.00",-59.00,,
12/31/2021,12 Months,"76,033.00","11,555.00",886.00,"1,808.00","2,893.00","-1,523.00","91,652.00","-24,640.00","-10,883.00","-35,523.00","-9,852.00",,"-50,274.00","-1,236.00","-61,362.00",-287.00,"26,465.00","20,945.00","-5,520.00",,
9/30/2021,9 Months,"55,391.00","8,340.00",662.00,192.00,"1,431.00",702.00,"66,718.00","-18,257.00","-6,250.00","-24,507.00","-6,929.00",,"-36,801.00","-1,121.00","-44,851.00",-106.00,"26,465.00","23,719.00","-2,746.00",,
6/30/2021,6 Months,"36,455.00","5,255.00",443.00,"1,479.00",-349.00,"-2,104.00","41,179.00","-11,438.00","-3,019.00","-14,457.00","-4,327.00",,"-24,191.00","-1,079.00","-29,597.00",40.00,"26,465.00","23,630.00","-2,835.00",,
3/31/2021,3 Months,"17,930.00","2,525.00",228.00,"1,100.00","-1,261.00","-1,233.00","19,289.00","-5,942.00",559.00,"-5,383.00","-2,174.00",,"-11,395.00",-37.00,"-13,606.00",-143.00,"26,465.00","26,622.00",157.00,,
