Period End Date,Period Length,Net Income,Depreciation/Depletion,Amortization,Deferred Taxes,Non-Cash Items,Changes in Working Capital,Cash from Operating Activities,Capital Expenditures,Other Investing Cash Flow Items,Cash from Investing Activities,Financing Cash Flow Items,Total Cash Dividends Paid,Issuance (Retirement) of Stock,Issuance (Retirement) of Debt,Cash from Financing Activities,Foreign Exchange Effects,Net Cash - Beginning Balance,Net Cash - Ending Balance,Net Change in Cash,Cash Interest Paid,Cash Taxes Paid
12/31/2022,12 Months,"-2,152.00","7,642.00",,"-1,910.00","9,888.00","-6,615.00","6,853.00","-6,866.00","2,519.00","-4,347.00",-271.00,"-2,009.00",-484.00,"5,275.00","2,511.00",-414.00,"20,737.00","25,340.00","4,603.00",,
9/30/2022,9 Months,"-3,411.00","5,669.00",,"-1,557.00","9,295.00","-4,321.00","5,675.00","-4,801.00","5,426.00",625.00,-244.00,"-1,410.00",0.00,"-2,890.00","-4,544.00",-772.00,"20,737.00","21,721.00",984.00,,
6/30/2022,6 Months,"-2,481.00","3,774.00",,"-1,160.00","7,406.00","-5,676.00","1,863.00","-3,069.00","7,211.00","4,142.00",-199.00,-807.00,,"-5,234.00","-6,240.00",-368.00,"20,737.00","20,134.00",-603.00,,
3/31/2022,3 Months,"-3,119.00","1,857.00",,"-1,053.00","5,288.00","-4,057.00","-1,084.00","-1,370.00","4,685.00","3,315.00",-156.00,-405.00,,"-1,100.00","-1,661.00",-24.00,"20,737.00","21,283.00",546.00,,
12/31/2021,12 Months,"17,910.00","7,318.00",,-563.00,"-13,345.00","4,467.00","15,787.00","-6,227.00","8,972.00","2,745.00",-105.00,-403.00,0.00,"-22,990.00","-23,498.00",-232.00,"25,935.00","20,737.00","-5,198.00",,
9/30/2021,9 Months,"5,637.00","5,478.00",,652.00,"-2,974.00","3,463.00","12,256.00","-4,455.00","9,463.00","5,008.00",-163.00,-3.00,,"-15,254.00","-15,420.00",-155.00,"25,935.00","27,624.00","1,689.00",,
6/30/2021,6 Months,"3,815.00","3,639.00",,345.00,"-2,511.00",-40.00,"5,248.00","-2,881.00","9,059.00","6,178.00",-90.00,-3.00,0.00,"-14,105.00","-14,198.00",-1.00,"25,935.00","23,162.00","-2,773.00",,
3/31/2021,3 Months,"3,262.00","2,103.00",,427.00,"-1,336.00",36.00,"4,492.00","-1,368.00",877.00,-491.00,-102.00,-3.00,,"-7,688.00","-7,793.00",-93.00,"25,935.00","22,050.00","-3,885.00",,
