Period End Date,Period Length,Net Income,Depreciation/Depletion,Amortization,Deferred Taxes,Non-Cash Items,Changes in Working Capital,Cash from Operating Activities,Capital Expenditures,Other Investing Cash Flow Items,Cash from Investing Activities,Financing Cash Flow Items,Total Cash Dividends Paid,Issuance (Retirement) of Stock,Issuance (Retirement) of Debt,Cash from Financing Activities,Foreign Exchange Effects,Net Cash - Beginning Balance,Net Cash - Ending Balance,Net Change in Cash,Cash Interest Paid,Cash Taxes Paid
TTM,12 Months,"12,587.00","3,747.00",,,"2,298.00","-3,908.00","14,724.00","-7,172.00","-4,801.00","-11,973.00",-202.00,,541.00,"-3,866.00","-3,527.00",-444.00,,,"-1,220.00",,
12/31/2022,12 Months,"12,587.00","3,747.00",,,"2,298.00","-3,908.00","14,724.00","-7,172.00","-4,801.00","-11,973.00",-202.00,,541.00,"-3,866.00","-3,527.00",-444.00,"18,144.00","16,924.00","-1,220.00",152.00,"1,203.00"
12/31/2021,12 Months,"5,644.00","2,911.00",,,"2,424.00",518.00,"11,497.00","-8,014.00",146.00,"-7,868.00",-178.00,,707.00,"-5,732.00","-5,203.00",-183.00,"19,901.00","18,144.00","-1,757.00",266.00,561.00
12/31/2020,12 Months,862.00,"2,322.00",,,"2,575.00",184.00,"5,943.00","-3,242.00",110.00,"-3,132.00",-225.00,,"12,686.00","-2,488.00","9,973.00",334.00,"6,783.00","19,901.00","13,118.00",444.00,115.00
12/31/2019,12 Months,-775.00,"2,154.00",,,"1,375.00",-349.00,"2,405.00","-1,437.00",1.00,"-1,436.00",-554.00,,"1,285.00",798.00,"1,529.00",8.00,"4,277.00","6,783.00","2,506.00",455.00,54.00
12/31/2018,12 Months,"-1,062.58","1,901.05",,,"1,201.38",57.95,"2,097.80","-2,319.52",-17.91,"-2,337.43",188.90,,295.71,89.14,573.75,-22.70,"3,964.96","4,276.39",311.43,380.84,35.41
12/31/2017,12 Months,"-2,240.58","1,636.00",,,"1,040.52",-496.60,-60.65,"-4,081.35",-114.52,"-4,195.88",547.49,,481.79,"3,385.59","4,414.86",39.73,"3,766.90","3,964.96",198.06,182.57,65.69
12/31/2016,12 Months,-773.05,947.10,,,395.98,-693.86,-123.83,"-1,440.47",359.39,"-1,081.09",160.24,,"1,865.55","1,718.19","3,743.98",-6.55,"1,234.39","3,766.90","2,532.51",38.69,16.39
