fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,report_type
2022-12-31,TWD,1610597284000,None,None,None,None,None,1088098843000,None,None,None,None,-195912487000,None,None,None,None,285225639000,285225639000,None,None,None,None,None,None,None,None,1016526072000,annual
2021-12-31,TWD,1112160700000,None,None,None,None,422394900000,849436400000,None,-55748900000,None,-836366000000,136608500000,None,None,None,None,265786400000,265786400000,None,None,None,None,None,None,None,None,663036000000,annual
2020-12-31,TWD,822666200000,None,None,None,None,331724600000,521474500000,None,-54372200000,None,-505781714000,-88615100000,None,None,None,None,259303800000,259303800000,None,None,None,None,None,None,None,None,584746300000,annual
2019-12-31,TWD,615138700000,None,None,None,None,286884200000,469752100000,0,20249800000,None,-458801647000,-269638200000,None,None,None,None,259303800000,259303800000,None,None,None,None,0,None,0,0,389862100000,annual
2018-12-31,TWD,573954300000,None,None,None,None,292546300000,322682200000,0,-29370000000,None,-314268908000,-245124800000,None,None,None,None,207443000000,207443000000,None,None,None,None,0,None,0,0,397543100000,annual
2022-12-31,TWD,486880000000,None,None,None,None,None,336800000000,None,None,None,None,-65500000000,None,None,None,None,71300000000,71300000000,None,None,None,None,None,None,None,None,295900000000,quarterly
2022-09-30,TWD,412698167000,None,None,None,None,105345666000,267635828000,None,-897783000,None,-284390325000,-130406753000,None,None,None,None,71308546000,71308546000,None,None,None,None,-871566000,None,None,None,316690867000,quarterly
2022-06-30,TWD,338849429000,None,None,None,None,113224647000,220945293000,None,-17319409000,None,-275932106000,19080454000,None,None,None,None,71308547000,71308547000,None,None,None,None,-871566000,None,None,None,265998281000,quarterly
2022-03-31,TWD,372169688000,None,None,None,None,111102063000,262717722000,None,-7016361000,None,-288074000000,-19086188000,None,None,None,None,71308546000,71308546000,None,None,None,None,-871566000,None,None,None,226831696000,quarterly
2021-12-31,TWD,378200000000,None,None,None,None,110663000000,235556000000,None,-10868569000,None,-245343000000,82283000000,None,None,None,None,71308000000,71308000000,None,None,None,None,None,None,None,None,166232000000,quarterly
