fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,report_type
2021-12-31,USD,-2622000000,33000000,None,562000000,478000000,197000000,1794000000,20000000,369000000,-4688000000,-1794000000,19828000000,None,None,None,None,None,None,None,2658000000,1226000000,None,16188000000,None,15412000000,None,-4688000000,annual
2022-09-30,USD,-1368000000,None,None,110000000,640000000,174000000,298000000,45000000,583000000,-1724000000,-298000000,6000000,None,None,None,None,None,None,None,7000000,0,None,7000000,None,-1660000000,None,-1724000000,quarterly
2022-06-30,USD,-1204000000,None,None,276000000,300000000,161000000,359000000,41000000,253000000,-1712000000,-359000000,56000000,None,None,None,None,None,None,None,57000000,0,None,57000000,None,-1507000000,None,-1712000000,quarterly
2022-03-31,USD,-1034000000,None,None,247000000,358000000,118000000,418000000,-4000000,367000000,-1593000000,-418000000,0,None,None,None,None,None,None,None,1000000,0,None,1000000,None,-1452000000,None,-1593000000,quarterly
2021-12-31,USD,-1086000000,9000000,None,285000000,290000000,113000000,455000000,None,212000000,-2461000000,-456000000,14760000000,None,None,None,None,None,None,None,4000000,-1274000000,None,13534000000,None,13218000000,None,-2461000000,quarterly
2021-09-30,USD,-685000000,None,None,None,None,49000000,469000000,None,147000000,-1233000000,-467000000,2500000000,None,None,None,None,None,None,None,1000000,None,None,None,None,-1184000000,None,-1233000000,quarterly
