Period End Date,Period Length,Net Income,Depreciation/Depletion,Amortization,Deferred Taxes,Non-Cash Items,Changes in Working Capital,Cash from Operating Activities,Capital Expenditures,Other Investing Cash Flow Items,Cash from Investing Activities,Financing Cash Flow Items,Total Cash Dividends Paid,Issuance (Retirement) of Stock,Issuance (Retirement) of Debt,Cash from Financing Activities,Foreign Exchange Effects,Net Cash - Beginning Balance,Net Cash - Ending Balance,Net Change in Cash,Cash Interest Paid,Cash Taxes Paid
12/25/2022,3 Months,"2,273.00",398.00,,-120.00,548.00,-4.00,"3,095.00",-398.00,265.00,-133.00,-286.00,-842.00,"-1,270.00","1,383.00","-1,015.00",27.00,"3,099.00","5,073.00","1,974.00",,
9/25/2022,12 Months,"12,986.00","1,762.00",,-138.00,"2,286.00","-7,800.00","9,096.00","-2,262.00","-3,542.00","-5,804.00",-796.00,"-3,212.00","-2,773.00",-415.00,"-7,196.00",-113.00,"7,116.00","3,099.00","-4,017.00",,
6/26/2022,9 Months,"10,063.00","1,272.00",,-234.00,"1,884.00","-5,335.00","7,650.00","-1,628.00","-3,886.00","-5,514.00",-779.00,"-2,371.00","-2,441.00",-413.00,"-6,004.00",-50.00,"7,116.00","3,198.00","-3,918.00",,
3/27/2022,6 Months,"6,333.00",834.00,,-403.00,"1,172.00","-3,181.00","4,755.00","-1,074.00",436.00,-638.00,-573.00,"-1,529.00","-1,942.00",0.00,"-4,044.00",-16.00,"7,116.00","7,173.00",57.00,,
12/26/2021,3 Months,"3,399.00",406.00,,272.00,368.00,"-2,388.00","2,057.00",-583.00,471.00,-112.00,-503.00,-765.00,"-1,178.00",0.00,"-2,446.00",-8.00,"7,116.00","6,607.00",-509.00,,
9/26/2021,12 Months,"9,043.00","1,582.00",,-245.00,617.00,-461.00,"10,536.00","-1,888.00","-1,468.00","-3,356.00",-772.00,"-3,008.00","-3,019.00",1.00,"-6,798.00",27.00,"6,707.00","7,116.00",409.00,,
6/27/2021,9 Months,"6,245.00","1,157.00",,-358.00,702.00,"1,713.00","9,459.00","-1,458.00","-1,948.00","-3,406.00",-735.00,"-2,240.00","-2,421.00",0.00,"-5,396.00",35.00,"6,707.00","7,399.00",692.00,,
3/28/2021,6 Months,"4,217.00",751.00,,-235.00,481.00,872.00,"6,086.00",-952.00,"-2,082.00","-3,034.00",-524.00,"-1,473.00","-1,791.00",0.00,"-3,788.00",29.00,"6,707.00","6,000.00",-707.00,,
