Period End Date,Period Length,Total Revenue,Cost of Revenue,Gross Profit,"Selling, General and Administrative",Research and Development,Unusual Expense/Income,Total Operating Expense,Operating Income,Interest Income Net,Other Income Net,Net Income Before Taxes,Provision for Income Taxes,Net Income,Income Avail. to Common Excl. Extraord.,Income Avail. to Common Incl. Extraord.,Diluted Average Shares,Diluted EPS Excl. Extraord.,Diluted EPS Incl. Extraord.
TTM,12 Months,"116,609.00","25,249.00","91,360.00","27,077.00","35,338.00",,"87,664.00","28,945.00",196.00,-322.00,"28,819.00","5,619.00","23,200.00","23,200.00","23,200.00","2,793.50",8.35755,8.35755
12/31/2022,12 Months,"116,609.00","23,754.00","92,855.00","25,681.00","33,619.00","4,611.00","87,665.00","28,944.00",195.00,-320.00,"28,819.00","7,129.00","23,200.00","21,690.00","23,200.00","2,702.00",8.02739,8.58623
12/31/2021,12 Months,"117,929.00","22,649.00","95,280.00","23,872.00","24,655.00",,"71,176.00","46,753.00",321.00,210.00,"47,284.00","7,914.00","39,370.00","39,370.00","39,370.00","2,859.00",13.77055,13.77055
12/31/2020,12 Months,"85,965.00","16,692.00","69,273.00","18,155.00","18,447.00",,"53,294.00","32,671.00",543.00,-34.00,"33,180.00","4,034.00","29,146.00","29,146.00","29,146.00","2,888.00",10.09211,10.09211
12/31/2019,12 Months,"70,697.00","12,770.00","57,927.00","15,341.00","13,600.00","5,000.00","46,711.00","23,986.00",799.00,27.00,"24,812.00","6,327.00","18,485.00","18,485.00","18,485.00","2,876.00",6.42733,6.42733
12/31/2018,12 Months,"55,838.00","9,355.00","46,483.00","11,297.00","10,273.00",,"30,925.00","24,913.00",439.00,9.00,"25,361.00","3,249.00","22,112.00","22,111.00","22,111.00","2,921.00",7.57001,7.57001
12/31/2017,12 Months,"40,653.00","5,454.00","35,199.00","7,242.00","7,754.00",,"20,450.00","20,203.00",386.00,5.00,"20,594.00","2,387.00","15,934.00","18,193.00","15,920.00","2,956.00",6.15934,5.39039
12/31/2016,12 Months,"27,638.00","3,789.00","23,849.00","5,503.00","5,919.00",,"15,211.00","12,427.00",90.00,1.00,"12,518.00","2,301.00","10,217.00","10,188.00","10,188.00","2,925.00",3.49299,3.49299
