Period End Date,Cash and Equivalents,Short Term Investments,Cash and Short Term Investments,"Accounts Receivable - Trade, Net","Total Receivables, Net",Total Inventory,Total Current Assets,"Property, Plant And Equipment - Gross","Property, Plant And Equipment - Net","Goodwill, Net","Intangibles, Net",Long Term Investments,Other Long Term Assets,Total Assets,Accounts Payable,Accrued Expenses,Notes Payable/Short Term Debt,Current Port. of LT Debt/Capital Leases,Other Current liabilities,Total Current Liabilities,Long Term Debt,Capital Lease Obligations,Total Long Term Debt,Total Debt,Other Liabilities,Total Liabilities,Common Stock,Additional Paid-In Capital,Retained Earnings,Unrealized Gain (Loss),Other Equity,Total Equity,Total Liabilities and Equity,Total Common Shares Outstanding,Full-Time Employees,Number of Common Shareholders
12/31/2022,"8,505.00","26,057.00","40,738.00","13,466.00","13,466.00",,"59,549.00","117,166.00","92,191.00","20,306.00",897.00,"6,201.00","6,583.00","185,727.00","6,107.00","13,674.00",0.00,129.00,"7,116.00","27,026.00","9,923.00",558.00,"10,481.00","10,610.00","22,507.00","60,014.00",0.04,"64,444.00","64,799.00",,"-3,530.04","125,713.00","185,727.00","2,614.00","86,482","3,231"
12/31/2021,"9,293.00","31,397.00","47,998.00","14,039.00","14,039.00",,"66,666.00","90,044.00","69,964.00","19,197.00",634.00,"6,775.00","2,751.00","165,987.00","5,135.00","8,925.00",0.00,75.00,"7,000.00","21,135.00",,506.00,506.00,581.00,"19,467.00","41,108.00",0.02,"55,811.00","69,761.00",,-693.02,"124,879.00","165,987.00","2,741.00","71,970","3,290"
12/31/2020,"11,088.00","44,378.00","61,954.00","11,335.00","11,335.00",,"75,670.00","70,399.00","54,981.00","19,050.00",623.00,"6,234.00","2,758.00","159,316.00","2,424.00","6,668.00",0.00,54.00,"5,835.00","14,981.00",,469.00,469.00,523.00,"15,576.00","31,026.00",0.02,"50,018.00","77,345.00",,926.98,"128,290.00","159,316.00","2,849.00","58,604","3,503"
12/31/2019,"14,344.00","35,776.00","54,855.00","9,518.00","9,518.00",,"66,225.00","55,446.00","44,783.00","18,715.00",894.00,86.00,"2,673.00","133,376.00","2,249.00","9,136.00",0.00,55.00,"3,613.00","15,053.00",,418.00,418.00,473.00,"15,812.00","32,322.00",0.02,"45,851.00","55,692.00",,-489.02,"101,054.00","133,376.00","2,852.00","44,942","3,663"
12/31/2018,"7,306.00","31,095.00","41,114.00","7,587.00","7,587.00",,"50,480.00","31,573.00","24,683.00","18,301.00","1,294.00",,"2,576.00","97,334.00","1,361.00","2,734.00",0.00,0.00,"2,922.00","7,017.00",,,0.00,0.00,"5,517.00","13,207.00",0.00,"42,906.00","41,981.00",,-760.00,"84,127.00","97,334.00","2,854.00","35,587","3,821"
12/31/2017,"5,867.00","33,632.00","41,711.00","5,832.00","5,832.00",,"48,563.00","18,337.00","13,721.00","18,221.00","1,884.00",,"2,135.00","84,524.00",770.00,"1,461.00",0.00,,"1,529.00","3,760.00",,,0.00,0.00,"6,417.00","10,177.00",0.00,"40,584.00","33,990.00",-211.00,-16.00,"74,347.00","84,524.00","2,906.00","25,105","4,019"
12/31/2016,"7,539.00","20,546.00","29,449.00","3,993.00","3,993.00",,"34,401.00","11,803.00","8,591.00","18,122.00","2,535.00",,"1,312.00","64,961.00",582.00,"1,209.00",0.00,0.00,"1,084.00","2,875.00",,0.00,0.00,0.00,"2,892.00","5,767.00",0.00,"38,227.00","21,670.00",-121.00,-582.00,"59,194.00","64,961.00","2,892.00","17,048","4,767"
12/31/2015,"3,204.00","13,527.00","18,434.00","2,559.00","2,559.00",,"21,652.00","7,819.00","5,687.00","18,026.00","3,246.00",,796.00,"49,407.00",413.00,665.00,201.00,7.00,639.00,"1,925.00",,107.00,107.00,315.00,"2,994.00","5,189.00",0.00,"34,886.00","9,787.00",-25.00,-430.00,"44,218.00","49,407.00","2,845.00","12,691","5,132"
