Period End Date,Cash and Equivalents,Short Term Investments,Cash and Short Term Investments,"Accounts Receivable - Trade, Net","Total Receivables, Net",Total Inventory,Total Current Assets,"Property, Plant And Equipment - Gross","Property, Plant And Equipment - Net","Goodwill, Net","Intangibles, Net",Long Term Investments,Other Long Term Assets,Total Assets,Accounts Payable,Accrued Expenses,Notes Payable/Short Term Debt,Current Port. of LT Debt/Capital Leases,Other Current liabilities,Total Current Liabilities,Long Term Debt,Capital Lease Obligations,Total Long Term Debt,Total Debt,Other Liabilities,Total Liabilities,Common Stock,Additional Paid-In Capital,Retained Earnings,Unrealized Gain (Loss),Other Equity,Total Equity,Total Liabilities and Equity,Total Common Shares Outstanding,Full-Time Employees,Number of Common Shareholders
12/31/2022,"8,505.00","26,057.00","40,738.00","13,466.00","13,466.00",,"59,549.00","117,166.00","92,191.00","20,306.00",897.00,"6,201.00","6,583.00","185,727.00","6,107.00","20,790.00",0.00,129.00,,"27,026.00","9,923.00",558.00,"10,481.00","10,610.00","22,507.00","60,014.00",0.04,"64,444.00","64,799.00",,"-3,530.04","125,713.00","185,727.00","2,614.00","86,482",
9/30/2022,"8,148.00","27,468.00","41,776.00","11,227.00","11,227.00",,"58,315.00","110,772.00","87,379.00","20,268.00",875.00,"6,528.00","5,529.00","178,894.00","4,846.00","17,263.00",0.00,64.00,514.00,"22,687.00","9,922.00",517.00,"10,439.00","10,503.00","21,674.00","54,800.00",0.02,"62,092.00","67,056.00",,"-5,054.02","124,094.00","178,894.00","2,665.00","87,314",
6/30/2022,"6,359.00","27,808.00","40,489.00","11,525.00","11,525.00",,"55,987.00","104,152.00","81,718.00","20,229.00",965.00,"6,536.00","4,344.00","169,779.00","4,990.00","16,617.00",0.00,78.00,532.00,"22,217.00",,534.00,534.00,612.00,"21,261.00","44,012.00",0.02,"59,929.00","69,249.00",,"-3,411.02","125,767.00","169,779.00","2,697.00","83,553",
3/31/2022,"7,796.00","29,004.00","43,890.00","11,390.00","11,390.00",,"59,265.00","95,276.00","73,823.00","19,923.00",910.00,"6,775.00","3,522.00","164,218.00","4,181.00","16,304.00",0.00,81.00,520.00,"21,086.00",,524.00,524.00,605.00,"19,380.00","40,990.00",0.02,"57,512.00","67,712.00",,"-1,996.02","123,228.00","164,218.00","2,714.00","77,805",
12/31/2021,"9,293.00","31,397.00","47,998.00","14,039.00","14,039.00",,"66,666.00","90,044.00","69,964.00","19,197.00",634.00,"6,775.00","2,751.00","165,987.00","5,135.00","8,925.00",0.00,75.00,"7,000.00","21,135.00",,506.00,506.00,581.00,"19,467.00","41,108.00",0.02,"55,811.00","69,761.00",,-693.02,"124,879.00","165,987.00","2,741.00","71,970",
9/30/2021,"8,337.00","43,579.00","58,075.00","12,088.00","12,088.00",,"75,421.00","83,438.00","64,789.00","19,065.00",365.00,"6,758.00","3,187.00","169,585.00","3,104.00","14,172.00",0.00,72.00,464.00,"17,812.00",,507.00,507.00,579.00,"17,906.00","36,225.00",0.02,"54,334.00","79,233.00",,-207.02,"133,360.00","169,585.00","2,793.00","68,177",
6/30/2021,"10,054.00","47,894.00","64,080.00","11,698.00","11,698.00",,"80,697.00","79,169.00","61,434.00","19,219.00",514.00,"6,393.00","2,352.00","170,609.00","1,922.00","12,498.00",0.00,63.00,391.00,"14,874.00",,493.00,493.00,556.00,"17,015.00","32,382.00",0.02,"52,845.00","85,097.00",,284.98,"138,227.00","170,609.00","2,826.00","63,404",
3/31/2021,"13,122.00","44,706.00","64,219.00","10,276.00","10,276.00",,"77,322.00","74,412.00","57,922.00","19,056.00",505.00,"6,342.00","2,376.00","163,523.00","1,884.00","10,398.00",0.00,53.00,382.00,"12,717.00",,474.00,474.00,527.00,"16,675.00","29,866.00",0.02,"51,160.00","82,343.00",,153.98,"133,657.00","163,523.00","2,841.00","60,654",
