Period End Date,Period Length,Total Revenue,Cost of Revenue,Gross Profit,"Selling, General and Administrative",Research and Development,Unusual Expense/Income,Total Operating Expense,Operating Income,Interest Income Net,Other Income Net,Net Income Before Taxes,Provision for Income Taxes,Net Income,Income Avail. to Common Excl. Extraord.,Income Avail. to Common Incl. Extraord.,Diluted Average Shares,Diluted EPS Excl. Extraord.,Diluted EPS Incl. Extraord.
12/31/2022,3 Months,"32,165.00","8,336.00","23,829.00","7,659.00","9,771.00",,"25,766.00","6,399.00",89.00,-339.00,"6,149.00","1,496.00","4,653.00","4,653.00","4,653.00","3,032.00",1.53463,1.53463
9/30/2022,3 Months,"27,714.00","5,716.00","21,998.00","7,164.00","9,170.00",,"22,050.00","5,664.00",-54.00,-34.00,"5,576.00","1,181.00","4,395.00","4,395.00","4,395.00","2,687.00",1.63565,1.63565
6/30/2022,3 Months,"28,822.00","5,192.00","23,630.00","6,582.00","8,690.00",,"20,464.00","8,358.00",31.00,-203.00,"8,186.00","1,499.00","6,687.00","6,687.00","6,687.00","2,713.00",2.46480,2.46480
3/31/2022,3 Months,"27,908.00","6,005.00","21,903.00","5,672.00","7,707.00",,"19,384.00","8,524.00",130.00,254.00,"8,908.00","1,443.00","7,465.00","7,465.00","7,465.00","2,742.00",2.72247,2.72247
12/31/2021,3 Months,"33,671.00","6,348.00","27,323.00","7,692.00","7,046.00",,"21,086.00","12,585.00",103.00,15.00,"12,703.00","2,418.00","10,285.00","10,285.00","10,285.00","2,808.00",3.66275,3.66275
9/30/2021,3 Months,"29,010.00","5,771.00","23,239.00","6,500.00","6,316.00",,"18,587.00","10,423.00",72.00,70.00,"10,565.00","1,371.00","9,194.00","9,194.00","9,194.00","2,859.00",3.21581,3.21581
6/30/2021,3 Months,"29,077.00","5,399.00","23,678.00","5,215.00","6,096.00",,"16,710.00","12,367.00",121.00,25.00,"12,513.00","2,119.00","10,394.00","10,394.00","10,394.00","2,877.00",3.61279,3.61279
3/31/2021,3 Months,"26,171.00","5,131.00","21,040.00","4,465.00","5,197.00",,"14,793.00","11,378.00",118.00,7.00,"11,503.00","2,006.00","9,497.00","9,497.00","9,497.00","2,882.00",3.29528,3.29528
