Period End Date,Period Length,Net Income,Depreciation/Depletion,Amortization,Deferred Taxes,Non-Cash Items,Changes in Working Capital,Cash from Operating Activities,Capital Expenditures,Other Investing Cash Flow Items,Cash from Investing Activities,Financing Cash Flow Items,Total Cash Dividends Paid,Issuance (Retirement) of Stock,Issuance (Retirement) of Debt,Cash from Financing Activities,Foreign Exchange Effects,Net Cash - Beginning Balance,Net Cash - Ending Balance,Net Change in Cash,Cash Interest Paid,Cash Taxes Paid
12/31/2022,12 Months,"23,200.00","8,686.00",,"-3,286.00","16,192.00","5,683.00","50,475.00","-31,431.00","2,461.00","-28,970.00","-3,251.00",,"-27,956.00","9,071.00","-22,136.00",-638.00,"16,865.00","15,596.00","-1,269.00",,"6,407.00"
9/30/2022,9 Months,"18,547.00","6,310.00",,"-2,113.00","9,468.00","3,752.00","35,964.00","-22,388.00",949.00,"-21,439.00","-3,289.00",,"-21,093.00","9,306.00","-15,076.00","-1,063.00","16,865.00","15,251.00","-1,614.00",,"4,647.00"
6/30/2022,6 Months,"14,152.00","4,135.00",,"-1,016.00","5,817.00","3,184.00","26,272.00","-13,013.00","1,275.00","-11,738.00","-2,032.00",,"-14,739.00",-452.00,"-17,223.00",-698.00,"16,865.00","13,478.00","-3,387.00",,"2,641.00"
3/31/2022,3 Months,"7,465.00","2,156.00",,-563.00,"2,277.00","2,741.00","14,076.00","-5,441.00",662.00,"-4,779.00",-921.00,,"-9,506.00",-233.00,"-10,660.00",-149.00,"16,865.00","15,353.00","-1,512.00",,502.00
12/31/2021,12 Months,"39,370.00","7,967.00",,609.00,"9,037.00",700.00,"57,683.00","-18,567.00","10,997.00","-7,570.00","-5,514.00",,"-44,537.00",-677.00,"-50,728.00",-474.00,"17,954.00","16,865.00","-1,089.00",,"8,525.00"
9/30/2021,9 Months,"29,085.00","5,953.00",,-139.00,"6,596.00","-1,916.00","39,579.00","-13,198.00",-201.00,"-13,399.00","-4,005.00",,"-24,476.00",-505.00,"-28,986.00",-344.00,"17,954.00","14,804.00","-3,150.00",,"7,919.00"
6/30/2021,6 Months,"19,892.00","3,958.00",,647.00,"4,291.00","-3,299.00","25,489.00","-8,884.00","-4,185.00","-13,069.00","-2,442.00",,"-11,018.00",-274.00,"-13,734.00",-129.00,"17,954.00","16,511.00","-1,443.00",,"6,294.00"
3/31/2021,3 Months,"9,497.00","1,972.00",,418.00,"1,764.00","-1,409.00","12,242.00","-4,272.00",-602.00,"-4,874.00","-1,095.00",,"-3,939.00",-151.00,"-5,185.00",-246.00,"17,954.00","19,891.00","1,937.00",,"2,907.00"
