fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,report_type
2022-06-30,USD,89035000000,2797000000,None,11917000000,11471000000,15580000000,23886000000,6834000000,1123000000,72738000000,-30311000000,-58876000000,None,32696000000,32696000000,None,18135000000,18135000000,None,1841000000,None,None,-30855000000,None,-152000000,None,72738000000,annual
2021-06-30,USD,76740000000,2438000000,None,10673000000,11609000000,11821000000,20622000000,6481000000,737000000,61271000000,-27577000000,-48486000000,None,27385000000,27385000000,None,16521000000,16521000000,None,1693000000,None,None,-25692000000,None,648000000,-29000000,61271000000,annual
2020-06-30,USD,60675000000,2165000000,None,4293000000,5776000000,12911000000,15441000000,2577000000,-168000000,44281000000,-12223000000,-46031000000,0,22968000000,22968000000,None,15137000000,15137000000,None,1343000000,None,None,-21625000000,None,2220000000,-201000000,44281000000,annual
2019-06-30,USD,52185000000,1917000000,None,9633000000,5767000000,11600000000,13925000000,2812000000,-597000000,39240000000,-15773000000,-36887000000,0,19543000000,19543000000,None,13811000000,13811000000,None,1142000000,None,None,-18401000000,None,-590000000,-115000000,39240000000,annual
2018-06-30,USD,43884000000,1697000000,None,26031000000,5564000000,9900000000,11632000000,3862000000,465000000,16571000000,-6061000000,-33590000000,-7324000000,10721000000,10721000000,None,12699000000,12699000000,None,1002000000,None,None,-9719000000,None,4283000000,50000000,16571000000,annual
2022-12-31,USD,11173000000,764000000,None,-8031000000,2316000000,1089000000,6274000000,3164000000,-1305000000,16425000000,-7150000000,-11349000000,None,5459000000,5459000000,None,5066000000,5066000000,None,243000000,None,None,-5216000000,None,-7326000000,None,16425000000,quarterly
2022-09-30,USD,23198000000,767000000,None,-8315000000,-10188000000,822000000,6283000000,-11729000000,543000000,17556000000,-3132000000,-10883000000,0,5573000000,5573000000,None,4621000000,4621000000,None,575000000,None,None,-4998000000,None,9183000000,None,17556000000,quarterly
2022-06-30,USD,24629000000,744000000,None,17713000000,16240000000,13401000000,6871000000,12634000000,461000000,16740000000,-9729000000,-13269000000,0,8757000000,8757000000,None,4632000000,4632000000,None,461000000,None,None,-8296000000,None,1574000000,None,16740000000,quarterly
2022-03-31,USD,25386000000,835000000,None,3127000000,55000000,791000000,5340000000,-857000000,279000000,16728000000,-16171000000,-17345000000,0,8822000000,8822000000,None,4645000000,4645000000,None,477000000,None,None,-8345000000,None,-8106000000,24000000,16728000000,quarterly
2021-12-31,USD,14480000000,548000000,None,-4327000000,5227000000,710000000,5865000000,5543000000,-394000000,18765000000,-1161000000,-11986000000,0,7433000000,7433000000,None,4652000000,4652000000,None,291000000,None,None,-7142000000,None,1439000000,106000000,18765000000,quarterly
2021-09-30,USD,24540000000,670000000,None,-4596000000,-10051000000,665000000,5810000000,-10486000000,777000000,20505000000,-3250000000,-16276000000,0,7684000000,7684000000,None,4206000000,4206000000,None,612000000,None,None,-7072000000,None,4941000000,-73000000,20505000000,quarterly
2021-06-30,USD,22710000000,646000000,None,16880000000,15093000000,9955000000,6452000000,11606000000,388000000,16458000000,-10853000000,-11371000000,0,7177000000,7177000000,None,4214000000,4214000000,None,450000000,None,None,-6727000000,None,522000000,36000000,16458000000,quarterly
2021-03-31,USD,22179000000,633000000,None,3146000000,446000000,616000000,5089000000,-290000000,329000000,15457000000,-9684000000,-13192000000,0,6930000000,6930000000,None,4221000000,4221000000,None,396000000,None,None,-6534000000,None,-730000000,-33000000,15457000000,quarterly
2020-12-31,USD,12516000000,576000000,None,-2914000000,3989000000,627000000,4174000000,4008000000,-788000000,15463000000,-1669000000,-13634000000,0,6535000000,6535000000,None,4230000000,4230000000,None,302000000,None,None,-6233000000,None,-2773000000,14000000,15463000000,quarterly
2020-09-30,USD,19335000000,583000000,None,-6439000000,-7919000000,589000000,4907000000,-8843000000,808000000,13893000000,-5371000000,-10289000000,0,6743000000,6743000000,None,3856000000,3856000000,None,545000000,None,None,-6198000000,None,3629000000,-46000000,13893000000,quarterly
2020-06-30,USD,18673000000,479000000,None,14318000000,12068000000,11288000000,4744000000,9355000000,251000000,13407000000,-4462000000,-12262000000,0,5791000000,5791000000,None,3865000000,3865000000,None,340000000,None,None,-5451000000,None,13407000000,-83000000,11202000000,quarterly
2020-03-31,USD,17504000000,592000000,None,1160000000,-1290000000,491000000,3767000000,-891000000,-181000000,10752000000,51000000,-14645000000,0,7059000000,7059000000,None,3876000000,3876000000,None,342000000,None,None,-6717000000,None,2846000000,-64000000,10752000000,quarterly
2019-12-31,USD,10680000000,563000000,None,-1500000000,3756000000,574000000,3545000000,4203000000,-799000000,11649000000,-6036000000,-8915000000,0,5206000000,5206000000,None,3886000000,3886000000,None,234000000,None,None,-4972000000,None,-4253000000,18000000,11649000000,quarterly
2019-09-30,USD,13818000000,531000000,None,-9685000000,-8758000000,559000000,3385000000,-10090000000,561000000,10678000000,-1776000000,-10209000000,0,4912000000,4912000000,None,3510000000,3510000000,None,427000000,None,None,-4485000000,None,1761000000,-72000000,10678000000,quarterly
2019-06-30,USD,16108000000,509000000,None,16754000000,11902000000,10100000000,4051000000,10070000000,113000000,12405000000,-7257000000,-8686000000,0,4633000000,4633000000,None,3521000000,3521000000,None,308000000,None,None,-4325000000,None,144000000,-21000000,13187000000,quarterly
