fiscalDateEnding,reportedEPS
2022-12-31,4.67
2022-06-30,9.2
2021-06-30,8.05
2020-06-30,5.75
2019-06-30,4.75
2018-06-30,3.88
2017-06-30,3.3
2016-06-30,2.76
2015-06-30,2.46
2014-06-30,2.63
2013-06-30,2.67
2012-06-30,2.73
2011-06-30,2.69
2010-06-30,2.1
2009-06-30,1.7
2008-06-30,1.88
2007-06-30,1.49
2006-06-30,1.27
2005-06-30,1.3
2004-06-30,1.26
2003-06-30,1.05
2002-06-30,0.93
2001-06-30,0.91
2000-06-30,0.87
1999-06-30,0.71
1998-06-30,0.46
1997-06-30,0.33
1996-06-30,0.215
