Period End Date,Period Length,Total Revenue,Cost of Revenue,Gross Profit,"Selling, General and Administrative",Research and Development,Unusual Expense/Income,Total Operating Expense,Operating Income,Interest Income Net,Other Income Net,Net Income Before Taxes,Provision for Income Taxes,Net Income,Income Avail. to Common Excl. Extraord.,Income Avail. to Common Incl. Extraord.,Diluted Average Shares,Diluted EPS Excl. Extraord.,Diluted EPS Incl. Extraord.
TTM,12 Months,"27,156.00","15,930.00","11,226.00","1,058.00","3,253.00",23.00,"20,294.00","6,862.00",-17.00,29.00,"6,874.00",677.00,"6,186.00","6,186.00","6,186.00","1,112.00",5.51409,5.51409
9/1/2022,12 Months,"30,758.00","16,860.00","13,898.00","1,066.00","3,116.00",90.00,"21,139.00","9,619.00",-67.00,19.00,"9,571.00",888.00,"8,687.00","8,687.00","8,687.00","1,122.00",7.74242,7.74242
9/2/2021,12 Months,"27,705.00","17,233.00","10,472.00",894.00,"2,663.00",514.00,"21,423.00","6,282.00",-64.00,0.00,"6,218.00",394.00,"5,861.00","5,861.00","5,861.00","1,141.00",5.13672,5.13672
9/3/2020,52 Weeks,"21,435.00","14,883.00","6,552.00",881.00,"2,600.00",17.00,"18,392.00","3,043.00",-88.00,28.00,"2,983.00",280.00,"2,687.00","2,687.00","2,687.00","1,131.00",2.37577,2.37577
8/29/2019,52 Weeks,"23,406.00","12,704.00","10,702.00",836.00,"2,441.00",410.00,"16,426.00","6,980.00",68.00,0.00,"7,048.00",703.00,"6,313.00","6,303.00","6,313.00","1,143.00",5.51444,5.52318
8/30/2018,52 Weeks,"30,391.00","12,500.00","17,891.00",813.00,"2,141.00",317.00,"15,782.00","14,609.00",-297.00,-5.00,"14,307.00",342.00,"14,135.00","13,961.00","14,135.00","1,229.00",11.35964,11.50122
8/31/2017,52 Weeks,"20,322.00","11,886.00","8,436.00",743.00,"1,824.00",25.00,"14,483.00","5,839.00",-634.00,-9.00,"5,196.00",114.00,"5,089.00","5,089.00","5,089.00","1,154.00",4.40988,4.40988
9/1/2016,52 Weeks,"12,399.00","9,894.00","2,505.00",659.00,"1,617.00",67.00,"12,235.00",164.00,-419.00,-26.00,-281.00,19.00,-276.00,-276.00,-276.00,"1,036.00",-0.26641,-0.26641
