Period End Date,Period Length,Total Revenue,Cost of Revenue,Gross Profit,"Selling, General and Administrative",Research and Development,Unusual Expense/Income,Total Operating Expense,Operating Income,Interest Income Net,Other Income Net,Net Income Before Taxes,Provision for Income Taxes,Net Income,Income Avail. to Common Excl. Extraord.,Income Avail. to Common Incl. Extraord.,Diluted Average Shares,Diluted EPS Excl. Extraord.,Diluted EPS Incl. Extraord.
12/31/2022,14 Weeks,"117,154.00","66,822.00","50,332.00","6,607.00","7,709.00",,"81,138.00","36,016.00",-135.00,-258.00,"35,623.00","5,625.00","29,998.00","29,998.00","29,998.00","15,955.72",1.88008,1.88008
9/24/2022,13 Weeks,"90,146.00","52,051.00","38,095.00","6,440.00","6,761.00",,"65,252.00","24,894.00",-74.00,-163.00,"24,657.00","3,936.00","20,721.00","20,721.00","20,721.00","16,118.47",1.28554,1.28554
6/25/2022,13 Weeks,"82,959.00","47,074.00","35,885.00","6,012.00","6,797.00",,"59,883.00","23,076.00",3.00,-13.00,"23,066.00","3,624.00","19,442.00","19,442.00","19,442.00","16,262.20",1.19553,1.19553
3/26/2022,13 Weeks,"97,278.00","54,719.00","42,559.00","6,193.00","6,387.00",,"67,299.00","29,979.00",9.00,151.00,"30,139.00","5,129.00","25,010.00","25,010.00","25,010.00","16,403.32",1.52469,1.52469
12/25/2021,13 Weeks,"123,945.00","69,702.00","54,243.00","6,449.00","6,306.00",,"82,457.00","41,488.00",-44.00,-203.00,"41,241.00","6,611.00","34,630.00","34,630.00","34,630.00","16,519.29",2.09634,2.09634
9/25/2021,13 Weeks,"83,360.00","48,186.00","35,174.00","5,616.00","5,772.00",,"59,574.00","23,786.00",-13.00,-525.00,"23,248.00","2,697.00","20,551.00","20,551.00","20,551.00","16,635.10",1.23540,1.23540
6/26/2021,13 Weeks,"81,434.00","46,179.00","35,255.00","5,412.00","5,717.00",,"57,308.00","24,126.00",54.00,189.00,"24,369.00","2,625.00","21,744.00","21,744.00","21,744.00","16,781.74",1.29569,1.29569
3/27/2021,13 Weeks,"89,584.00","51,505.00","38,079.00","5,314.00","5,262.00",,"62,081.00","27,503.00",48.00,460.00,"28,011.00","4,381.00","23,630.00","23,630.00","23,630.00","16,929.16",1.39582,1.39582
