Period End Date,Period Length,Net Income,Depreciation/Depletion,Amortization,Deferred Taxes,Non-Cash Items,Changes in Working Capital,Cash from Operating Activities,Capital Expenditures,Other Investing Cash Flow Items,Cash from Investing Activities,Financing Cash Flow Items,Total Cash Dividends Paid,Issuance (Retirement) of Stock,Issuance (Retirement) of Debt,Cash from Financing Activities,Foreign Exchange Effects,Net Cash - Beginning Balance,Net Cash - Ending Balance,Net Change in Cash,Cash Interest Paid,Cash Taxes Paid
12/31/2022,14 Weeks,"29,998.00","2,916.00",,,"2,588.00","-1,497.00","34,005.00","-3,787.00","2,342.00","-1,445.00","-2,705.00","-3,768.00","-19,475.00","-9,615.00","-35,563.00",,"24,977.00","21,974.00","-3,003.00",703.00,828.00
9/24/2022,52 Weeks,"99,803.00","11,104.00",,895.00,"9,149.00","1,200.00","122,151.00","-10,708.00","-11,646.00","-22,354.00","-6,383.00","-14,841.00","-89,402.00",-123.00,"-110,749.00",,"35,929.00","24,977.00","-10,952.00","2,865.00","19,573.00"
6/25/2022,39 Weeks,"79,082.00","8,239.00",,"2,756.00","6,699.00","1,248.00","98,024.00","-7,419.00","-13,718.00","-21,137.00","-6,063.00","-11,138.00","-64,974.00","-1,780.00","-83,955.00",,"35,929.00","28,861.00","-7,068.00","1,910.00","12,251.00"
3/26/2022,26 Weeks,"59,640.00","5,434.00",,"1,088.00","4,497.00","4,473.00","75,132.00","-5,317.00","-20,054.00","-25,371.00","-3,323.00","-7,327.00","-43,109.00","-2,751.00","-56,510.00",,"35,929.00","29,180.00","-6,749.00","1,406.00","9,301.00"
12/25/2021,13 Weeks,"34,630.00","2,697.00",,682.00,"2,432.00","6,525.00","46,966.00","-2,803.00","-13,303.00","-16,106.00","-2,949.00","-3,732.00","-20,478.00","-1,000.00","-28,159.00",,"35,929.00","38,630.00","2,701.00",531.00,"5,235.00"
9/25/2021,52 Weeks,"94,680.00","11,284.00",,"-4,774.00","7,759.00","-4,911.00","104,038.00","-11,085.00","-3,460.00","-14,545.00","-6,685.00","-14,467.00","-84,866.00","12,665.00","-93,353.00",,"39,789.00","35,929.00","-3,860.00","2,687.00","25,385.00"
6/26/2021,39 Weeks,"74,129.00","8,295.00",,-737.00,"5,272.00","-3,121.00","83,838.00","-7,862.00","-7,518.00","-15,380.00","-5,927.00","-10,827.00","-65,662.00","9,445.00","-72,971.00",,"39,789.00","35,276.00","-4,513.00","1,870.00","18,536.00"
3/27/2021,26 Weeks,"52,385.00","5,463.00",,-207.00,"3,527.00","1,576.00","62,744.00","-5,769.00","-13,183.00","-18,952.00","-3,198.00","-7,060.00","-42,762.00","9,445.00","-43,575.00",,"39,789.00","40,006.00",217.00,"1,327.00","10,276.00"
