Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap(Billions),PE Ratio (TTM)
XM,Qualtrics International Inc.,14.9,3.69,32.92,19427000.0,1580000.0,8.802,
PHJMF,PT Hanjaya Mandala Sampoerna Tbk,0.0665,0.0111,20.04,81632.0,468190.0,8.449,
BOOT,"Boot Barn Holdings, Inc.",87.42,13.05,17.55,2593000.0,726570.0,2.606,14.82
WB,Weibo Corporation,25.02,3.07,13.99,3387000.0,1583000.0,5.919,96.23
NTCT,"NetScout Systems, Inc.",36.06,4.41,13.93,908624.0,467936.0,2.605,53.82
LU,Lufax Holding Ltd,3.16,0.37,13.26,41455000.0,19025000.0,7.223,4.05
BNDSF,"Banco de Sabadell, S.A.",1.1925,0.1225,11.45,122645.0,1741.0,6.844,7.01
AIT,"Applied Industrial Technologies, Inc.",136.4,13.91,11.36,563723.0,181259.0,5.261,18.97
IQ,"iQIYI, Inc.",6.4,0.63,10.92,23713000.0,19245000.0,6.056,
STX,Seagate Technology Holdings plc,69.01,6.76,10.86,9513000.0,2540000.0,14.247,13.22
TSLA,"Tesla, Inc.",160.27,15.84,10.97,233489000.0,130193000.0,506.093,49.47
XIACY,Xiaomi Corporation,8.5,0.79,10.28,15010.0,20288.0,42.428,70.83
GDS,GDS Holdings Limited,26.13,2.43,10.25,2034000.0,2049000.0,4.979,
XIACF,Xiaomi Corporation,1.705,0.155,10.0,47959.0,11903.0,41.573,85.25
STLD,"Steel Dynamics, Inc.",121.44,11.03,9.99,3703000.0,2323000.0,21.321,5.37
URI,"United Rentals, Inc.",431.48,39.0,9.94,1984000.0,671775.0,29.905,15.82
CGSHY,Country Garden Services Holdings Company Limited,2.75,0.23,9.13,28267.0,18358.0,9.893,13.75
HXL,Hexcel Corporation,67.77,5.61,9.03,1863000.0,484095.0,5.704,53.36
LI,Li Auto Inc.,25.22,2.06,8.89,11545000.0,11765000.0,24.608,2522.0
MOMO,Hello Group Inc.,11.31,0.91,8.75,2697000.0,3322000.0,2.241,
BBAJF,"Banco del Bajío, S.A., Institución de Banca Múltiple",4.025,0.315,8.49,31163.0,9184.0,4.925,12.98
WFG,West Fraser Timber Co. Ltd.,86.79,6.79,8.49,407324.0,113332.0,7.291,3.56
PDD,Pinduoduo Inc.,104.66,8.17,8.47,11588000.0,10866000.0,132.331,34.89
NUE,Nucor Corporation,169.82,13.15,8.39,3886000.0,1849000.0,43.566,5.36
DV,"DoubleVerify Holdings, Inc.",27.57,2.13,8.37,5147000.0,1045000.0,4.546,83.55
EXPI,"eXp World Holdings, Inc.",15.94,1.23,8.36,1353000.0,1004000.0,2.434,66.42
EWBC,"East West Bancorp, Inc.",74.62,5.72,8.3,2189000.0,882352.0,10.517,10.55
WBS,Webster Financial Corporation,51.19,3.89,8.22,2309000.0,935537.0,8.908,14.54
BILI,Bilibili Inc.,28.02,2.11,8.14,9513000.0,12276000.0,10.729,
STM,STMicroelectronics N.V.,46.69,3.36,7.75,6950000.0,3400000.0,42.176,12.69
TGOPY,3i Group plc,10.03,0.71,7.62,119590.0,120854.0,19.524,4.38
PROK,ProKidney Corp.,9.09,0.64,7.57,92168.0,102962.0,2.116,
ORI,Old Republic International Corporation,26.57,1.87,7.57,3276000.0,1402000.0,8.085,10.14
LEVI,Levi Strauss & Co.,17.73,1.23,7.45,5654000.0,1886000.0,6.981,12.57
DDOG,"Datadog, Inc.",76.0,5.25,7.42,6822000.0,4659000.0,24.135,7600.0
