Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap(Billions),PE Ratio (TTM)
KTHAF,Krung Thai Bank Public Company Limited,0.52,0.27,108.0,205300.0,4.0,10.805,13.0
TGTX,"TG Therapeutics, Inc.",14.47,1.78,14.03,7569000.0,5222000.0,2.103,
ATAT,Atour Lifestyle Holdings Limited,29.08,2.53,9.53,165627.0,601297.0,3.792,171.06
CRDO,Credo Technology Group Holding Ltd,17.08,1.41,9.0,3180000.0,1090000.0,2.507,
PCAR,PACCAR Inc,111.08,8.83,8.64,7718000.0,2152000.0,38.63,14.93
COCSF,"Coca-Cola FEMSA, S.A.B. de C.V.",7.6,0.6,8.57,22964.0,4858.0,15.966,17.27
NTCO,Natura &Co Holding S.A.,5.24,0.39,8.04,800606.0,691583.0,3.598,29.11
SHTLF,South32 Limited,3.39,0.24,7.62,16634.0,7620.0,15.906,5.95
NTLA,"Intellia Therapeutics, Inc.",38.53,2.65,7.39,1674000.0,1159000.0,3.322,
SWMAY,Swedish Match AB (publ),10.25,0.7,7.33,18033.0,93006.0,15.587,25.63
AMLX,"Amylyx Pharmaceuticals, Inc.",40.44,2.54,6.7,2030000.0,777736.0,2.679,
CXM,"Sprinklr, Inc.",9.34,0.55,6.26,737562.0,531980.0,2.438,
SMCI,"Super Micro Computer, Inc.",78.25,4.5,6.1,1276000.0,1322000.0,4.141,9.33
DNPLY,"Dai Nippon Printing Co., Ltd.",10.56,0.59,5.92,54355.0,55733.0,5.612,8.19
SAGE,"Sage Therapeutics, Inc.",45.04,2.38,5.58,515350.0,508380.0,2.68,
HPK,"HighPeak Energy, Inc.",28.4,1.48,5.5,708177.0,215218.0,3.214,16.14
BAK,Braskem S.A.,8.92,0.46,5.44,828649.0,381506.0,3.716,9.91
SSL,Sasol Limited,18.5,0.94,5.35,298052.0,230175.0,11.852,5.17
VTYX,"Ventyx Biosciences, Inc.",36.71,1.84,5.28,600723.0,597193.0,2.079,
DBRG,"DigitalBridge Group, Inc.",12.81,0.64,5.26,3816000.0,1733000.0,2.048,
STNE,StoneCo Ltd.,10.67,0.52,5.12,4352000.0,5736000.0,3.336,
ASAI,Sendas Distribuidora S.A.,20.44,0.99,5.09,183467.0,395376.0,5.595,18.09
CR,"Crane Holdings, Co.",115.5,5.34,4.85,766459.0,266203.0,6.485,19.85
WFG,West Fraser Timber Co. Ltd.,78.17,3.61,4.84,328227.0,111193.0,6.571,3.21
KYMR,"Kymera Therapeutics, Inc.",37.28,1.7,4.78,516710.0,790463.0,2.045,
SWGAY,The Swatch Group AG,17.4,0.78,4.69,72935.0,71165.0,90.147,102.35
CIG-C,Companhia Energética de Minas Gerais,3.28,0.14,4.46,33662.0,53835.0,7.218,13.67
GOL,Gol Linhas Aéreas Inteligentes S.A.,3.05,0.13,4.45,1237000.0,1496000.0,4.952,
KRYS,"Krystal Biotech, Inc.",83.24,3.46,4.34,158551.0,174870.0,2.143,
CSAN,Cosan S.A.,12.88,0.53,4.29,287582.0,379836.0,6.306,18.94
VIR,"Vir Biotechnology, Inc.",30.38,1.22,4.18,1015000.0,824548.0,4.044,3.38
SRAD,Sportradar Group AG,11.34,0.44,4.04,191767.0,216603.0,3.367,59.68
PETRY,Vibra Energia S.A.,5.98,0.23,3.95,29028.0,49361.0,3.386,8.79
CIBEY,Commercial International Bank (Egypt) S.A.E,1.59,0.06,3.92,630201.0,189270.0,4.8,9.94
TGS,Transportadora de Gas del Sur S.A.,11.16,0.42,3.91,270356.0,202911.0,3.255,14.68
NUS,"Nu Skin Enterprises, Inc.",43.78,1.64,3.89,455059.0,780906.0,2.164,56.86
AUB,Atlantic Union Bankshares Corporation,37.97,1.42,3.89,516216.0,236275.0,2.837,14.22
AKO-B,Embotelladora Andina S.A.,14.5,0.54,3.87,66975.0,35755.0,2.288,12.08
SAM,"The Boston Beer Company, Inc.",378.81,14.05,3.85,99816.0,126950.0,4.658,170.64
JJSF,J&J Snack Foods Corp.,150.15,5.55,3.84,83711.0,80240.0,2.887,61.04
SOUHY,South32 Limited,17.01,0.62,3.78,98706.0,63950.0,15.554,5.97
ERJ,Embraer S.A.,13.06,0.47,3.73,1546000.0,1470000.0,2.398,
ARWR,"Arrowhead Pharmaceuticals, Inc.",33.92,1.22,3.73,799620.0,1017000.0,3.861,
SALRY,SalMar ASA,11.15,0.4,3.72,51447.0,8366.0,6.473,13.43
TRV,"The Travelers Companies, Inc.",193.25,6.89,3.7,2621000.0,1317000.0,45.288,14.14
SNPMF,China Petroleum & Chemical Corporation,0.535,0.0189,3.66,227060.0,239647.0,80.068,6.69
FNMA,Federal National Mortgage Association,0.508,0.0179,3.64,3903000.0,2344000.0,0.58831,
SWAV,"ShockWave Medical, Inc.",183.18,6.34,3.59,415165.0,489125.0,6.621,76.97
BCRX,"BioCryst Pharmaceuticals, Inc.",11.01,0.38,3.57,1995000.0,2972000.0,2.053,
FNB,F.N.B. Corporation,13.57,0.46,3.51,4311000.0,2482000.0,4.891,12.01
AMADF,"Amadeus IT Group, S.A.",61.48,2.08,3.5,52151.0,4631.0,28.662,53.0
DFKCY,"Daifuku Co., Ltd.",13.6,0.46,3.5,18579.0,81948.0,6.855,21.25
SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,10.45,0.35,3.47,1694000.0,2926000.0,7.323,12.44
PRMW,Primo Water Corporation,15.35,0.51,3.44,876126.0,858758.0,2.456,
RXDX,"Prometheus Biosciences, Inc.",119.8,3.97,3.43,384177.0,920111.0,5.569,
ETWO,"E2open Parent Holdings, Inc.",6.65,0.22,3.42,1165000.0,1490000.0,2.01,166.25
ARRY,"Array Technologies, Inc.",24.04,0.79,3.4,5770000.0,4020000.0,3.618,
ISEE,"IVERIC bio, Inc.",21.14,0.69,3.37,1103000.0,2580000.0,2.834,
SJW,SJW Group,78.51,2.55,3.36,260170.0,380978.0,2.38,40.68
RTX,Raytheon Technologies Corporation,99.47,3.22,3.35,8308000.0,4511000.0,146.227,33.16
GBTG,"Global Business Travel Group, Inc.",7.12,0.23,3.34,47303.0,168425.0,6.099,
CVI,"CVR Energy, Inc.",34.64,1.11,3.31,829249.0,778710.0,3.482,10.31
UGP,Ultrapar Participações S.A.,2.54,0.08,3.25,1700000.0,1493000.0,2.766,14.94
NWTN,NWTN Inc.,11.84,0.37,3.23,63893.0,461215.0,3.383,
EBR-B,Centrais Elétricas Brasileiras S.A. - Eletrobrás,8.48,0.26,3.16,15628.0,25275.0,19.477,29.24
BPMC,Blueprint Medicines Corporation,47.97,1.46,3.14,408523.0,605296.0,2.87,
RKLB,"Rocket Lab USA, Inc.",4.97,0.15,3.11,3700000.0,3468000.0,2.352,31.06
FOXF,Fox Factory Holding Corp.,109.99,3.29,3.08,153559.0,219668.0,4.649,23.86
TAL,TAL Education Group,8.1,0.24,3.05,3510000.0,10371000.0,5.256,
PILBF,Pilbara Minerals Limited,3.57,0.105,3.03,475437.0,334420.0,10.703,22.31
MRTX,"Mirati Therapeutics, Inc.",49.36,1.45,3.03,1123000.0,1948000.0,2.842,
BVN,Compañía de Minas Buenaventura S.A.A.,8.52,0.25,3.02,748777.0,1296000.0,2.164,6.09
