Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap(Billions),PE Ratio (TTM)
WRK,WestRock Company,34.27,-4.97,-12.67,10724000.0,1831000.0,8.722,9.49
RLLCF,Rolls-Royce Holdings plc,0.0051,-0.0007,-12.07,13969000.0,926286.0,111.184,0.28
AKBTY,Akbank T.A.S.,1.54,-0.2,-11.49,127629.0,23838.0,4.168,1.75
SNAP,Snap Inc.,10.37,-1.19,-10.29,116558000.0,29319000.0,16.728,
EA,Electronic Arts Inc.,116.76,-11.92,-9.26,14492000.0,1832000.0,32.465,36.49
SOMMY,"Sumitomo Chemical Company, Limited",17.76,-1.39,-7.27,48637.0,14941.0,5.829,4.89
CB,Chubb Limited,213.44,-14.05,-6.18,3967000.0,1633000.0,88.588,14.87
CVT,Cvent Holding Corp.,7.59,-0.48,-5.95,1937000.0,488875.0,3.703,
LSRCY,Lasertec Corporation,35.24,-2.15,-5.75,61099.0,166161.0,16.113,69.1
TRP,TC Energy Corporation,40.73,-2.41,-5.59,5694000.0,2047000.0000000002,40.73,16.69
BSBR,Banco Santander (Brasil) S.A.,5.37,-0.31,-5.46,3169000.0,1467000.0,39.932,14.13
DROOF,Deliveroo plc,1.1261,-0.0638,-5.36,738397.0,28382.0,2.036,
PRTA,Prothena Corporation plc,53.67,-2.88,-5.09,560362.0,564545.0,2.771,36.51
MTCH,"Match Group, Inc.",51.41,-2.71,-5.01,14179000.0,4232000.0,14.359,151.21
IEX,IDEX Corporation,227.73,-11.95,-4.99,893429.0,360518.0,17.176,30.9
ATAT,Atour Lifestyle Holdings Limited,25.6,-1.3,-4.83,146420.0,580440.0,3.338,160.0
ABC,AmerisourceBergen Corporation,161.05,-7.91,-4.68,2197000.0,1642000.0,32.57,20.03
JCI,Johnson Controls International plc,66.36,-3.21,-4.61,7964000.0,3523000.0,45.601,30.3
TMVWY,TeamViewer AG,6.72,-0.32,-4.55,22164.0,8216.0,2.421,33.6
HRSHF,"Haier Smart Home Co., Ltd.",3.7,-0.17,-4.39,33200.0,9061.0,33.487,16.09
MPC,Marathon Petroleum Corporation,122.97,-5.55,-4.32,5073000.0,3809000.0,57.631,5.52
LIFW,"MSP Recovery, Inc.",1.11,-0.05,-4.31,25559.0,221026.0,3.577,
PBF,PBF Energy Inc.,40.2,-1.79,-4.26,2768000.0,3564000.0,5.607,2.07
JNPR,"Juniper Networks, Inc.",30.99,-1.31,-4.06,11197000.0,3253000.0,10.058,24.21
TKC,Turkcell Iletisim Hizmetleri A.S.,4.76,-0.2,-4.03,1010999.9999999999,595956.0,4.157,12.21
NTCO,Natura &Co Holding S.A.,5.54,-0.23,-3.99,984641.0,703553.0,3.804,30.78
HDB,HDFC Bank Limited,64.68,-2.68,-3.98,3009000.0,1281000.0,120.258,25.36
DINO,HF Sinclair Corporation,54.65,-2.25,-3.95,2312000.0,2340000.0,10.97,5.11
HES,Hess Corporation,144.24,-5.92,-3.94,3235000.0,1737000.0,44.47,20.29
SYF,Synchrony Financial,35.31,-1.42,-3.87,14040000.0,5380000.0,15.473,5.89
KYOCY,Kyocera Corporation,49.78,-1.97,-3.81,56171.0,50171.0,17.957,15.41
EOG,"EOG Resources, Inc.",127.29,-4.96,-3.75,4978000.0,3490000.0,74.769,10.18
ERF,Enerplus Corporation,17.09,-0.66,-3.72,1151000.0,1345000.0,3.833,5.55
CVE,Cenovus Energy Inc.,19.25,-0.73,-3.65,6005000.0,6164000.0,37.206,9.82
CNQ,Canadian Natural Resources Limited,59.2,-2.24,-3.65,2894000.0,2333000.0,65.929,7.68
MKKGY,MERCK Kommanditgesellschaft auf Aktien,40.16,-1.48,-3.55,81506.0,84343.0,87.499,23.08
HP,"Helmerich & Payne, Inc.",46.72,-1.72,-3.55,1855000.0,1105000.0,4.965,934.4
OVV,Ovintiv Inc.,47.5,-1.73,-3.51,3513000.0,3426000.0,11.792,3.38
RXDX,"Prometheus Biosciences, Inc.",109.67,-3.99,-3.51,467389.0,906040.0,5.098,
IMO,Imperial Oil Limited,52.87,-1.89,-3.45,589914.0,481435.0,30.895,7.22
