Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap(Billions),PE Ratio (TTM)
RADLY,Raia Drogasil S.A.,5.05,-1.18,-18.94,64227.0,2996.0,8.321,50.5
PLXS,Plexus Corp.,93.86,-19.38,-17.11,1291000.0,148098.0,2.595,19.27
ATAT,Atour Lifestyle Holdings Limited,24.66,-2.47,-9.1,761282.0,586108.0,3.216,154.12
SHW,The Sherwin-Williams Company,225.06,-22.03,-8.92,7702000.0,1380000.0,58.323,30.45
CLBK,"Columbia Financial, Inc.",19.41,-1.86,-8.74,273508.0,126929.0,2.127,23.96
VSAT,"Viasat, Inc.",34.46,-2.9,-7.76,459005.0,418259.0,2.605,
NG,NovaGold Resources Inc.,6.5,-0.45,-6.47,1482000.0,1255000.0,2.17,
ATLKY,Atlas Copco AB,12.12,-0.82,-6.34,895261.0,376991.0,58.982,26.93
VIRT,"Virtu Financial, Inc.",19.26,-1.23,-6.0,4794000.0,1034999.9999999999,3.253,6.29
WOLF,"Wolfspeed, Inc.",77.09,-4.87,-5.94,5694000.0,2882000.0,9.576,
PLUG,Plug Power Inc.,15.37,-0.97,-5.94,27962000.0,16863000.0,8.959,
BFH,"Bread Financial Holdings, Inc.",40.23,-2.49,-5.83,1969000.0,1004999.9999999999,2.006,4.81
MKC,"McCormick & Company, Incorporated",73.46,-4.52,-5.8,3212000.0,1164000.0,19.686,28.7
SHLS,"Shoals Technologies Group, Inc.",26.72,-1.64,-5.78,2622000.0,2801000.0,3.086,222.67
DEO,Diageo plc,174.07,-10.29,-5.58,794735.0,354955.0,98.615,25.26
SANM,Sanmina Corporation,57.7,-3.39,-5.55,492707.0,512340.0,3.314,14.11
ARRY,"Array Technologies, Inc.",21.52,-1.23,-5.41,4770000.0,4090000.0,3.239,
IMPUY,Impala Platinum Holdings Limited,11.9,-0.67,-5.33,65650.0,60531.0,10.069,5.34
RLLCF,Rolls-Royce Holdings plc,0.0054,-0.0003,-5.26,2318000.0,807559.0,117.724,0.3
BOWL,Bowlero Corp.,13.51,-0.73,-5.13,1281000.0,794980.0,2.24,
SNX,TD SYNNEX Corporation,102.52,-5.36,-4.97,3324000.0,254916.0,9.775,15.14
FLNC,"Fluence Energy, Inc.",21.17,-1.09,-4.87,1024999.9999999999,1040999.9999999999,3.694,
SYM,Symbotic Inc.,14.7,-0.75,-4.85,111112.0,171452.0,8.19,
IMVT,"Immunovant, Inc.",17.6,-0.87,-4.71,714788.0,1184000.0,2.274,
TIGO,Millicom International Cellular S.A.,17.4,-0.85,-4.66,751172.0,195409.0,2.973,3.45
TKC,Turkcell Iletisim Hizmetleri A.S.,5.17,-0.25,-4.61,372950.0,591440.0,4.577,13.26
NPNYY,Nippon Yusen Kabushiki Kaisha,4.754,-0.226,-4.54,72298.0,104432.0,12.047,1.2
IBM,International Business Machines Corporation,134.45,-6.31,-4.48,17534000.0,4298000.0,120.51,22.08
DASH,"DoorDash, Inc.",56.95,-2.58,-4.33,4590000.0,5168000.0,22.109,
NOC,Northrop Grumman Corporation,443.47,-19.82,-4.28,3104000.0,985444.0,68.255,12.65
FND,"Floor & Decor Holdings, Inc.",84.72,-3.78,-4.27,1859000.0,1577000.0,8.99,32.09
RJF,"Raymond James Financial, Inc.",113.38,-4.73,-4.0,2723000.0,1375000.0,24.506,16.24
WYNMY,"Wynn Macau, Limited",12.35,-0.51,-3.97,55116.0,53863.0,6.469,
SMG,The Scotts Miracle-Gro Company,60.58,-2.5,-3.96,778865.0,898291.0,3.36,8.64
EXP,Eagle Materials Inc.,139.04,-5.69,-3.93,598921.0,244678.0,5.123,12.76
RXDX,"Prometheus Biosciences, Inc.",114.47,-4.64,-3.9,354651.0,911180.0,5.321,
CHK,Chesapeake Energy Corporation,87.86,-3.34,-3.66,3244000.0,1775000.0,11.771,
BRPHF,Galaxy Digital Holdings Ltd.,3.92,-0.1482,-3.64,94328.0,215981.0,2.131,3.84
LHCG,"LHC Group, Inc.",157.87,-5.63,-3.44,1602000.0,361139.0,4.899,77.01
FCNCA,"First Citizens BancShares, Inc.",767.93,-27.13,-3.41,175715.0,85573.0,11.089,12.23
AXSM,"Axsome Therapeutics, Inc.",71.5,-2.48,-3.35,565410.0,1359000.0,3.105,
SCHYY,Sands China Ltd.,37.64,-1.28,-3.29,133650.0,57545.0,30.463,
CNS,"Cohen & Steers, Inc.",69.29,-2.35,-3.28,302768.0,120983.0,3.375,19.97
PRNDY,Pernod Ricard SA,40.83,-1.38,-3.27,117539.0,104400.0,52.289,24.45
NVS,Novartis AG,89.84,-2.97,-3.2,2675000.0,1992000.0,193.246,9.26
TLSNY,Telia Company AB (publ),5.16,-0.17,-3.19,26422.0,221372.0,10.169,20.64
MGPI,"MGP Ingredients, Inc.",94.74,-3.11,-3.18,223761.0,117996.0,2.084,17.74
LUV,Southwest Airlines Co.,35.7,-1.17,-3.17,16684999.999999998,6385000.0,21.197,26.84
MANU,Manchester United plc,22.63,-0.74,-3.17,778846.0,2045999.9999999998,3.69,
ESLT,Elbit Systems Ltd.,164.81,-5.37,-3.16,49620.0,28091.0,7.308,36.95
LYFT,"Lyft, Inc.",15.36,-0.5,-3.15,15318000.0,15584000.0,5.544,
CSPKF,COSCO SHIPPING Ports Limited,0.8,-0.0256,-3.11,47184.0,9572.0,2.775,7.27
LUMN,"Lumen Technologies, Inc.",5.14,-0.16,-3.02,23122000.0,24067000.0,5.318,2.57
RHHVF,Roche Holding AG,312.5,-9.7,-3.01,28765.0,5947.0,259.77,16.25
ARCH,"Arch Resources, Inc.",150.02,-4.56,-2.95,458419.0,442332.0,2.713,2.79
SSRM,SSR Mining Inc.,17.11,-0.52,-2.95,808470.0,1441000.0,3.535,16.61
TTNDY,Techtronic Industries Company Limited,61.39,-1.85,-2.93,79476.0,49457.0,22.526,19.55
SUZ,Suzano S.A.,8.97,-0.27,-2.92,2767000.0,1722000.0,11.745,3.44
CSX,CSX Corporation,30.15,-0.9,-2.9,25559000.0,13396000.0,63.388,16.04
HAE,Haemonetics Corporation,87.9,-2.59,-2.86,372402.0,441580.0,4.448,52.63
SJMHY,SJM Holdings Limited,2.39,-0.07,-2.85,43280.0,2947.0,4.281,
SAPGF,SAP SE,112.7,-3.3,-2.84,53629.0,58137.0,133.134,38.07
NOVA,Sunnova Energy International Inc.,18.11,-0.53,-2.84,3633000.0,3055000.0,2.081,
CFLT,"Confluent, Inc.",22.26,-0.65,-2.84,13270000.0,2913000.0,6.375,
CFR,"Cullen/Frost Bankers, Inc.",132.16,-3.85,-2.83,1155000.0,381611.0,8.498,17.76
NSRGY,Nestlé S.A.,119.46,-3.44,-2.8,238814.0,465809.0,328.501,18.96
PUMSY,PUMA SE,6.63,-0.19,-2.79,181844.0,43155.0,9.919,25.5
AOS,A. O. Smith Corporation,58.85,-1.67,-2.76,1569000.0,1093000.0,8.991,18.74
VIR,"Vir Biotechnology, Inc.",29.99,-0.85,-2.76,867157.0,838873.0,3.992,3.38
SNMRY,Snam S.p.A.,10.28,-0.29,-2.76,61444.0,103518.0,17.228,10.71
FNMAT,Federal National Mortgage Association,1.8,-0.05,-2.7,58527.0,97381.0,2.382,257.14
CIG,Companhia Energética de Minas Gerais,2.21,-0.06,-2.64,6065000.0,6546000.0,5.42,8.84
FCX,Freeport-McMoRan Inc.,45.45,-1.19,-2.55,15940000.0,13352000.0,64.963,19.02
