Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap(Billions),PE Ratio (TTM)
DADA,Dada Nexus Limited,12.78,-2.4,-15.81,3100000.0,1999000.0,3.266,
ABCM,Abcam plc,13.89,-2.54,-15.46,1735000.0,651001.0,3.185,173.63
HCM,HUTCHMED (China) Limited,17.69,-2.18,-10.97,418879.0,614395.0,3.06,
EXPI,"eXp World Holdings, Inc.",15.14,-1.71,-10.15,1214000.0,1028000.0,2.312,65.83
GDS,GDS Holdings Limited,23.76,-2.62,-9.93,1658000.0,2021999.9999999998,4.528,
FSR,Fisker Inc.,7.08,-0.76,-9.69,8540000.0,5418000.0,2.208,
PHJMF,PT Hanjaya Mandala Sampoerna Tbk,0.06,-0.006,-9.09,28740.0,462221.0,6.979,
SRAD,Sportradar Group AG,12.02,-1.2,-9.08,232223.0,216462.0,3.569,57.24
AMC,"AMC Entertainment Holdings, Inc.",5.01,-0.5,-9.07,33679000.0,29320000.0,2.572,
RIVN,"Rivian Automotive, Inc.",18.04,-1.79,-9.03,34875000.0,19903000.0,15.937,
BILI,Bilibili Inc.,25.32,-2.46,-8.86,9977000.0,12202000.0,9.695,
LCID,"Lucid Group, Inc.",11.75,-1.12,-8.7,113352000.0,30813000.0,21.483,7.63
LU,Lufax Holding Ltd,2.96,-0.28,-8.64,23940000.0,19661000.0,6.766,3.75
WYNMY,"Wynn Macau, Limited",11.33,-1.06,-8.56,58728.0,48098.0,5.935,
LAZR,"Luminar Technologies, Inc.",6.2,-0.58,-8.55,9093000.0,7291000.0,2.249,
COIN,"Coinbase Global, Inc.",56.16,-5.21,-8.49,14494000.0,16225000.000000002,14.708,5.74
CEA,China Eastern Airlines Corporation Limited,19.14,-1.69,-8.11,22036.0,8863.0,14.608,
MOMO,Hello Group Inc.,10.26,-0.89,-7.98,3028000.0,3342000.0,2.033,
W,Wayfair Inc.,58.68,-5.06,-7.94,8674000.0,5542000.0,6.286,
QS,QuantumScape Corporation,8.03,-0.69,-7.91,6594000.0,7477000.0,3.501,
