Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap(Billions),PE Ratio (TTM)
DIFTY,"Daito Trust Construction Co.,Ltd.",24.0,-3.0,-11.11,90984.0,9793.0,6.604,13.64
LTMAY,LATAM Airlines Group S.A.,0.545,-0.043,-7.31,454927.0,883273.0,5.925,0.03
CVAC,CureVac N.V.,10.74,-0.84,-7.25,908535.0,953655.0,2.044,
WEICY,"Weichai Power Co., Ltd.",13.01,-0.98,-7.01,26339.0,39862.0,14.192,21.68
ITGR,Integer Holdings Corporation,65.81,-4.93,-6.97,2621000.0,175167.0,2.18,32.42
CSPKF,COSCO SHIPPING Ports Limited,0.7527,-0.0561,-6.94,85680.0,10331.0,2.59,6.84
WWD,"Woodward, Inc.",102.26,-7.07,-6.47,1474000.0,300218.0,6.183,38.16
PSX,Phillips 66,100.27,-6.15,-5.78,7653000.0,3127000.0,47.391,4.52
LSRCY,Lasertec Corporation,37.39,-2.27,-5.72,44051.0,165181.0,17.096,73.31
CIBEY,Commercial International Bank (Egypt) S.A.E,1.61,-0.085,-5.01,40052.0,190547.0,4.974,10.06
GLW,Corning Incorporated,34.61,-1.78,-4.89,14059000.0,4013000.0,29.274,16.1
RNMBY,Rheinmetall AG,46.73,-2.39,-4.87,69989.0,29483.0,10.207,24.34
PHG,Koninklijke Philips N.V.,17.12,-0.87,-4.84,4027000.0,2952000.0,15.091,38.91
ASAI,Sendas Distribuidora S.A.,19.29,-0.96,-4.74,598816.0,364254.0,5.331,17.07
SUTNY,"Sumitomo Mitsui Trust Holdings, Inc.",3.5401,-0.1549,-4.19,49207.0,163586.0,12.918,10.73
DSNKY,"Daiichi Sankyo Company, Limited",31.4,-1.36,-4.15,37473.0,88537.0,60.463,125.6
OROCF,Allkem Limited,9.4,-0.4,-4.08,45044.0,23177.0,6.099,18.43
KKOYY,Kesko Oyj,11.52,-0.48,-4.0,24308.0,16203.0,9.157,13.4
JJSF,J&J Snack Foods Corp.,143.3,-5.82,-3.9,354202.0,81942.0,2.756,58.25
WF,Woori Financial Group Inc.,31.69,-1.27,-3.85,73314.0,39114.0,7.687,3.24
CSPCY,CSPC Pharmaceutical Group Limited,4.5105,-0.1795,-3.83,87037.0,360245.0,13.604,16.71
BZ,Kanzhun Limited,24.29,-0.96,-3.8,2963000.0,3052000.0,19.059,57.83
PSNYW,Polestar Automotive Holding UK PLC,1.0601,-0.0399,-3.63,101699.0,195912.0,11.436,
SHG,"Shinhan Financial Group Co., Ltd.",34.02,-1.28,-3.63,180228.0,123396.0,17.81,4.82
CAT,Caterpillar Inc.,252.29,-9.21,-3.52,10979000.0,3113000.0,131.294,18.36
ATAT,Atour Lifestyle Holdings Limited,26.9,-0.97,-3.48,206068.0,587494.0,3.508,168.12
HLPPY,Hang Lung Properties Limited,9.46,-0.34,-3.47,47664.0,86411.0,8.643,18.92
SHZHY,Shenzhou International Group Holdings Limited,12.52,-0.45,-3.43,37937.0,405239.0,18.858,36.84
IQ,"iQIYI, Inc.",6.7,-0.22,-3.18,17148000.0,20182000.0,6.34,
PILBF,Pilbara Minerals Limited,3.41,-0.11,-3.12,262147.0,339939.0,10.223,26.23
LYSCF,Lynas Rare Earths Limited,6.68,-0.21,-3.12,71068.0,52690.0,6.041,15.52
HLDCY,Henderson Land Development Company Limited,3.76,-0.12,-3.09,39745.0,266177.0,18.202,12.53
SUHJY,Sun Hung Kai Properties Limited,14.12,-0.45,-3.09,82488.0,123809.0,41.183,12.5
DTCWY,Deutsche Wohnen SE,11.62,-0.37,-3.09,21679.0,11709.0,9.225,5.31
RYCEF,Rolls-Royce Holdings plc,1.305,-0.0415,-3.08,209698.0,107537.0,11.226,65.25
CD,Chindata Group Holdings Limited,8.29,-0.26,-3.04,878346.0,1563000.0,3.041,33.16
CHT,"Chunghwa Telecom Co., Ltd.",37.05,-1.16,-3.04,183029.0,178993.0,28.741,23.75
TKC,Turkcell Iletisim Hizmetleri A.S.,4.96,-0.15,-2.94,563224.0,590893.0,4.331,12.72
CLPXY,China Longyuan Power Group Corporation Limited,13.48,-0.39,-2.78,30195.0,38796.0,18.319,13.35
GEHC,GE HealthCare Technologies Inc.,69.52,-1.98,-2.77,3010000.0,4019000.0,31.611,16.32
BIDU,"Baidu, Inc.",134.68,-3.8,-2.74,2869000.0,3271000.0,46.739,
PBCRY,PT Bank Central Asia Tbk,13.9,-0.38,-2.66,28007.0,28463.0,69.634,25.27
MRNA,"Moderna, Inc.",176.06,-4.81,-2.66,6019000.0,5153000.0,67.639,6.64
TSCDF,Tesco PLC,2.96,-0.08,-2.63,122650.0,29683.0,22.162,19.73
SOUHY,South32 Limited,16.01,-0.43,-2.62,24286.0,56340.0,14.777,5.62
HTHT,H World Group Limited,47.48,-1.27,-2.61,1684000.0,1848000.0,15.073,
JBSAY,JBS S.A.,7.97,-0.21,-2.57,418197.0,280527.0,8.972,2.39
EPOKY,Epiroc AB (publ),19.41,-0.51,-2.56,49375.0,108683.0,23.421,29.86
