Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap(Billions),PE Ratio (TTM)
TSLA,"Tesla, Inc.",166.66,-11.24,-6.32,228177000.0,137023000.0,526.271,46.42
SOFI,"SoFi Technologies, Inc.",6.68,0.74,12.46,163458000.0,43578000.0,5.342,
LCID,"Lucid Group, Inc.",11.75,-1.12,-8.7,113352000.0,30813000.0,21.483,7.63
APE,"AMC Entertainment Holdings, Inc.",2.33,0.41,21.35,66919000.0,28471000.0,5.632,
AMZN,"Amazon.com, Inc.",100.55,-1.69,-1.65,66245999.99999999,83108000.0,1026.0,88.98
F,Ford Motor Company,12.89,-0.38,-2.86,63245000.0,51849000.0,51.824,5.75
NIO,NIO Inc.,12.02,-0.69,-5.43,54360000.0,55660000.0,20.08,
AAPL,Apple Inc.,143.0,-2.93,-2.01,59366000.0,78882000.0,2265.0,23.4
INTC,Intel Corporation,27.95,-0.21,-0.75,54672000.0,38356000.0,115.629,8.65
NVDA,NVIDIA Corporation,191.62,-12.03,-5.91,48680000.0,46720000.0,477.517,51.39
AMD,"Advanced Micro Devices, Inc.",72.45,-2.95,-3.91,47531000.0,63377000.0,116.815,44.18
IQ,"iQIYI, Inc.",6.92,0.68,10.9,42659000.0,19583000.0,6.549,
SNAP,Snap Inc.,11.09,0.18,1.65,40664000.0,29660000.0,17.889,
BBD,Banco Bradesco S.A.,2.7,0.01,0.37,38035000.0,44534000.0,28.778,5.87
T,AT&T Inc.,20.16,0.21,1.05,35505000.0,38993000.0,143.7,8.33
CCL,Carnival Corporation & plc,10.64,-0.38,-3.45,35465000.0,48909000.0,13.833,
RIVN,"Rivian Automotive, Inc.",18.04,-1.79,-9.03,34875000.0,19903000.0,15.937,
ET,Energy Transfer LP,13.1,-0.26,-1.95,16352000.0,14408000.0,40.459,9.78
AMC,"AMC Entertainment Holdings, Inc.",5.01,-0.5,-9.07,33679000.0,29320000.0,2.572,
PLTR,Palantir Technologies Inc.,7.37,-0.18,-2.38,28324000.0,32927000.0,15.331,
GOOGL,Alphabet Inc.,96.94,-2.43,-2.45,26987000.0,32244000.0,1263.0,18.9
META,"Meta Platforms, Inc.",147.06,-4.68,-3.08,26978000.0,38178000.0,385.621,13.62
LU,Lufax Holding Ltd,2.96,-0.28,-8.64,23940000.0,19661000.0,6.766,3.75
PFE,Pfizer Inc.,43.55,-0.24,-0.55,23786000.0,21659000.0,244.46,8.34
LUMN,"Lumen Technologies, Inc.",5.14,-0.15,-2.84,22241000.0,24222000.0,5.318,2.5
AAL,American Airlines Group Inc.,15.96,-0.47,-2.86,23550000.0,28028000.0,10.384,84.0
BAC,Bank of America Corporation,35.3,-0.15,-0.42,27058000.0,38834000.0,282.286,11.07
SWN,Southwestern Energy Company,5.4,-0.16,-2.88,21740000.0,23030000.0,5.959,2.28
PBR,Petróleo Brasileiro S.A. - Petrobras,11.28,-0.01,-0.09,21648000.0,34282000.0,73.569,2.16
JNJ,Johnson & Johnson,162.0,-6.23,-3.7,23177000.0,6583000.0,423.546,24.07
BABA,Alibaba Group Holding Limited,111.2,-7.18,-6.07,21371000.0,24693000.0,298.083,150.27
ITUB,Itaú Unibanco Holding S.A.,4.83,-0.02,-0.41,20721000.0,40464000.0,47.338,8.33
RIG,Transocean Ltd.,6.49,-0.14,-2.11,20075000.0,23032000.0,4.685,
CS,Credit Suisse Group AG,3.43,-0.13,-3.65,19975000.0,20065000.0,13.588,
