Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap(Billions),PE Ratio (TTM)
TSLA,"Tesla, Inc.",160.27,15.84,10.97,233489000.0,130193000.00000001,506.093,49.47
AMZN,"Amazon.com, Inc.",99.22,2.04,2.1,66474999.99999999,86326000.0,1012.0,89.39
NIO,NIO Inc.,12.17,0.54,4.64,51411000.0,55933000.0,20.33,
F,Ford Motor Company,12.92,0.13,1.02,48882000.0,52390000.0,51.945,5.79
NVDA,NVIDIA Corporation,198.02,4.79,2.48,48710000.0,46838000.0,493.466,53.1
AAPL,Apple Inc.,143.96,2.1,1.48,53742000.0,81327000.0,2280.0,23.56
AAL,American Airlines Group Inc.,16.61,0.35,2.15,47382000.0,27668000.0,10.795,
AMD,"Advanced Micro Devices, Inc.",75.16,0.25,0.33,48245000.0,64266000.00000001,121.185,46.11
LU,Lufax Holding Ltd,3.16,0.37,13.26,41455000.0,19025000.0,7.223,4.05
T,AT&T Inc.,20.0,-0.42,-2.06,47352000.0,39408000.0,142.54,8.26
PFE,Pfizer Inc.,44.25,-0.41,-0.92,38374000.0,21429000.0,248.389,8.41
INTC,Intel Corporation,30.09,0.39,1.31,40578000.0,37429000.0,124.181,9.32
RIVN,"Rivian Automotive, Inc.",18.31,-0.38,-2.03,31996000.0,18443000.0,16.175,
CCL,Carnival Corporation & plc,10.63,-0.25,-2.3,31744000.0,49050000.0,13.82,
WBD,"Warner Bros. Discovery, Inc.",15.0,0.47,3.23,30598000.0,29560000.0,36.426,8.29
SOFI,"SoFi Technologies, Inc.",5.71,-0.08,-1.38,29862000.0,43213000.0,4.566,
MSFT,Microsoft Corporation,248.0,7.39,3.07,33354999.999999996,30651000.0,1849.0,26.7
SNAP,Snap Inc.,10.19,0.52,5.38,29518000.0,30519000.0,16.437,
SWN,Southwestern Energy Company,5.56,0.02,0.36,28573000.0,23339000.0,6.136,2.45
SHOP,Shopify Inc.,48.33,1.0,2.11,28174000.0,23312000.0,61.48,371.77
PLUG,Plug Power Inc.,15.37,-0.97,-5.94,27962000.0,16863000.0,8.959,
PLTR,Palantir Technologies Inc.,7.24,0.02,0.28,27927000.0,32665999.999999996,15.061,
MPW,"Medical Properties Trust, Inc.",12.58,0.19,1.53,27895000.0,13326000.0,7.523,6.02
ABEV,Ambev S.A.,2.68,0.0,0.0,27911000.0,27309000.0,42.188,16.75
NOK,Nokia Oyj,4.81,0.18,3.89,27227000.0,19813000.0,27.237,14.58
BBD,Banco Bradesco S.A.,2.8,0.02,0.72,26961000.0,44486000.0,29.844,6.22
PBR,Petróleo Brasileiro S.A. - Petrobras,11.66,-0.27,-2.26,26368000.0,34892000.0,76.048,2.23
GOOGL,Alphabet Inc.,97.52,2.3,2.42,29109000.0,32906000.0,1271.0,19.82
RIG,Transocean Ltd.,6.66,0.24,3.74,26636000.0,22762000.0,4.808,
CSX,CSX Corporation,30.15,-0.9,-2.9,25559000.0,13396000.0,63.388,16.04
LCID,"Lucid Group, Inc.",9.0,0.13,1.47,26178000.0,27376000.0,16.455,8.26
BAC,Bank of America Corporation,35.34,0.47,1.35,30008000.0,38947000.0,282.606,11.08
ET,Energy Transfer LP,13.5,0.35,2.66,24112000.0,14379000.0,41.694,10.07
IQ,"iQIYI, Inc.",6.4,0.63,10.92,23713000.0,19245000.0,6.056,
GOLD,Barrick Gold Corporation,19.69,-0.1,-0.51,23515000.0,20094000.0,34.706,18.4
LUMN,"Lumen Technologies, Inc.",5.14,-0.16,-3.02,23122000.0,24067000.0,5.318,2.57
META,"Meta Platforms, Inc.",147.3,5.8,4.1,25431000.0,42554000.0,386.25,14.23
LVS,Las Vegas Sands Corp.,58.37,3.35,6.09,22720000.0,5402000.0,44.604,24.14
NU,Nu Holdings Ltd.,4.23,0.11,2.67,22592000.0,27901000.0,19.82,
UBER,"Uber Technologies, Inc.",30.02,-0.27,-0.89,22256000.0,21889000.0,59.872,
CMCSA,Comcast Corporation,40.41,0.31,0.77,22163000.0,23971000.0,174.709,34.25
ITUB,Itaú Unibanco Holding S.A.,4.99,-0.03,-0.6,21392000.0,41419000.0,48.329,8.91
GOOG,Alphabet Inc.,99.16,2.43,2.51,23956000.0,27007000.0,1274.0,19.71
AMC,"AMC Entertainment Holdings, Inc.",5.28,-0.05,-0.94,21037000.0,28903000.0,2.71,
VALE,Vale S.A.,19.3,0.39,2.06,20877000.0,31418000.0,89.615,4.87
VZ,Verizon Communications Inc.,40.27,-0.06,-0.15,19557000.0,24078000.0,169.127,7.96
GM,General Motors Company,36.48,0.16,0.44,19548000.0,13003000.0,51.827,6.25
XM,Qualtrics International Inc.,14.9,3.69,32.92,19427000.0,1580000.0,8.802,
XOM,Exxon Mobil Corporation,117.76,4.55,4.02,20924000.0,17449000.0,484.97,9.61
CS,Credit Suisse Group AG,3.57,0.1,2.88,17945000.0,21015000.0,14.143,
SJI,"South Jersey Industries, Inc.",36.11,0.03,0.08,17508000.0,2017000.0,4.422,27.15
NEE,"NextEra Energy, Inc.",76.4,-0.19,-0.25,16794000.0,6540000.0,151.819,36.56
WFC,Wells Fargo & Company,45.81,0.47,1.04,16722000.000000002,18496000.0,175.626,14.59
XPEV,XPeng Inc.,10.24,0.47,4.81,16680000.0,33008000.000000004,8.773,
IBM,International Business Machines Corporation,134.45,-6.31,-4.48,17534000.0,4298000.0,120.51,22.08
DNA,"Ginkgo Bioworks Holdings, Inc.",1.75,-0.01,-0.57,16361999.999999998,23051000.0,3.594,
AFRM,"Affirm Holdings, Inc.",14.36,0.22,1.56,16123999.999999998,16254000.000000002,4.167,
FCX,Freeport-McMoRan Inc.,45.45,-1.19,-2.55,15940000.0,13352000.0,64.963,19.02
GRAB,Grab Holdings Limited,3.63,-0.05,-1.36,15742000.0,16578000.0,13.98,
TSM,Taiwan Semiconductor Manufacturing Company Limited,93.45,1.04,1.13,15736000.0,15027000.0,484.632,14.47
PCG,PG&E Corporation,15.85,-0.15,-0.94,15471000.0,15670000.0,33.645,18.65
LUV,Southwest Airlines Co.,35.7,-1.17,-3.17,16684999.999999998,6385000.0,21.197,26.84
C,Citigroup Inc.,52.19,0.29,0.56,22337000.0,17617000.0,101.084,7.34
