Period End Date,Period Length,Total Revenue,Cost of Revenue,Gross Profit,"Selling, General and Administrative",Research and Development,Unusual Expense/Income,Total Operating Expense,Operating Income,Interest Income Net,Other Income Net,Net Income Before Taxes,Provision for Income Taxes,Net Income,Income Avail. to Common Excl. Extraord.,Income Avail. to Common Incl. Extraord.,Diluted Average Shares,Diluted EPS Excl. Extraord.,Diluted EPS Incl. Extraord.
TTM,12 Months,"859,363.00","546,470.00","312,893.00","146,747.00","55,992.00",,"785,498.00","73,865.00","18,723.00","-69,404.00","23,184.00","19,603.00","13,629.00","13,629.00","13,629.00","21,416.50",0.61310,0.61310
3/31/2022,12 Months,"853,062.00","538,705.00","314,357.00","151,721.00","55,465.00","29,111.00","786,649.00","66,413.00","-17,386.00","10,523.00","59,550.00","26,815.00","61,959.00","61,959.00","61,959.00","21,787.00",2.84385,2.84385
3/31/2021,12 Months,"717,289.00","419,517.00","297,772.00","136,743.00","57,236.00","-4,537.00","621,386.00","95,903.00","62,093.00","7,582.00","165,578.00","29,278.00","150,308.00","150,308.00","150,308.00","21,982.00",6.83778,6.83778
3/31/2020,12 Months,"509,711.00","279,713.00","229,998.00","78,870.00","43,080.00","-68,755.00","345,422.00","164,289.00","-5,694.00","8,050.00","166,645.00","20,562.00","149,263.00","149,263.00","149,263.00","21,346.00",6.99255,6.99255
3/31/2019,12 Months,"376,844.00","204,086.00","172,758.00","64,669.00","37,435.00","14,057.00","330,974.00","45,870.00","47,916.00","2,435.00","96,221.00","16,553.00","87,600.00","87,600.00","87,600.00","20,984.00",4.17461,4.17461
3/31/2018,12 Months,"250,266.00","106,243.00","144,023.00","43,540.00","22,754.00","3,312.00","182,969.00","67,297.00","27,003.00","6,103.00","100,403.00","18,199.00","63,985.00","63,985.00","63,985.00","20,880.00",3.06442,3.06442
3/31/2017,12 Months,"158,273.00","58,626.00","99,647.00","28,553.00","17,060.00","3,246.00","112,607.00","45,666.00","10,341.00","4,022.00","60,029.00","13,776.00","43,675.00","43,675.00","43,675.00","20,584.00",2.12179,2.12179
3/31/2016,12 Months,"101,143.00","34,355.00","66,788.00","20,512.00","13,788.00","1,621.00","73,207.00","27,936.00","51,210.00","2,322.00","81,468.00","8,449.00","71,460.00","71,460.00","71,460.00","20,496.00",3.48653,3.48653
