Period End Date,Cash and Equivalents,Short Term Investments,Cash and Short Term Investments,"Accounts Receivable - Trade, Net","Total Receivables, Net",Total Inventory,Total Current Assets,"Property, Plant And Equipment - Gross","Property, Plant And Equipment - Net","Goodwill, Net","Intangibles, Net",Long Term Investments,Other Long Term Assets,Total Assets,Accounts Payable,Accrued Expenses,Notes Payable/Short Term Debt,Current Port. of LT Debt/Capital Leases,Other Current liabilities,Total Current Liabilities,Long Term Debt,Capital Lease Obligations,Total Long Term Debt,Total Debt,Other Liabilities,Total Liabilities,Common Stock,Additional Paid-In Capital,Retained Earnings,Unrealized Gain (Loss),Other Equity,Total Equity,Total Liabilities and Equity,Total Common Shares Outstanding,Full-Time Employees,Number of Common Shareholders
12/31/2022,"53,888.00","16,138.00","70,026.00","42,002.00","42,002.00","34,405.00","146,791.00",,"252,838.00","20,288.00",,"5,000.00","37,758.00","462,675.00","79,600.00","59,301.00",0.00,"3,265.00","13,227.00","155,393.00","67,150.00","18,086.00","85,236.00","88,501.00","76,003.00","316,632.00",108.00,"75,066.00","83,193.00",,"-4,487.00","146,043.00","462,675.00","10,242.00","1,541,000",
9/30/2022,"34,947.00","23,715.00","58,662.00","35,930.00","35,930.00","36,647.00","131,463.00",,"239,228.00","20,168.00",,"7,800.00","29,703.00","428,362.00","67,760.00","55,473.00",0.00,"4,501.00","12,629.00","140,363.00","58,919.00","18,295.00","77,214.00","81,715.00","73,296.00","290,873.00",107.00,"69,419.00","82,915.00",,"-7,115.00","137,489.00","428,362.00","10,198.00","1,544,000",
6/30/2022,"37,478.00","23,232.00","60,710.00","34,597.00","34,597.00","38,153.00","133,667.00",,"232,136.00","20,195.00",,"6,600.00","27,130.00","419,728.00","71,219.00","51,005.00",0.00,"5,249.00","12,818.00","140,291.00","58,053.00","19,425.00","77,478.00","82,727.00","70,557.00","288,326.00",107.00,"63,871.00","80,043.00",,"-4,782.00","131,402.00","419,728.00","10,183.00","1,523,000",
3/31/2022,"36,393.00","29,992.00","66,385.00","32,313.00","32,313.00","34,987.00","133,876.00",,"224,629.00","20,229.00",,"11,800.00","20,233.00","410,767.00","68,547.00","55,243.00",0.00,"2,898.00","12,820.00","139,508.00","47,556.00","20,885.00","68,441.00","71,339.00","68,817.00","276,766.00",5.00,"58,793.00","82,071.00",,"-2,365.00","134,001.00","410,767.00","10,180.00","1,622,000",
12/31/2021,"36,220.00","59,829.00","96,049.00","32,891.00","32,891.00","32,640.00","161,580.00",,"216,363.00","15,371.00",,"20,300.00","6,935.00","420,549.00","78,664.00","50,284.00",0.00,"1,491.00","11,827.00","142,266.00","48,744.00","15,670.00","64,414.00","65,905.00","75,624.00","282,304.00",5.00,"55,538.00","85,915.00",,"-1,376.00","138,245.00","420,549.00","10,180.00","1,608,000",
9/30/2021,"29,944.00","49,044.00","78,988.00","28,610.00","28,610.00","30,933.00","138,531.00",,"199,303.00","15,345.00",,"4,400.00","24,827.00","382,406.00","71,474.00","40,546.00",0.00,"1,000.00","10,974.00","123,994.00","50,055.00","15,807.00","65,862.00","66,862.00","71,986.00","261,842.00",5.00,"51,879.00","71,592.00",,"-1,075.00","120,564.00","382,406.00","10,060.00","1,468,000",
6/30/2021,"40,380.00","49,514.00","89,894.00","26,835.00","26,835.00","24,119.00","140,848.00",,"176,848.00","15,350.00",,"4,700.00","22,573.00","360,319.00","66,090.00","39,849.00",0.00,"1,158.00","10,695.00","117,792.00","50,279.00","16,228.00","66,507.00","67,665.00","61,217.00","245,516.00",5.00,"48,724.00","68,436.00",,-525.00,"114,803.00","360,319.00","10,120.00","1,335,000",
3/31/2021,"33,834.00","39,436.00","73,270.00","24,289.00","24,289.00","23,849.00","121,408.00",,"160,789.00","15,220.00",,"2,900.00","22,760.00","323,077.00","63,926.00","39,783.00",0.00,"1,156.00","10,539.00","115,404.00","31,868.00","16,930.00","48,798.00","49,954.00","55,555.00","219,757.00",5.00,"45,160.00","60,658.00",,-666.00,"103,320.00","323,077.00","10,080.00","1,271,000",
