Date,Title,Link,Source,source
2023-02-15 17:40:00,eBay Q4 Preview: Can The Earnings Streak Continue?,https://finance.yahoo.com/news/ebay-q4-preview-earnings-streak-224010952.html,finance.yahoo,
2023-02-15 16:12:00,"Top Wallet-Friendly Picks for Healthy Food Items at Trader Joes, Whole Foods and More",https://finance.yahoo.com/news/top-wallet-friendly-picks-healthy-210012517.html,finance.yahoo,
2023-02-15 16:04:00,House Panel Issues Subpoenas to Tech CEOs for Information on Content Moderation,https://finance.yahoo.com/m/91ced1f6-ed1c-3c93-a359-46775d169bfe/house-panel-issues-subpoenas.html,finance.yahoo,
2023-02-15 14:49:00,"Amazon, Apple, Meta CEOs subpoenaed by House Judiciary chairman",https://finance.yahoo.com/m/d3175e0b-1a3f-3902-98a2-2d3d7362154a/amazon%2C-apple%2C-meta-ceos.html,finance.yahoo,
2023-02-15 13:20:00,Billionaire George Soros Continues to Sell Rivian,https://finance.yahoo.com/m/543de578-db4b-3af9-9ae0-6cc664415c97/billionaire-george-soros.html,finance.yahoo,
2023-02-15 12:41:00,"Microsoft and Google are in a Game of Thrones battle over A.I. but Apple and Amazon still have huge roles to play, according to Wedbush",https://finance.yahoo.com/news/microsoft-google-game-thrones-battle-174112314.html,finance.yahoo,
2023-02-15 11:27:00,EU to investigate Amazons $1.7 billion purchase of iRobot: report,https://finance.yahoo.com/m/e811eb67-3be2-3769-b95f-d794faf70fa7/eu-to-investigate-amazon%E2%80%99s.html,finance.yahoo,
2023-02-15 10:00:00,Making Amazon Returns? Think Twice Before Taking Amazon Credit,https://finance.yahoo.com/m/a70cb602-7b24-3c0d-a1b0-37d7d4166682/making-amazon-returns%3F-think.html,finance.yahoo,
2023-02-15 07:33:00,UPDATE 4-Amazon says it is in talks with regulators on Roomba vacuum maker deal,https://finance.yahoo.com/news/1-eu-set-investigate-amazons-123311038.html,finance.yahoo,
2023-02-15 07:30:00,The Lex Newsletter: Amazon is determined to shop til it drops,https://finance.yahoo.com/m/f453eda3-c89d-3493-99c2-a1b9ccd7c66a/the-lex-newsletter%3A-amazon-is.html,finance.yahoo,
2023-02-15 07:13:00,Amazon Spent an Astonishing $501.7 Billion in 2022,https://finance.yahoo.com/m/7a3c1041-088f-30d7-9eb9-56cc8035c90c/amazon-spent-an-astonishing.html,finance.yahoo,
2023-02-15 07:12:00,Amazon says it is in talks with regulators on Roomba vacuum maker deal,https://finance.yahoo.com/news/eu-set-investigate-amazons-1-121214226.html,finance.yahoo,
2023-02-15 07:09:00,Amazon CEO Andy Jassy issues a rallying cry to his remaining workers after mass layoffs: We will be misunderstood and underrated,https://finance.yahoo.com/news/amazon-ceo-andy-jassy-issues-120929398.html,finance.yahoo,
2023-02-15 06:45:00,How Akamai Is Taking on AWS,https://finance.yahoo.com/m/6e81c557-6cf8-3b01-a686-22e5bd212e46/how-akamai-is-taking-on-aws.html,finance.yahoo,
2023-02-15 06:01:00,"Amazon.com, Inc. (NASDAQ:AMZN) Shares Could Be 45% Below Their Intrinsic Value Estimate",https://finance.yahoo.com/news/amazon-com-inc-nasdaq-amzn-110114594.html,finance.yahoo,
2023-02-15 06:01:00,Macroeconomic Headwinds Dragged Amazon.com (AMZN) in Q4,https://finance.yahoo.com/news/macroeconomic-headwinds-dragged-amazon-com-110113181.html,finance.yahoo,
2023-02-15 05:51:00,Amazon And Meta Tap Japan's Itochu For Clean Energy Supply,https://finance.yahoo.com/news/amazon-meta-tap-japans-itochu-105142636.html,finance.yahoo,
2023-02-15 05:50:00,These 2 FAANG Stocks Are Once-in-a-Decade Buys Right Now,https://finance.yahoo.com/m/525abe2b-a619-3a7f-a71b-1d1d6ffd3083/these-2-faang-stocks-are.html,finance.yahoo,
2023-02-15 05:20:00,3 E-Commerce Stocks You Can Buy and Hold for the Next Decade,https://finance.yahoo.com/m/4c248afc-f83d-3a65-8c07-fd340ba93236/3-e-commerce-stocks-you-can.html,finance.yahoo,
2023-02-15 04:07:00,Is Amazon.com (AMZN) a Good Investment for the Long Term?,https://finance.yahoo.com/news/amazon-com-amzn-good-investment-090700531.html,finance.yahoo,
2023-02-14 18:41:00,Shopify Q4 Preview: Can Shares Maintain Strength?,https://finance.yahoo.com/news/shopify-q4-preview-shares-maintain-234111427.html,finance.yahoo,
2023-02-14 18:00:00,3 Signs You Need to Take a Break From Shopping on Amazon,https://finance.yahoo.com/m/53a12df3-3f6d-3173-8e05-7144ba7ef026/3-signs-you-need-to-take-a.html,finance.yahoo,
2023-02-14 17:52:00,Walmart keeps Bellevue tech office as it shuts down other hubs,https://finance.yahoo.com/m/084203a5-431d-3d0d-96da-2279902662e2/walmart-keeps-bellevue-tech.html,finance.yahoo,
2023-02-14 17:15:00,Here's How Much Amazon Takes From Every Third-Party Sale,https://finance.yahoo.com/m/099bd417-dafd-3741-902d-ab4e5e9283d6/here%27s-how-much-amazon-takes.html,finance.yahoo,
2023-02-14 16:45:00,No steering wheel? No problem. Amazons Zoox tests robotaxi on California streets.,https://finance.yahoo.com/m/61d85638-ee8f-3dd4-b052-427d2e0a83d6/no-steering-wheel%3F-no.html,finance.yahoo,
2023-02-14 16:16:00,Amazon Stock: Bull vs. Bear,https://finance.yahoo.com/m/293ba138-9d75-3cda-a6b4-95029ca5e1aa/amazon-stock%3A-bull-vs.-bear.html,finance.yahoo,
2023-02-14 16:14:00,George Soros Top 15 Holdings,https://finance.yahoo.com/news/george-soros-top-15-holdings-211422503.html,finance.yahoo,
2023-02-14 14:22:00,"Amazon Gains a Huge Step Up On Uber, Tesla",https://finance.yahoo.com/m/10ef66bc-c4bf-343d-9333-e13bae3b9c0e/amazon-gains-a-huge-step-up.html,finance.yahoo,
2023-02-14 13:09:00,Amazon to double down on grocery business despite recent setbacks,https://finance.yahoo.com/news/amazon-double-down-grocery-business-180942354.html,finance.yahoo,
2023-02-14 12:10:00,Amazon Buying Its Own Warehouse Space: Will That Hurt Industrial REITs?,https://finance.yahoo.com/news/amazon-buying-own-warehouse-space-171054269.html,finance.yahoo,
2023-02-14 12:00:00,This Little-Known Amazon Feature Can Save You Money,https://finance.yahoo.com/m/f2eb0cc2-ef8f-38ec-af6d-548c2f309902/this-little-known-amazon.html,finance.yahoo,
2023-02-14 12:00:00,"37 Mistakes We Make When Shopping at Costco, Amazon, Target and Walmart",https://finance.yahoo.com/news/37-mistakes-shopping-costco-amazon-143207271.html,finance.yahoo,
2023-02-14 11:14:00,"Amazons self-driving taxis hit the road in California, shuttling employees to and from work",https://finance.yahoo.com/news/amazon-self-driving-taxis-hit-161408169.html,finance.yahoo,
2023-02-14 11:07:00,iRobot plans to lay off 7% of staff amid Amazon acquisition process,https://finance.yahoo.com/video/irobot-plans-lay-off-7-160724564.html,finance.yahoo,
2023-02-14 10:00:00,You Won't Believe What This Bank CEO Earns After a 30% Pay Cut,https://finance.yahoo.com/m/4c3d34aa-c795-3d8a-aa45-46575457ea2b/you-won%27t-believe-what-this.html,finance.yahoo,
2023-02-14 09:46:00,"Shopifys Early Job Cuts Fuel Rebound in Earnings, Stock Price",https://finance.yahoo.com/news/shopify-early-job-cuts-fuel-111654611.html,finance.yahoo,
2023-02-14 09:30:00,Stimulus Update: Are All of These Layoffs an Indicator That Stimulus Aid Is on the Way?,https://finance.yahoo.com/m/cabaad9b-72be-37c9-b59a-ca6a56d51407/stimulus-update%3A-are-all-of.html,finance.yahoo,
2023-02-14 05:55:00,3 Stocks Down 48% or More That Are Screaming Buys Right Now,https://finance.yahoo.com/m/91285cc2-752a-3036-9b5c-2bc177d5884c/3-stocks-down-48%25-or-more.html,finance.yahoo,
2023-02-14 05:20:00,2 Top Stocks in Warren Buffett's Secret Portfolio to Buy Now and Hold Forever,https://finance.yahoo.com/m/b8e7b930-defb-37e3-8d66-81a51971102b/2-top-stocks-in-warren.html,finance.yahoo,
2023-02-14 04:47:00,Hedge-fund legend Seth Klarman pounced on Amazon and parent companies of Google and Facebook in the fourth quarter,https://finance.yahoo.com/m/c5c3aa2b-b6fe-3fcf-88bb-61482db8aba1/hedge-fund-legend-seth.html,finance.yahoo,
2023-02-14 02:00:00,Roses? How About a Dozen Stocks for Valentines Day That Wall Street Loves?,https://finance.yahoo.com/m/f4b89ba2-89b5-3b11-b24d-adabf2c00135/roses%3F-how-about-a-dozen.html,finance.yahoo,
2023-02-14 01:10:00,Amazon pledges $25M for transit-oriented housing as state lawmakers consider bill,https://finance.yahoo.com/m/485e4b0b-9846-3469-97b5-755a96f5f9bd/amazon-pledges-%2425m-for.html,finance.yahoo,
2023-02-13 23:42:00,"Soros buys Horizon Therapeutics, First Horizon, adds to Alphabet, cuts Amazon",https://finance.yahoo.com/news/soros-buys-horizon-therapeutics-first-044252257.html,finance.yahoo,
2023-02-13 22:42:00,American Cloud Companies Face Challenge From China in Southeast Asia,https://finance.yahoo.com/m/dfaf2568-9387-351a-923a-9ae15a4ce384/american-cloud-companies-face.html,finance.yahoo,
2023-02-13 21:30:00,"Amazon Tried to Coerce NYC Staff With Subpoenas, Labor Officials Say",https://finance.yahoo.com/news/amazon-tried-coerce-nyc-staff-221426095.html,finance.yahoo,
