Period End Date,Period Length,Net Income,Depreciation/Depletion,Amortization,Deferred Taxes,Non-Cash Items,Changes in Working Capital,Cash from Operating Activities,Capital Expenditures,Other Investing Cash Flow Items,Cash from Investing Activities,Financing Cash Flow Items,Total Cash Dividends Paid,Issuance (Retirement) of Stock,Issuance (Retirement) of Debt,Cash from Financing Activities,Foreign Exchange Effects,Net Cash - Beginning Balance,Net Cash - Ending Balance,Net Change in Cash,Cash Interest Paid,Cash Taxes Paid
12/31/2022,12 Months,"-2,722.00","41,921.00",,"-8,148.00","36,587.00","-20,886.00","46,752.00","-63,645.00","26,044.00","-37,601.00",,,"-6,000.00","15,718.00","9,718.00","-1,093.00","36,477.00","54,253.00","17,776.00","1,561.00","6,035.00"
9/30/2022,9 Months,"-3,000.00","28,776.00",,"-4,781.00","27,996.00","-31,412.00","17,579.00","-47,053.00","20,273.00","-26,780.00",,,"-6,000.00","15,632.00","9,632.00","-1,730.00","36,477.00","35,178.00","-1,299.00",932.00,"4,340.00"
6/30/2022,6 Months,"-5,872.00","18,572.00",,"-3,956.00","23,589.00","-26,158.00","6,175.00","-30,675.00","19,503.00","-11,172.00",,,"-6,000.00","12,616.00","6,616.00",-396.00,"36,477.00","37,700.00","1,223.00",628.00,"3,598.00"
3/31/2022,3 Months,"-3,844.00","8,978.00",,"-2,001.00","12,154.00","-18,077.00","-2,790.00","-14,951.00","15,857.00",906.00,,,"-2,666.00","4,656.00","1,990.00",16.00,"36,477.00","36,599.00",122.00,279.00,453.00
12/31/2021,12 Months,"33,364.00","34,296.00",,-310.00,"-1,412.00","-19,611.00","46,327.00","-61,053.00","2,899.00","-58,154.00",,,,"6,291.00","6,291.00",-364.00,"42,377.00","36,477.00","-5,900.00","1,098.00","3,688.00"
9/30/2021,9 Months,"19,041.00","24,494.00",,"3,313.00","6,775.00","-29,382.00","24,241.00","-42,118.00","-3,456.00","-45,574.00",,,,"9,391.00","9,391.00",-258.00,"42,377.00","30,177.00","-12,200.00",731.00,"3,354.00"
6/30/2021,6 Months,"15,885.00","15,546.00",,"2,404.00","3,231.00","-20,138.00","16,928.00","-26,370.00","-4,376.00","-30,746.00",,,,"12,167.00","12,167.00",-59.00,"42,377.00","40,667.00","-1,710.00",455.00,"2,604.00"
3/31/2021,3 Months,"8,107.00","7,508.00",,"1,703.00",880.00,"-13,985.00","4,213.00","-12,082.00","3,416.00","-8,666.00",,,,"-3,476.00","-3,476.00",-293.00,"42,377.00","34,155.00","-8,222.00",276.00,801.00
