Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap(Billions),PE Ratio (TTM)
NTCT,"NetScout Systems, Inc.",31.87,-4.19,-11.62,1315000.0,474800.0,2.302,41.93
FIBK,"First Interstate BancSystem, Inc.",33.62,-4.09,-10.85,2956000.0,471995.0,3.512,17.15
CRC,California Resources Corporation,43.16,-4.67,-9.76,2261000.0,634705.0,3.171,3.04
CALX,"Calix, Inc.",51.1,-5.4,-9.56,3046000.0,600650.0,3.344,74.06
EBC,"Eastern Bankshares, Inc.",16.01,-1.58,-8.98,3510000.0,610970.0,2.829,13.92
HAS,"Hasbro, Inc.",58.61,-5.17,-8.11,7006000.0,1617000.0,8.095,19.67
YACAF,Yancoal Australia Ltd,4.165,-0.365,-8.06,146768.0,36726.0,5.5,2.97
APPF,"AppFolio, Inc.",106.01,-8.93,-7.77,537011.0,100961.0,3.727,
NARI,"Inari Medical, Inc.",58.67,-4.5,-7.12,1690000.0,650650.0,3.148,
KLAC,KLA Corporation,399.37,-29.39,-6.85,2385000.0,1395000.0,56.598,18.02
INTC,Intel Corporation,28.16,-1.93,-6.41,148548000.0,36522000.0,116.216,8.72
SYM,Symbotic Inc.,13.77,-0.93,-6.33,243063.0,173233.0,7.672,
WHITF,Whitehaven Coal Limited,5.91,-0.39,-6.11,126509.0,48191.0,5.365,4.29
EC,Ecopetrol S.A.,11.28,-0.68,-5.69,3029000.0,2486000.0,23.19,3.48
PILBF,Pilbara Minerals Limited,3.48,-0.2,-5.43,277176.0,341425.0,10.433,26.77
EMN,Eastman Chemical Company,86.82,-4.93,-5.37,2474000.0,967266.0,10.418,9.63
CL,Colgate-Palmolive Company,71.59,-3.94,-5.22,13353000.0,3783000.0,59.793,31.26
FN,Fabrinet,128.5,-7.02,-5.18,300095.0,185906.0,4.701,21.63
FNMA,Federal National Mortgage Association,0.4701,-0.0249,-5.04,2638000.0,2413000.0,0.54436,
BVN,Compañía de Minas Buenaventura S.A.A.,7.99,-0.42,-4.99,549314.0,1265000.0,2.029,5.71
