Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap(Billions),PE Ratio (TTM)
PHJMF,PT Hanjaya Mandala Sampoerna Tbk,0.0504,-0.0054,-9.68,251221.0,425959.0,6.334,
SQSP,"Squarespace, Inc.",21.11,-1.82,-7.94,1742000.0,555959.0,2.888,131.94
DNNGY,Ørsted A/S,29.66,-2.43,-7.57,97759.0,91262.0,40.662,15.29
JBSAY,JBS S.A.,8.33,-0.38,-4.36,206098.0,265114.0,9.277,2.55
KNSL,"Kinsale Capital Group, Inc.",264.47,-11.94,-4.32,451018.0,165880.0,6.104,43.57
ERIC,Telefonaktiebolaget LM Ericsson (publ),5.68,-0.25,-4.22,26355000.0,10777000.0,20.123,10.52
SUZ,Suzano S.A.,9.11,-0.4,-4.21,2342000.0,1725000.0,12.452,3.63
CSAN,Cosan S.A.,12.83,-0.55,-4.11,880382.0,366967.0,6.282,18.87
OAK-PB,"Oaktree Capital Group, LLC",22.61,-0.95,-4.03,320851.0,18496.0,5.85,10.38
EVO,Evotec SE,9.91,-0.41,-3.97,35447.0,71990.0,3.63,495.5
LCII,LCI Industries,103.14,-4.13,-3.85,377992.0,219695.0,2.623,5.32
SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,10.31,-0.37,-3.46,4513000.0,2987000.0,7.291,11.99
EVKIY,Evonik Industries AG,11.23,-0.4,-3.44,25001.0,3006.0,10.466,10.4
LZRFY,Localiza Rent a Car S.A.,10.62,-0.37,-3.35,20988.0,43614.0,10.743,27.23
IIPR,"Innovative Industrial Properties, Inc.",89.03,-3.06,-3.32,1238000.0,350668.0,2.49,17.12
NOKBF,Nokia Oyj,4.62,-0.154,-3.23,393076.0,558481.0,25.85,14.44
PZZA,"Papa John's International, Inc.",80.39,-2.45,-2.96,582215.0,524321.0,2.84,41.65
BGNE,"BeiGene, Ltd.",266.42,-8.08,-2.94,272198.0,274085.0,28.702,
INDB,Independent Bank Corp.,76.91,-2.33,-2.94,555807.0,188045.0,3.51,13.52
AHCO,AdaptHealth Corp.,21.03,-0.6,-2.77,565878.0,778275.0,2.833,33.38
CIG-C,Companhia Energética de Minas Gerais,3.17,-0.09,-2.76,40708.0,55224.0,6.976,13.21
ITUB,Itaú Unibanco Holding S.A.,4.96,-0.14,-2.75,29759000.0,42397000.0,48.038,8.86
BANF,BancFirst Corporation,82.78,-2.21,-2.6,142916.0,94980.0,2.721,14.35
PSNYW,Polestar Automotive Holding UK PLC,1.14,-0.03,-2.56,61974.0,195414.0,12.298,
RXDX,"Prometheus Biosciences, Inc.",115.0,-3.0,-2.54,535212.0,908031.0,5.346,
GS,"The Goldman Sachs Group, Inc.",341.84,-8.91,-2.54,11247000.0,2660000.0,114.488,11.37
