Period End Date,Period Length,Total Revenue,Cost of Revenue,Gross Profit,"Selling, General and Administrative",Research and Development,Unusual Expense/Income,Total Operating Expense,Operating Income,Interest Income Net,Other Income Net,Net Income Before Taxes,Provision for Income Taxes,Net Income,Income Avail. to Common Excl. Extraord.,Income Avail. to Common Incl. Extraord.,Diluted Average Shares,Diluted EPS Excl. Extraord.,Diluted EPS Incl. Extraord.
10/30/2022,13 Weeks,"5,931.00","2,754.00","3,177.00",631.00,"1,945.00",0.00,"5,330.00",601.00,12.00,,613.00,-67.00,680.00,680.00,680.00,"2,499.00",0.27211,0.27211
7/31/2022,13 Weeks,"6,704.00","3,789.00","2,915.00",592.00,"1,824.00",0.00,"6,205.00",499.00,-26.00,2.00,475.00,-181.00,656.00,656.00,656.00,"2,516.00",0.26073,0.26073
5/1/2022,13 Weeks,"8,288.00","2,857.00","5,431.00",592.00,"1,618.00","1,353.00","6,420.00","1,868.00",-74.00,11.00,"1,805.00",187.00,"1,618.00","1,618.00","1,618.00","2,537.00",0.63776,0.63776
1/30/2022,13 Weeks,"7,643.00","2,644.00","4,999.00",563.00,"1,466.00",,"4,673.00","2,970.00",-130.00,25.00,"2,865.00",-138.00,"3,003.00","3,003.00","3,003.00","2,544.00",1.18042,1.18042
10/31/2021,13 Weeks,"7,103.00","2,472.00","4,631.00",557.00,"1,403.00",,"4,432.00","2,671.00",-47.00,14.00,"2,638.00",174.00,"2,464.00","2,464.00","2,464.00","2,538.00",0.97084,0.97084
8/1/2021,13 Weeks,"6,507.00","2,292.00","4,215.00",526.00,"1,245.00",,"4,063.00","2,444.00",-60.00,10.00,"2,394.00",20.00,"2,374.00","2,374.00","2,374.00","2,532.00",0.93760,0.93760
5/2/2021,13 Weeks,"5,661.00","2,032.00","3,629.00",520.00,"1,153.00",,"3,705.00","1,956.00",77.00,11.00,"2,044.00",132.00,"1,912.00","1,912.00","1,912.00","2,528.00",0.75633,0.75633
1/31/2021,14 Weeks,"5,003.00","1,847.00","3,156.00",503.00,"1,146.00",,"3,496.00","1,507.00",-46.00,9.00,"1,470.00",13.00,"1,457.00","1,457.00","1,457.00","2,536.00",0.57453,0.57453
